,binarize,graph_type,res,threshold,seed,param_key,modularity
37,True,G,0.5,1,74650796,IllinoisHilbert,0.4888187234079088
38,True,G,0.5,2,30220309,NicholasSykes,0.49296194846510216
39,True,G,0.5,3,73521980,BabylonRiemannian,0.5137015702445422
40,True,G,0.55,0,12617812,ValoisDewey,0.4641450993486499
41,True,G,0.55,1,98051280,LinnaeusRankine,0.4985362923541256
42,True,G,0.55,2,32760815,NorseKnoxville,0.5046632702860202
43,True,G,0.55,3,65444921,SchaferHowe,0.5127711043486493
44,True,G,0.6,0,72440865,TomlinsonFahrenheit,0.4752195453083922
45,True,G,0.6,1,96518512,JillBangladesh,0.5045027954187219
46,True,G,0.6,2,21831258,KatherineChungking,0.517703220597954
47,True,G,0.6,3,97518416,StricklandStefan,0.5202111270598572
48,False,Gad,0.35,0,80154112,RenaultNan,0.4605253288513394
49,False,Gad,0.35,1,29031961,CaesarAmoco,0.4740912555287862
50,False,Gad,0.35,2,82521965,PurcellCompton,0.4948723516008256
51,False,Gad,0.35,3,40982312,MiddleburyMcConnell,0.5092365489516033
52,False,Gad,0.4,0,12682150,FiskRiley,0.46142425013741534
53,False,Gad,0.4,1,61916182,LetheCanterbury,0.4868653550510759
54,False,Gad,0.4,2,33805292,LagrangeOsgood,0.5042274053281153
55,False,Gad,0.4,3,36571553,CummingsUrsa,0.5212184002385519
56,False,Gad,0.45,0,96338085,WinfieldUlster,0.47822496727190206
57,False,Gad,0.45,1,42975738,BlackfeetGroton,0.5013745200945893
58,False,Gad,0.45,2,1811483,GlendaleKendall,0.5172000332113437
59,False,Gad,0.45,3,84154946,DostoevskyLuzon,0.5273209252543806
60,False,Gad,0.5,0,64324498,KernighanUlan,0.4834170556564408
61,False,Gad,0.5,1,98376148,SunnyvaleVerne,0.503671865640665
62,False,Gad,0.5,2,54784603,GodwinSiemens,0.523297459212068
63,False,Gad,0.5,3,46039716,ArkansasIrish,0.539931613101342
64,False,Gad,0.55,0,73634682,WilhelmGus,0.4896625349404262
65,False,Gad,0.55,1,54881012,ManchuriaCamembert,0.509524808274334
66,False,Gad,0.55,2,77860810,RossJosephson,0.5353507161789262
67,False,Gad,0.55,3,64433749,LenaGallup,0.5458660302533639
68,False,Gad,0.6,0,71633036,POBoxBarbour,0.5020640603952684
69,False,Gad,0.6,1,96505532,DuaneSpringfield,0.5176666645714153
70,False,Gad,0.6,2,44196879,LomeManchester,0.5332809728368887
71,False,Gad,0.6,3,84554807,GrendelAberdeen,0.5473462060913374
72,False,G,0.35,0,52642135,CubaLahore,0.46389915636173024
73,False,G,0.35,1,40929544,ValkyriePlanck,0.4838327883959021
74,False,G,0.35,2,7466776,ZenCrestview,0.4964018796378752
75,False,G,0.35,3,44912440,WorcesterCyclops,0.5159768110569204
76,False,G,0.4,0,29648,ErnestineLindberg,0.4635596317269817
77,False,G,0.4,1,81530461,OctaviaNanette,0.49327953688869225
78,False,G,0.4,2,98117108,RowlandShari,0.5057953350541096
79,False,G,0.4,3,80623290,FitchburgHadamard,0.5260335804756381
80,False,G,0.45,0,53057656,VaticanRousseau,0.4831457106276892
81,False,G,0.45,1,43276745,ErwinCapitoline,0.5036073045190681
82,False,G,0.45,2,71139992,JeffFeeney,0.5164550768154633
83,False,G,0.45,3,57461437,JoaquinDoris,0.5342683343871445
84,False,G,0.5,0,30340143,SousaRembrandt,0.4934358341833254
85,False,G,0.5,1,9610879,JackyEmery,0.5149623535841957
86,False,G,0.5,2,66996051,NordhoffDar,0.5303740304276943
87,False,G,0.5,3,71689565,MathieuJo,0.5352571996460405
88,False,G,0.55,0,4175893,DurwardBowditch,0.4969415442213851
89,False,G,0.55,1,71546513,CapitolineLindbergh,0.5199436066541936
90,False,G,0.55,2,75522960,AgamemnonErrol,0.5269853808028168
91,False,G,0.55,3,67151570,PiersonKatie,0.543829228881467
92,False,G,0.6,0,79099239,PrincipiaMarkov,0.5111941858850035
93,False,G,0.6,1,95908813,GaylordCarnegie,0.5249945044159879
94,False,G,0.6,2,44987073,HenriMona,0.5319282112242962
95,False,G,0.6,3,48702443,ChristinaCyprus,0.5470523572679991
96,True,Gad,0.35,0,247160,PompeiiLoomis,0.38429873183693614
97,True,Gad,0.35,1,40563750,ChathamRafferty,0.4173036278458543
98,True,Gad,0.35,2,53131302,PriestleyBenz,0.43929737005938185
99,True,Gad,0.35,3,90592583,VeraMickey,0.4712692602080174
100,True,Gad,0.4,0,55435980,GlennWheller,0.4040885994212651
101,True,Gad,0.4,1,96224095,SloaneXerxes,0.4271212172129821
102,True,Gad,0.4,2,74948339,MobilLoeb,0.45981541660268027
103,True,Gad,0.4,3,58618078,GideonMenzies,0.4771136983106587
104,True,Gad,0.45,0,74091827,ChristmasBenny,0.4145986020858432
105,True,Gad,0.45,1,36055857,BerwickEmmett,0.4469904296956937
106,True,Gad,0.45,2,33001356,NellMickey,0.4579733336314104
107,True,Gad,0.45,3,57244253,StyrofoamSaviour,0.48588608199537653
108,True,Gad,0.5,0,71345427,GardnerYankton,0.43853583660377377
109,True,Gad,0.5,1,75335749,RichfieldBartlett,0.446969616391652
110,True,Gad,0.5,2,41748313,ImbriumCassiopeia,0.4855626236984198
111,True,Gad,0.5,3,4876571,EngelAlpert,0.49980662538271536
112,True,Gad,0.55,0,74205679,CalaisGotham,0.44023601681445207
113,True,Gad,0.55,1,71286766,LoweBrett,0.46735436076813036
114,True,Gad,0.55,2,37902651,AnabaptistJuan,0.479339514996485
115,True,Gad,0.55,3,33072372,PurinaMeg,0.5075486817095127
116,True,Gad,0.6,0,33806382,ErlenmeyerHungarian,0.4498918843848273
117,True,Gad,0.6,1,14079712,WaldorfFarrell,0.46734901775060717
118,True,Gad,0.6,2,76349124,AidaAbelian,0.4895120664740466
119,True,Gad,0.6,3,92051251,DianaZoroaster,0.5083868546807387
120,True,G,0.35,0,79362723,MarionMcHugh,0.4115944795738405
121,True,G,0.35,1,80922372,EskimoLatvia,0.4493952643947088
122,True,G,0.35,2,53740264,DarryWinslow,0.4702522300806864
123,True,G,0.35,3,4646302,MathewsSquibb,0.4806587714307073
124,True,G,0.4,0,13738913,LemuelEuridyce,0.42717397492017284
125,True,G,0.4,1,81697938,EssenGutenberg,0.45778709486141655
126,True,G,0.4,2,49860066,DaytonaKowloon,0.4732511077337613
127,True,G,0.4,3,73635516,LillyFizeau,0.49359387806295923
128,True,G,0.45,0,98666632,ClausenNora,0.44857488893593184
129,True,G,0.45,1,56260203,CaseyAzerbaijan,0.4659066297467622
130,True,G,0.45,2,90369873,SomersArizona,0.47944807578327253
131,True,G,0.45,3,32936387,AzoresKumar,0.499996408145151
132,True,G,0.5,0,80871344,CiceroErik,0.47504125165587774
133,True,G,0.5,1,13393781,MonroeMobil,0.47633282200502114
134,True,G,0.5,2,74639745,MedusaAndrea,0.4873089839790323
135,True,G,0.5,3,98927716,ClemsonOmaha,0.5062964874106852
136,True,G,0.55,0,82758408,EphraimSieglinda,0.46877281077736066
137,True,G,0.55,1,29811982,IranSybil,0.4945333339378879
138,True,G,0.55,2,6206915,EcclesLaidlaw,0.49713106891187153
139,True,G,0.55,3,80947720,ArleneAndes,0.5165044891794903
140,True,G,0.6,0,86679681,TexasMorristown,0.48199874187866976
141,True,G,0.6,1,23751658,LeonardoNile,0.5165477636529534
142,True,G,0.6,2,86880017,ArmataUnivac,0.516525961059693
143,True,G,0.6,3,28578365,McAllisterChopin,0.5201274464848397
144,False,Gad,0.35,0,3208860,WaiteDodson,0.45660036889238825
145,False,Gad,0.35,1,2631880,CelticStacy,0.4771129512251109
146,False,Gad,0.35,2,63920995,FormosaKatharine,0.4934010947556571
147,False,Gad,0.35,3,79549438,DraconianBrownian,0.511172005270799
148,False,Gad,0.4,0,46432811,MontmartreBryan,0.4571842059537801
149,False,Gad,0.4,1,43054227,KnoxvillePentecost,0.48055297405443265
150,False,Gad,0.4,2,96414579,GiulianoGreenblatt,0.5018176271976899
151,False,Gad,0.4,3,86580927,AidesAmherst,0.5206189877655609
152,False,Gad,0.45,0,46296057,DowneyPhillip,0.47929461010461233
153,False,Gad,0.45,1,67031601,VaritypeMadeira,0.4936787985304798
154,False,Gad,0.45,2,86153619,ColeAldrich,0.5121213513085829
155,False,Gad,0.45,3,15174099,BuxtehudeAlberta,0.5293734641931352
156,False,Gad,0.5,0,55364025,HamlinHershey,0.49673265387762733
157,False,Gad,0.5,1,82880797,GershwinAesop,0.5091817514366072
158,False,Gad,0.5,2,16908442,NoelLoveland,0.5232589950587422
159,False,Gad,0.5,3,70734886,NicholsonMattson,0.5381583306974831
160,False,Gad,0.55,0,46059711,GenescoTucson,0.4951023811240496
161,False,Gad,0.55,1,94738335,BernoulliAbo,0.5108574427920702
162,False,Gad,0.55,2,4518808,StyrofoamAsher,0.5326367045822948
163,False,Gad,0.55,3,85362520,SteinerAztecan,0.5397925131557662
164,False,Gad,0.6,0,14095276,MadonnaNorris,0.5060817668711545
165,False,Gad,0.6,1,38910970,CharlieFredholm,0.5179062490360042
166,False,Gad,0.6,2,95835670,MardiAnnapolis,0.5399869302798556
167,False,Gad,0.6,3,82959104,MohrHermes,0.5525487804399052
168,False,G,0.35,0,14571201,JudaismMarceau,0.45739540361617553
169,False,G,0.35,1,3047941,DisneylandPisces,0.4818854138605246
170,False,G,0.35,2,45960942,L'vovLou,0.4967003255145108
171,False,G,0.35,3,71661225,LamarckDakar,0.5080015196193857
172,False,G,0.4,0,91006117,HamptonJava,0.4672478677829368
173,False,G,0.4,1,73007174,CanberraSimpson,0.48495353013898823
174,False,G,0.4,2,55709588,OhioChalmers,0.5066188759947304
175,False,G,0.4,3,30803159,BereaAlbania,0.5227351738106745
176,False,G,0.45,0,5360133,BelgianRae,0.4855608591899696
177,False,G,0.45,1,67802072,AlbuquerqueGaines,0.500246172946157
178,False,G,0.45,2,8857120,BelgiumSloane,0.5125704621919647
179,False,G,0.45,3,20889311,ThoreauWalton,0.5299233114185081
180,False,G,0.5,0,15625930,RaymondAustralis,0.4939599233588392
181,False,G,0.5,1,61972257,ReynoldsTroutman,0.5179939507298223
182,False,G,0.5,2,23712918,MunichDiana,0.516570472656277
183,False,G,0.5,3,44173325,PolarisJaime,0.5358462069877138
184,False,G,0.55,0,12049124,WernerBartlett,0.5058381490693181
185,False,G,0.55,1,15223449,ZimmermanVarian,0.5204707967182622
186,False,G,0.55,2,95760379,EinsteinDante,0.5281644929946516
187,False,G,0.55,3,80390357,MalteseSanta,0.5446216464596118
188,False,G,0.6,0,48183570,GusPhyllis,0.5061681268097893
189,False,G,0.6,1,75305459,ArlenNatchez,0.5266541034510381
190,False,G,0.6,2,80899139,MichelPonchartrain,0.5352695932931746
191,False,G,0.6,3,61365341,PittsburghKarl,0.5465226693114659
192,True,Gad,0.35,0,49268178,AstorZoroastrian,0.3887073658985568
193,True,Gad,0.35,1,67231204,VidaGloucester,0.42106693292580866
194,True,Gad,0.35,2,57125756,PoissonKnowles,0.4442166429293728
195,True,Gad,0.35,3,98840679,MafiosoAvis,0.4693128223078022
196,True,Gad,0.4,0,70309427,AlbaniaNigeria,0.4173296534958506
197,True,Gad,0.4,1,71025835,FeeneyAbram,0.4220305798339669
198,True,Gad,0.4,2,64692805,PetersonSperry,0.4499511293330005
199,True,Gad,0.4,3,61189480,PittsfieldPtolemaic,0.467695316568653
200,True,Gad,0.45,0,71281494,DoradoHankel,0.4205050628188386
201,True,Gad,0.45,1,99884687,ColetteKuwait,0.4399525551599566
202,True,Gad,0.45,2,27319136,DuPontCaesarian,0.46323832561479367
203,True,Gad,0.45,3,64435657,DuaneCameroun,0.4811139312173258
204,True,Gad,0.5,0,66276530,BeckmanDjakarta,0.42832836616831776
205,True,Gad,0.5,1,46007632,TunisAztecan,0.45529503381773917
206,True,Gad,0.5,2,25726543,NiameyOhio,0.4762859906756983
207,True,Gad,0.5,3,23128965,BolognaScandinavia,0.5005713632804576
208,True,Gad,0.55,0,36089096,HubbellKampuchea,0.4360029939983697
209,True,Gad,0.55,1,80406862,HuntingtonFaulkner,0.45257881462988103
210,True,Gad,0.55,2,81344741,HelenePembroke,0.48269347328821754
211,True,Gad,0.55,3,27802547,JablonskyShylock,0.49404181131749547
212,True,Gad,0.6,0,61151343,ValerieJacques,0.4357922069641361
213,True,Gad,0.6,1,54214567,MonongahelaBacchus,0.47059848332507065
214,True,Gad,0.6,2,8565908,SheldonLakehurst,0.49259578497229856
215,True,Gad,0.6,3,82643022,SanaCassiopeia,0.5105789213887334
216,True,G,0.35,0,18753785,CamilleBoyd,0.41686985359867035
217,True,G,0.35,1,82916598,ConnerBerkowitz,0.4505141531221994
218,True,G,0.35,2,96218964,ParsifalBamako,0.45531778333116085
219,True,G,0.35,3,48009735,CrispinHadley,0.4803207914853944
220,True,G,0.4,0,12544262,PeugeotSmucker,0.4269279562431583
221,True,G,0.4,1,17058406,EuropaUpton,0.46125522169053174
222,True,G,0.4,2,38258662,AldebaranKlaus,0.48138104538239485
223,True,G,0.4,3,56295064,ColetteSharon,0.4882306368366793
224,True,G,0.45,0,59737833,HarmonMarilyn,0.4540664017505752
225,True,G,0.45,1,43489558,ThomsonMcConnell,0.4679227307071452
226,True,G,0.45,2,64585320,BuenosWhittaker,0.47515343492028284
227,True,G,0.45,3,22069364,LouisvilleSophoclean,0.4989579068978981
228,True,G,0.5,0,42588781,KentTanya,0.4589661275084068
229,True,G,0.5,1,93636315,HiberniaAndromache,0.4760340456143537
230,True,G,0.5,2,25356906,SherwoodBantus,0.49171169167047846
231,True,G,0.5,3,29010437,SwarthoutMaggie,0.5069696951630703
232,True,G,0.55,0,31204779,SelectricAbe,0.4684022131947106
233,True,G,0.55,1,94406707,AldenBoylston,0.4890487000071524
234,True,G,0.55,2,17851109,RutherfordRidgway,0.5116291267766373
235,True,G,0.55,3,28228870,IliadCanaveral,0.5118686623474591
236,True,G,0.6,0,87851622,CarboneElmira,0.47467067477725916
237,True,G,0.6,1,41388299,DonnerBabylon,0.5060128509076942
238,True,G,0.6,2,23245764,ReneBabylon,0.5097771971069566
239,True,G,0.6,3,22000164,LangOlson,0.5229504335686243
240,False,Gad,0.35,0,16772057,CecilCantabrigian,0.44918996486613316
241,False,Gad,0.35,1,91615693,JaegerAmericana,0.4748797788156702
242,False,Gad,0.35,2,79126164,CostaFrankfort,0.4994851681455749
243,False,Gad,0.35,3,86579284,RigaCassius,0.5121754892140277
244,False,Gad,0.4,0,56733205,FitzgeraldLind,0.4779196613807409
245,False,Gad,0.4,1,81368084,MennoniteSeattle,0.4855273977863887
246,False,Gad,0.4,2,78119422,NazarethJorgenson,0.5042147916885926
247,False,Gad,0.4,3,30317650,HickeyYokuts,0.522806738962926
248,False,Gad,0.45,0,56915045,PiscesGrenoble,0.47359999364418903
249,False,Gad,0.45,1,21474492,AnnalenCecilia,0.4996022012222072
250,False,Gad,0.45,2,4381114,EarthmenBerenices,0.5118556006003411
251,False,Gad,0.45,3,6670048,FahrenheitLuzon,0.5310508028692649
252,False,Gad,0.5,0,19494672,MacassarMalawi,0.4916320126967591
253,False,Gad,0.5,1,36934630,MarinoClearwater,0.5023894271537299
254,False,Gad,0.5,2,91684866,ArtemisLouisiana,0.5200447802945471
255,False,Gad,0.5,3,52240886,LeoJuno,0.5353826323083973
256,False,Gad,0.55,0,6173,MatthewLyman,0.5027942580138779
257,False,Gad,0.55,1,88903588,PerseusCyanamid,0.5148932934041668
258,False,Gad,0.55,2,66109684,MoinesIke,0.5315782646379447
259,False,Gad,0.55,3,48623874,EthanBlackman,0.5491579912147334
260,False,Gad,0.6,0,76913041,BernardinoPalestine,0.5055686938440107
261,False,Gad,0.6,1,77533755,GerardSaxony,0.5230133966578908
262,False,Gad,0.6,2,79541634,BayreuthFoss,0.5341838691521343
263,False,Gad,0.6,3,63108403,StanhopeMayer,0.549528155473174
264,False,G,0.35,0,47303810,ScottsdaleBrady,0.4590207464035129
265,False,G,0.35,1,48810004,BeckySchneider,0.47977578669193083
266,False,G,0.35,2,20785611,RossInverness,0.5062063398955807
267,False,G,0.35,3,21342536,UniroyalMaier,0.5098267231990523
268,False,G,0.4,0,69701021,GraffCardiff,0.4781464316236644
269,False,G,0.4,1,38970465,ChantillySeton,0.492168309049163
270,False,G,0.4,2,66665054,EgyptVanderbilt,0.5075926089642104
271,False,G,0.4,3,67754255,BaldwinDominican,0.5182677363269081
272,False,G,0.45,0,54454603,LokiCharta,0.48059098894241276
273,False,G,0.45,1,64318831,OrestesJacobean,0.4983568714078447
274,False,G,0.45,2,33989821,BootesJill,0.5122249483632113
275,False,G,0.45,3,18078912,NeilRawlinson,0.5324845794032321
276,False,G,0.5,0,43080084,AssamMendelssohn,0.4913620721819409
277,False,G,0.5,1,29441375,GeigerZimmerman,0.5053452909950458
278,False,G,0.5,2,10811565,LufthansaClarence,0.520335692638942
279,False,G,0.5,3,51438809,HausdorffVelasquez,0.5284682966849201
280,False,G,0.55,0,89241529,SerpensLoeb,0.49721400328831006
281,False,G,0.55,1,282824,HeisenbergNathan,0.5240984580697723
282,False,G,0.55,2,59535381,BuddhismProtophyta,0.533497643098055
283,False,G,0.55,3,77568587,VenusOsaka,0.5415903807380222
284,False,G,0.6,0,90843789,WilshireCorsica,0.5085991525713521
285,False,G,0.6,1,37566188,AzoresHurst,0.532206824943539
286,False,G,0.6,2,21046032,SapphoChartres,0.5322472604113236
287,False,G,0.6,3,23393457,OsakaTobago,0.5485433539122674
288,True,Gad,0.35,0,44451269,BurlingtonKennedy,0.3926211807528604
289,True,Gad,0.35,1,88509314,KovacsWestminster,0.4166222466549586
290,True,Gad,0.35,2,38414443,TehranJerome,0.4499560984171458
291,True,Gad,0.35,3,53578658,WinthropTom,0.46704704797014507
292,True,Gad,0.4,0,14082865,SandiaTexas,0.39778857999360384
293,True,Gad,0.4,1,31274565,ColeridgeHuber,0.43901663592004053
294,True,Gad,0.4,2,37012465,JudeRhine,0.46821072747250364
295,True,Gad,0.4,3,68898524,NaomiBausch,0.46997821176785315
296,True,Gad,0.45,0,3385220,ThruwayHowell,0.4220403316223907
297,True,Gad,0.45,1,49435419,BarcelonaMona,0.4415877543886394
298,True,Gad,0.45,2,37574317,EurydiceModesto,0.46942469520972835
299,True,Gad,0.45,3,5687021,NevaRunnymede,0.4847127846667676
300,True,Gad,0.5,0,41866195,ScalaLennox,0.4463791111826944
301,True,Gad,0.5,1,68152995,RichardEkstrom,0.4510426969090961
302,True,Gad,0.5,2,43653912,CranstonAries,0.48025535605625086
303,True,Gad,0.5,3,75636564,ChaucerMarcello,0.49426206179863075
304,True,Gad,0.55,0,37729985,FreyaCharon,0.4383581195092222
305,True,Gad,0.55,1,87787466,AtreusMinotaur,0.46838405982077963
306,True,Gad,0.55,2,92641625,LarkinRebecca,0.48381515949221005
307,True,Gad,0.55,3,13342929,CarusoHugh,0.4892957620700517
308,True,Gad,0.6,0,83085001,MuzakGilbertson,0.4405789064886391
309,True,Gad,0.6,1,49393442,IsaiahGaberones,0.46717946333722704
310,True,Gad,0.6,2,18434372,VirgilCatskill,0.4906774749030156
311,True,Gad,0.6,3,92023088,PiedmontEllsworth,0.5080874534291868
312,True,G,0.35,0,27712896,BruceGaussian,0.41181065751198515
313,True,G,0.35,1,58144997,SanfordNottingham,0.4459282985653082
314,True,G,0.35,2,74690522,AdlerHebraic,0.46374905084008383
315,True,G,0.35,3,69757586,FredricksonGiles,0.48795057517646845
316,True,G,0.4,0,36422819,HerschelWebb,0.42874558759483306
317,True,G,0.4,1,55491459,AllstateWaldo,0.45701209775491
318,True,G,0.4,2,73599181,ZealandBambi,0.47013536722080806
319,True,G,0.4,3,21727769,BrooklynKinshasha,0.4951018893025937
320,True,G,0.45,0,2851711,CarltonStyx,0.4356471823682466
321,True,G,0.45,1,53624179,NietzscheThorstein,0.46550155652903064
322,True,G,0.45,2,76252656,MahayanistTheodosian,0.4813278510732441
323,True,G,0.45,3,26474874,MollieDora,0.499833536065
324,True,G,0.5,0,28768415,ElmsfordOregon,0.4557943790882957
325,True,G,0.5,1,90993724,PenelopeKlaus,0.49779483787316064
326,True,G,0.5,2,32483817,LyleCorp,0.5045785407200788
327,True,G,0.5,3,6320267,HenleyAntoinette,0.5030848157532811
328,True,G,0.55,0,77477689,GoudaVernon,0.4723839666592264
329,True,G,0.55,1,90620236,FritzChisholm,0.4866828418315409
330,True,G,0.55,2,96089606,StaffordSandia,0.503967868312509
331,True,G,0.55,3,93202220,VerneBernadine,0.5143187673419224
332,True,G,0.6,0,10181585,HanoverValhalla,0.48381194012465767
333,True,G,0.6,1,99822836,RockwellBolton,0.5091971340894151
334,True,G,0.6,2,85197345,LancelotCushman,0.5062649862675949
335,True,G,0.6,3,18732422,SlavonicFuji,0.5177428154281251
336,False,Gad,0.35,0,10671964,NatchezMinneapolis,0.45128451200793207
337,False,Gad,0.35,1,14941588,TurkishSanchez,0.474038863335995
338,False,Gad,0.35,2,43942316,AristotelianCorinthian,0.49613924725246156
339,False,Gad,0.35,3,68716186,HeusenSiberia,0.5136056775011151
340,False,Gad,0.4,0,90816900,ElkhartChesterton,0.46692427310958073
341,False,Gad,0.4,1,91880178,SteenLourdes,0.48396313342161845
342,False,Gad,0.4,2,74891363,GustavPollux,0.5092401056294045
343,False,Gad,0.4,3,61898387,WalcottFraser,0.524962244745118
344,False,Gad,0.45,0,70533583,WaldorfFuchsia,0.48828716048689524
345,False,Gad,0.45,1,18563779,HolmCaleb,0.49818672112106616
346,False,Gad,0.45,2,5436599,InterpolTerra,0.5134409277551073
347,False,Gad,0.45,3,43227254,BraniffRomanesque,0.5266044362187567
348,False,Gad,0.5,0,26964105,HandelWeinberg,0.49325247138103867
349,False,Gad,0.5,1,73055943,LamarckParsi,0.5106206605233815
350,False,Gad,0.5,2,64549629,FerdinandFredericton,0.5244149550884548
351,False,Gad,0.5,3,8776810,HettyMerritt,0.5391090136976465
352,False,Gad,0.55,0,25645362,DescartesHaines,0.5004362427467414
353,False,Gad,0.55,1,92808311,DouglassErasmus,0.5129237950459359
354,False,Gad,0.55,2,89693508,BarnhardPotts,0.5232079621150353
355,False,Gad,0.55,3,41744242,BenzedrineDaytona,0.5480438972070681
356,False,Gad,0.6,0,42589111,HewlettNicholson,0.49983925796346906
357,False,Gad,0.6,1,66151959,GandhiNadine,0.5221687407679262
358,False,Gad,0.6,2,41108312,IndoBlomberg,0.5388921624071794
359,False,Gad,0.6,3,10327470,SpiegelBeresford,0.5505763614195998
360,False,G,0.35,0,36096919,AntietamRitter,0.459213557817694
361,False,G,0.35,1,57140727,NankingBetsy,0.48183861814742096
362,False,G,0.35,2,29091943,VikingEduardo,0.4960886657034991
363,False,G,0.35,3,55625893,WoolworthFrances,0.5112190263006332
364,False,G,0.4,0,95341384,SkyeReuben,0.4673525961359897
365,False,G,0.4,1,57876004,CubaLeonard,0.4918758151109951
366,False,G,0.4,2,94886582,PercivalTerpsichore,0.5109357430502894
367,False,G,0.4,3,90116011,MalthusWednesday,0.5192086157669411
368,False,G,0.45,0,31942253,WellesleyElmira,0.4816803327424061
369,False,G,0.45,1,67292748,HornblowerLaurent,0.4978994872594107
370,False,G,0.45,2,26702335,BoucherAlgeria,0.5123166250453325
371,False,G,0.45,3,48264322,PhilipWilmington,0.5355945701720077
372,False,G,0.5,0,89736580,StygianElsevier,0.48706974637351863
373,False,G,0.5,1,48168757,JudithUtrecht,0.5102772147160266
374,False,G,0.5,2,21453564,MiddletonEastwood,0.5218241039927098
375,False,G,0.5,3,11627229,BiggsPretoria,0.5358945307446851
376,False,G,0.55,0,9477247,PerryEgyptian,0.4978911176021533
377,False,G,0.55,1,4608562,FaberRigel,0.5295429975840493
378,False,G,0.55,2,76504818,SiriusHuron,0.5292543878512357
379,False,G,0.55,3,77901208,ArleneTriangulum,0.5426743640772972
380,False,G,0.6,0,54619906,ChristinaDelphi,0.5064752084856808
381,False,G,0.6,1,23662113,HanoverAmharic,0.5264176223784773
382,False,G,0.6,2,32281205,IowaAndrei,0.5262907810664217
383,False,G,0.6,3,51018697,GilliganThorstein,0.5401494332464969
384,True,Gad,0.35,0,1240981,MoriartyFarber,0.3891333628092742
385,True,Gad,0.35,1,50188624,ColeJanice,0.4175288866269233
386,True,Gad,0.35,2,68079348,SaturdayClifton,0.4457769965884879
387,True,Gad,0.35,3,4962330,KrakatoaJohnny,0.4626846243950403
388,True,Gad,0.4,0,82557398,LagrangianAlicia,0.40740591180105057
389,True,Gad,0.4,1,10334564,GaspeeMerrimack,0.43674532469273214
390,True,Gad,0.4,2,63058037,TenneyO'Brien,0.4526591359437781
391,True,Gad,0.4,3,89310370,XhosaMazda,0.4766003096680665
392,True,Gad,0.45,0,51776591,ClausiusEkstrom,0.41789711812406044
393,True,Gad,0.45,1,49083065,KahnLubbock,0.44110043030697954
394,True,Gad,0.45,2,87287663,ChestertonMissoula,0.465505012505626
395,True,Gad,0.45,3,21693130,AgeeHatteras,0.48709690540604367
396,True,Gad,0.5,0,39208010,JuliaAmericana,0.42836331185797283
397,True,Gad,0.5,1,98166793,ThebesOgden,0.45727912503297957
398,True,Gad,0.5,2,35950068,DarwinIlona,0.4804325250329708
