,0,1
0,510,0
1,510,9
2,510,20
3,510,59
4,510,86
5,510,89
6,510,90
7,510,136
8,510,137
9,510,165
10,510,170
11,510,182
12,510,204
13,510,222
14,510,223
15,510,224
16,510,225
17,510,240
18,510,241
19,510,242
20,510,245
21,510,246
22,510,249
23,510,250
24,510,253
25,510,259
26,510,260
27,510,285
28,510,287
29,510,288
30,510,314
31,510,318
32,510,319
33,510,320
34,510,360
35,510,370
36,510,400
37,510,403
38,510,405
39,510,406
40,510,407
41,510,414
42,510,415
43,510,416
44,510,418
45,510,419
46,510,421
47,510,422
48,510,435
49,510,444
50,510,445
51,510,452
52,510,453
53,510,458
54,510,460
55,510,461
56,510,463
57,510,487
58,510,488
59,510,509
60,510,526
61,510,701
62,510,726
63,510,727
64,510,755
65,510,756
66,510,762
67,510,766
68,510,767
69,510,768
70,510,769
71,510,770
72,510,771
73,510,776
74,510,782
75,510,809
76,510,862
77,510,874
78,510,895
79,510,914
80,510,916
81,510,918
82,510,926
83,510,940
84,510,975
85,510,976
86,510,1007
87,510,1009
88,510,1010
89,510,1015
90,510,1016
91,510,1059
92,510,1093
93,510,1094
94,510,1120
95,510,1121
96,510,1122
97,510,1125
98,510,1126
99,510,1162
100,510,1165
101,510,1194
102,510,1195
103,510,1196
104,510,1204
105,510,1211
106,510,1212
107,510,1213
108,510,1214
109,510,1234
110,510,1235
111,510,1335
112,510,1336
113,510,1339
114,510,1438
115,510,1439
116,510,1441
117,510,1442
118,510,1455
119,510,1456
120,510,1457
121,510,1478
122,510,1480
123,510,1508
124,510,1564
125,510,1586
126,510,1587
127,510,1588
128,510,1655
129,510,1656
130,510,1657
131,510,1675
132,510,1688
133,510,1698
134,510,1711
135,510,1762
136,510,1771
137,510,1794
138,510,1810
139,510,1816
140,510,1823
141,510,1824
142,510,1856
143,510,1899
144,510,1914
145,510,1919
146,510,1945
147,510,1964
148,510,1967
149,510,1968
150,510,1969
151,510,1970
152,510,1971
153,510,2006
154,510,2007
155,510,2012
156,510,2032
157,510,2034
158,510,2057
159,510,2072
160,510,2118
161,510,2268
162,510,2372
163,510,2373
164,510,2374
165,510,2382
166,512,0
167,512,9
168,512,20
169,512,59
170,512,86
171,512,89
172,512,90
173,512,136
174,512,137
175,512,165
176,512,170
177,512,182
178,512,204
179,512,222
180,512,223
181,512,224
182,512,225
183,512,240
184,512,241
185,512,242
186,512,245
187,512,246
188,512,249
189,512,250
190,512,253
191,512,259
192,512,260
193,512,285
194,512,287
195,512,288
196,512,314
197,512,318
198,512,319
199,512,320
200,512,360
201,512,370
202,512,400
203,512,403
204,512,405
205,512,406
206,512,407
207,512,414
208,512,415
209,512,416
210,512,418
211,512,419
212,512,421
213,512,422
214,512,435
215,512,444
216,512,445
217,512,452
218,512,453
219,512,458
220,512,460
221,512,461
222,512,463
223,512,487
224,512,488
225,512,509
226,512,526
227,512,701
228,512,726
229,512,727
230,512,755
231,512,756
232,512,762
233,512,766
234,512,767
235,512,768
236,512,769
237,512,770
238,512,771
239,512,776
240,512,782
241,512,809
242,512,862
243,512,874
244,512,895
245,512,914
246,512,916
247,512,918
248,512,926
249,512,940
250,512,975
251,512,976
252,512,1007
253,512,1009
254,512,1010
255,512,1015
256,512,1016
257,512,1059
258,512,1093
259,512,1094
260,512,1120
261,512,1121
262,512,1122
263,512,1125
264,512,1126
265,512,1162
266,512,1165
267,512,1194
268,512,1195
269,512,1196
270,512,1204
271,512,1211
272,512,1212
273,512,1213
274,512,1214
275,512,1234
276,512,1235
277,512,1335
278,512,1336
279,512,1339
280,512,1438
281,512,1439
282,512,1441
283,512,1442
284,512,1455
285,512,1456
286,512,1457
287,512,1478
288,512,1480
289,512,1508
290,512,1564
291,512,1586
292,512,1587
293,512,1588
294,512,1655
295,512,1656
296,512,1657
297,512,1675
298,512,1688
299,512,1698
300,512,1711
301,512,1762
302,512,1771
303,512,1794
304,512,1810
305,512,1816
306,512,1823
307,512,1824
308,512,1856
309,512,1899
310,512,1914
311,512,1919
312,512,1945
313,512,1964
314,512,1967
315,512,1968
316,512,1969
317,512,1970
318,512,1971
319,512,2006
320,512,2007
321,512,2012
322,512,2032
323,512,2034
324,512,2057
325,512,2072
326,512,2118
327,512,2268
328,512,2372
329,512,2373
330,512,2374
331,512,2382
332,520,0
333,520,9
334,520,20
335,520,59
336,520,86
337,520,89
338,520,90
339,520,136
340,520,137
341,520,165
342,520,170
343,520,182
344,520,204
345,520,222
346,520,223
347,520,224
348,520,225
349,520,240
350,520,241
351,520,242
352,520,245
353,520,246
354,520,249
355,520,250
356,520,253
357,520,259
358,520,260
359,520,285
360,520,287
361,520,288
362,520,314
363,520,318
364,520,319
365,520,320
366,520,360
367,520,370
368,520,400
369,520,403
370,520,405
371,520,406
372,520,407
373,520,414
374,520,415
375,520,416
376,520,418
377,520,419
378,520,421
379,520,422
380,520,435
381,520,444
382,520,445
383,520,452
384,520,453
385,520,458
386,520,460
387,520,461
388,520,463
389,520,487
390,520,488
391,520,509
392,520,526
393,520,701
394,520,726
395,520,727
396,520,755
397,520,756
398,520,762
399,520,766
400,520,767
401,520,768
402,520,769
403,520,770
404,520,771
405,520,776
406,520,782
407,520,809
408,520,862
409,520,874
410,520,895
411,520,914
412,520,916
413,520,918
414,520,926
415,520,940
416,520,975
417,520,976
418,520,1007
419,520,1009
420,520,1010
421,520,1015
422,520,1016
423,520,1059
424,520,1093
425,520,1094
426,520,1120
427,520,1121
428,520,1122
429,520,1125
430,520,1126
431,520,1162
432,520,1165
433,520,1194
434,520,1195
435,520,1196
436,520,1204
437,520,1211
438,520,1212
439,520,1213
440,520,1214
441,520,1234
442,520,1235
443,520,1335
444,520,1336
445,520,1339
446,520,1438
447,520,1439
448,520,1441
449,520,1442
450,520,1455
451,520,1456
452,520,1457
453,520,1478
454,520,1480
455,520,1508
456,520,1564
457,520,1586
458,520,1587
459,520,1588
460,520,1655
461,520,1656
462,520,1657
463,520,1675
464,520,1688
465,520,1698
466,520,1711
467,520,1762
468,520,1771
469,520,1794
470,520,1810
471,520,1816
472,520,1823
473,520,1824
474,520,1856
475,520,1899
476,520,1914
477,520,1919
478,520,1945
479,520,1964
480,520,1967
481,520,1968
482,520,1969
483,520,1970
484,520,1971
485,520,2006
486,520,2007
487,520,2012
488,520,2032
489,520,2034
490,520,2057
491,520,2072
492,520,2118
493,520,2268
494,520,2372
495,520,2373
496,520,2374
497,520,2382
498,521,0
499,521,9
500,521,20
501,521,59
502,521,86
503,521,89
504,521,90
505,521,136
506,521,137
507,521,165
508,521,170
509,521,182
510,521,204
511,521,222
512,521,223
513,521,224
514,521,225
515,521,240
516,521,241
517,521,242
518,521,245
519,521,246
520,521,249
521,521,250
522,521,253
523,521,259
524,521,260
525,521,285
526,521,287
527,521,288
528,521,314
529,521,318
530,521,319
531,521,320
532,521,360
533,521,370
534,521,400
535,521,403
536,521,405
537,521,406
538,521,407
539,521,414
540,521,415
541,521,416
542,521,418
543,521,419
544,521,421
545,521,422
546,521,435
547,521,444
548,521,445
549,521,452
550,521,453
551,521,458
552,521,460
553,521,461
554,521,463
555,521,487
556,521,488
557,521,509
558,521,526
559,521,701
560,521,726
561,521,727
562,521,755
563,521,756
564,521,762
565,521,766
566,521,767
567,521,768
568,521,769
569,521,770
570,521,771
571,521,776
572,521,782
573,521,809
574,521,862
575,521,874
576,521,895
577,521,914
578,521,916
579,521,918
580,521,926
581,521,940
582,521,975
583,521,976
584,521,1007
585,521,1009
586,521,1010
587,521,1015
588,521,1016
589,521,1059
590,521,1093
591,521,1094
592,521,1120
593,521,1121
594,521,1122
595,521,1125
596,521,1126
597,521,1162
598,521,1165
599,521,1194
600,521,1195
601,521,1196
602,521,1204
603,521,1211
604,521,1212
605,521,1213
606,521,1214
607,521,1234
608,521,1235
609,521,1335
610,521,1336
611,521,1339
612,521,1438
613,521,1439
614,521,1441
615,521,1442
616,521,1455
617,521,1456
618,521,1457
619,521,1478
620,521,1480
621,521,1508
622,521,1564
623,521,1586
624,521,1587
625,521,1588
626,521,1655
627,521,1656
628,521,1657
629,521,1675
630,521,1688
631,521,1698
632,521,1711
633,521,1762
634,521,1771
635,521,1794
636,521,1810
637,521,1816
638,521,1823
639,521,1824
640,521,1856
641,521,1899
642,521,1914
643,521,1919
644,521,1945
645,521,1964
646,521,1967
647,521,1968
648,521,1969
649,521,1970
650,521,1971
651,521,2006
652,521,2007
653,521,2012
654,521,2032
655,521,2034
656,521,2057
657,521,2072
658,521,2118
659,521,2268
660,521,2372
661,521,2373
662,521,2374
663,521,2382
664,523,0
665,523,9
666,523,20
667,523,59
668,523,86
669,523,89
670,523,90
671,523,136
672,523,137
673,523,165
674,523,170
675,523,182
676,523,204
677,523,222
678,523,223
679,523,224
680,523,225
681,523,240
682,523,241
683,523,242
684,523,245
685,523,246
686,523,249
687,523,250
688,523,253
689,523,259
690,523,260
691,523,285
692,523,287
693,523,288
694,523,314
695,523,318
696,523,319
697,523,320
698,523,360
699,523,370
700,523,400
701,523,403
702,523,405
703,523,406
704,523,407
705,523,414
706,523,415
707,523,416
708,523,418
709,523,419
710,523,421
711,523,422
712,523,435
713,523,444
714,523,445
715,523,452
716,523,453
717,523,458
718,523,460
719,523,461
720,523,463
721,523,487
722,523,488
723,523,509
724,523,526
725,523,701
726,523,726
727,523,727
728,523,755
729,523,756
730,523,762
731,523,766
732,523,767
733,523,768
734,523,769
735,523,770
736,523,771
737,523,776
738,523,782
739,523,809
740,523,862
741,523,874
742,523,895
743,523,914
744,523,916
745,523,918
746,523,926
747,523,940
748,523,975
749,523,976
750,523,1007
751,523,1009
752,523,1010
753,523,1015
754,523,1016
755,523,1059
756,523,1093
757,523,1094
758,523,1120
759,523,1121
760,523,1122
761,523,1125
762,523,1126
763,523,1162
764,523,1165
765,523,1194
766,523,1195
767,523,1196
768,523,1204
769,523,1211
770,523,1212
771,523,1213
772,523,1214
773,523,1234
774,523,1235
