,0,1
0,1,16
1,1,34
2,1,36
3,1,102
4,1,103
5,1,131
6,1,138
7,1,192
8,1,193
9,1,196
10,1,214
11,1,276
12,1,284
13,1,303
14,1,326
15,1,445
16,1,450
17,1,471
18,1,480
19,1,486
20,1,489
21,1,509
22,1,514
23,1,530
24,1,534
25,1,546
26,1,569
27,1,586
28,1,587
29,1,593
30,1,594
31,1,597
32,1,598
33,1,599
34,1,600
35,1,601
36,1,618
37,1,624
38,1,627
39,1,639
40,1,649
41,1,650
42,1,670
43,1,672
44,1,704
45,1,705
46,1,710
47,1,711
48,1,712
49,1,771
50,1,866
51,1,883
52,1,925
53,1,926
54,1,928
55,1,957
56,1,1152
57,1,1198
58,1,1211
59,1,1219
60,1,1236
61,1,1238
62,1,1240
63,1,1241
64,1,1272
65,1,1277
66,1,1279
67,1,1298
68,1,1411
69,1,1460
70,1,1515
71,1,1539
72,1,1543
73,1,1550
74,1,1551
75,1,1561
76,1,1562
77,1,1565
78,1,1567
79,1,1568
80,1,1602
81,1,1657
82,1,1662
83,1,1710
84,1,1764
85,1,1797
86,1,1845
87,1,1864
88,1,1942
89,1,1944
90,1,1947
91,1,1995
92,1,1996
93,1,1999
94,1,2028
95,1,2040
96,1,2052
97,1,2106
98,1,2127
99,1,2128
100,1,2129
101,1,2158
102,1,2159
103,1,2161
104,1,2193
105,1,2194
106,1,2199
107,1,2213
108,1,2227
109,1,2228
110,1,2229
111,1,2230
112,1,2232
113,1,2233
114,1,2234
115,1,2235
116,1,2236
117,1,2250
118,1,2251
119,1,2256
120,1,2264
121,1,2284
122,1,2302
123,1,2337
124,1,2339
125,1,2354
126,1,2358
127,1,2384
128,1,2385
129,1,2388
130,1,2416
131,1,2423
132,1,2425
133,1,2430
134,1,2431
135,1,2433
136,1,2439
137,1,2440
138,1,2451
139,1,2459
140,1,2493
141,1,2494
142,1,2496
143,1,2497
144,1,2498
145,1,2502
146,1,2503
147,1,2504
148,1,2514
149,1,2535
150,1,2562
151,1,2564
152,1,2571
153,1,2587
154,1,2593
155,1,2594
156,1,2598
157,1,2608
158,1,2621
159,1,2623
160,1,2645
161,1,2649
162,1,2650
163,1,2651
164,1,2654
165,1,2690
166,2,16
167,2,34
168,2,36
169,2,102
170,2,103
171,2,131
172,2,138
173,2,192
174,2,193
175,2,196
176,2,214
177,2,276
178,2,284
179,2,303
180,2,326
181,2,445
182,2,450
183,2,471
184,2,480
185,2,486
186,2,489
187,2,509
188,2,514
189,2,530
190,2,534
191,2,546
192,2,569
193,2,586
194,2,587
195,2,593
196,2,594
197,2,597
198,2,598
199,2,599
200,2,600
201,2,601
202,2,618
203,2,624
204,2,627
205,2,639
206,2,649
207,2,650
208,2,670
209,2,672
210,2,704
211,2,705
212,2,710
213,2,711
214,2,712
215,2,771
216,2,866
217,2,883
218,2,925
219,2,926
220,2,928
221,2,957
222,2,1152
223,2,1198
224,2,1211
225,2,1219
226,2,1236
227,2,1238
228,2,1240
229,2,1241
230,2,1272
231,2,1277
232,2,1279
233,2,1298
234,2,1411
235,2,1460
236,2,1515
237,2,1539
238,2,1543
239,2,1550
240,2,1551
241,2,1561
242,2,1562
243,2,1565
244,2,1567
245,2,1568
246,2,1602
247,2,1657
248,2,1662
249,2,1710
250,2,1764
251,2,1797
252,2,1845
253,2,1864
254,2,1942
255,2,1944
256,2,1947
257,2,1995
258,2,1996
259,2,1999
260,2,2028
261,2,2040
262,2,2052
263,2,2106
264,2,2127
265,2,2128
266,2,2129
267,2,2158
268,2,2159
269,2,2161
270,2,2193
271,2,2194
272,2,2199
273,2,2213
274,2,2227
275,2,2228
276,2,2229
277,2,2230
278,2,2232
279,2,2233
280,2,2234
281,2,2235
282,2,2236
283,2,2250
284,2,2251
285,2,2256
286,2,2264
287,2,2284
288,2,2302
289,2,2337
290,2,2339
291,2,2354
292,2,2358
293,2,2384
294,2,2385
295,2,2388
296,2,2416
297,2,2423
298,2,2425
299,2,2430
300,2,2431
301,2,2433
302,2,2439
303,2,2440
304,2,2451
305,2,2459
306,2,2493
307,2,2494
308,2,2496
309,2,2497
310,2,2498
311,2,2502
312,2,2503
313,2,2504
314,2,2514
315,2,2535
316,2,2562
317,2,2564
318,2,2571
319,2,2587
320,2,2593
321,2,2594
322,2,2598
323,2,2608
324,2,2621
325,2,2623
326,2,2645
327,2,2649
328,2,2650
329,2,2651
330,2,2654
331,2,2690
332,3,16
333,3,34
334,3,36
335,3,102
336,3,103
337,3,131
338,3,138
339,3,192
340,3,193
341,3,196
342,3,214
343,3,276
344,3,284
345,3,303
346,3,326
347,3,445
348,3,450
349,3,471
350,3,480
351,3,486
352,3,489
353,3,509
354,3,514
355,3,530
356,3,534
357,3,546
358,3,569
359,3,586
360,3,587
361,3,593
362,3,594
363,3,597
364,3,598
365,3,599
366,3,600
367,3,601
368,3,618
369,3,624
370,3,627
371,3,639
372,3,649
373,3,650
374,3,670
375,3,672
376,3,704
377,3,705
378,3,710
379,3,711
380,3,712
381,3,771
382,3,866
383,3,883
384,3,925
385,3,926
386,3,928
387,3,957
388,3,1152
389,3,1198
390,3,1211
391,3,1219
392,3,1236
393,3,1238
394,3,1240
395,3,1241
396,3,1272
397,3,1277
398,3,1279
399,3,1298
400,3,1411
401,3,1460
402,3,1515
403,3,1539
404,3,1543
405,3,1550
406,3,1551
407,3,1561
408,3,1562
409,3,1565
410,3,1567
411,3,1568
412,3,1602
413,3,1657
414,3,1662
415,3,1710
416,3,1764
417,3,1797
418,3,1845
419,3,1864
420,3,1942
421,3,1944
422,3,1947
423,3,1995
424,3,1996
425,3,1999
426,3,2028
427,3,2040
428,3,2052
429,3,2106
430,3,2127
431,3,2128
432,3,2129
433,3,2158
434,3,2159
435,3,2161
436,3,2193
437,3,2194
438,3,2199
439,3,2213
440,3,2227
441,3,2228
442,3,2229
443,3,2230
444,3,2232
445,3,2233
446,3,2234
447,3,2235
448,3,2236
449,3,2250
450,3,2251
451,3,2256
452,3,2264
453,3,2284
454,3,2302
455,3,2337
456,3,2339
457,3,2354
458,3,2358
459,3,2384
460,3,2385
461,3,2388
462,3,2416
463,3,2423
464,3,2425
465,3,2430
466,3,2431
467,3,2433
468,3,2439
469,3,2440
470,3,2451
471,3,2459
472,3,2493
473,3,2494
474,3,2496
475,3,2497
476,3,2498
477,3,2502
478,3,2503
479,3,2504
480,3,2514
481,3,2535
482,3,2562
483,3,2564
484,3,2571
485,3,2587
486,3,2593
487,3,2594
488,3,2598
489,3,2608
490,3,2621
491,3,2623
492,3,2645
493,3,2649
494,3,2650
495,3,2651
496,3,2654
497,3,2690
498,5,16
499,5,34
500,5,36
501,5,102
502,5,103
503,5,131
504,5,138
505,5,192
506,5,193
507,5,196
508,5,214
509,5,276
510,5,284
511,5,303
512,5,326
513,5,445
514,5,450
515,5,471
516,5,480
517,5,486
518,5,489
519,5,509
520,5,514
521,5,530
522,5,534
523,5,546
524,5,569
525,5,586
526,5,587
527,5,593
528,5,594
529,5,597
530,5,598
531,5,599
532,5,600
533,5,601
534,5,618
535,5,624
536,5,627
537,5,639
538,5,649
539,5,650
540,5,670
541,5,672
542,5,704
543,5,705
544,5,710
545,5,711
546,5,712
547,5,771
548,5,866
549,5,883
550,5,925
551,5,926
552,5,928
553,5,957
554,5,1152
555,5,1198
556,5,1211
557,5,1219
558,5,1236
559,5,1238
560,5,1240
561,5,1241
562,5,1272
563,5,1277
564,5,1279
565,5,1298
566,5,1411
567,5,1460
568,5,1515
569,5,1539
570,5,1543
571,5,1550
572,5,1551
573,5,1561
574,5,1562
575,5,1565
576,5,1567
577,5,1568
578,5,1602
579,5,1657
580,5,1662
581,5,1710
582,5,1764
583,5,1797
584,5,1845
585,5,1864
586,5,1942
587,5,1944
588,5,1947
589,5,1995
590,5,1996
591,5,1999
592,5,2028
593,5,2040
594,5,2052
595,5,2106
596,5,2127
597,5,2128
598,5,2129
599,5,2158
600,5,2159
601,5,2161
602,5,2193
603,5,2194
604,5,2199
605,5,2213
606,5,2227
607,5,2228
608,5,2229
609,5,2230
610,5,2232
611,5,2233
612,5,2234
613,5,2235
614,5,2236
615,5,2250
616,5,2251
617,5,2256
618,5,2264
619,5,2284
620,5,2302
621,5,2337
622,5,2339
623,5,2354
624,5,2358
625,5,2384
626,5,2385
627,5,2388
628,5,2416
629,5,2423
630,5,2425
631,5,2430
632,5,2431
633,5,2433
634,5,2439
635,5,2440
636,5,2451
637,5,2459
638,5,2493
639,5,2494
640,5,2496
641,5,2497
642,5,2498
643,5,2502
644,5,2503
645,5,2504
646,5,2514
647,5,2535
648,5,2562
649,5,2564
650,5,2571
651,5,2587
652,5,2593
653,5,2594
654,5,2598
655,5,2608
656,5,2621
657,5,2623
658,5,2645
659,5,2649
660,5,2650
661,5,2651
662,5,2654
663,5,2690
664,10,16
665,10,34
666,10,36
667,10,102
668,10,103
669,10,131
670,10,138
671,10,192
672,10,193
673,10,196
674,10,214
675,10,276
676,10,284
677,10,303
678,10,326
679,10,445
680,10,450
681,10,471
682,10,480
683,10,486
684,10,489
685,10,509
686,10,514
687,10,530
688,10,534
689,10,546
690,10,569
691,10,586
692,10,587
693,10,593
694,10,594
695,10,597
696,10,598
697,10,599
698,10,600
699,10,601
700,10,618
701,10,624
702,10,627
703,10,639
704,10,649
705,10,650
706,10,670
707,10,672
708,10,704
709,10,705
710,10,710
711,10,711
712,10,712
713,10,771
714,10,866
715,10,883
716,10,925
717,10,926
718,10,928
719,10,957
720,10,1152
721,10,1198
722,10,1211
723,10,1219
724,10,1236
725,10,1238
726,10,1240
727,10,1241
728,10,1272
729,10,1277
730,10,1279
731,10,1298
732,10,1411
733,10,1460
734,10,1515
735,10,1539
736,10,1543
737,10,1550
738,10,1551
739,10,1561
740,10,1562
741,10,1565
742,10,1567
743,10,1568
744,10,1602
745,10,1657
746,10,1662
747,10,1710
748,10,1764
749,10,1797
750,10,1845
751,10,1864
752,10,1942
753,10,1944
754,10,1947
755,10,1995
756,10,1996
757,10,1999
758,10,2028
759,10,2040
760,10,2052
761,10,2106
762,10,2127
763,10,2128
764,10,2129
765,10,2158
766,10,2159
767,10,2161
768,10,2193
769,10,2194
770,10,2199
771,10,2213
772,10,2227
773,10,2228
774,10,2229
775,10,2230
776,10,2232
777,10,2233
778,10,2234
779,10,2235
780,10,2236
781,10,2250
782,10,2251
783,10,2256
784,10,2264
785,10,2284
786,10,2302
787,10,2337
788,10,2339
789,10,2354
790,10,2358
791,10,2384
792,10,2385
793,10,2388
794,10,2416
795,10,2423
796,10,2425
797,10,2430
798,10,2431
799,10,2433
800,10,2439
801,10,2440
802,10,2451
803,10,2459
804,10,2493
805,10,2494
806,10,2496
807,10,2497
808,10,2498
809,10,2502
810,10,2503
811,10,2504
812,10,2514
813,10,2535
814,10,2562
815,10,2564
816,10,2571
817,10,2587
818,10,2593
819,10,2594
820,10,2598
821,10,2608
822,10,2621
823,10,2623
824,10,2645
825,10,2649
826,10,2650
827,10,2651
828,10,2654
829,10,2690
830,11,16
831,11,34
832,11,36
833,11,102
834,11,103
835,11,131
836,11,138
837,11,192
838,11,193
839,11,196
840,11,214
841,11,276
842,11,284
843,11,303
844,11,326
845,11,445
846,11,450
847,11,471
848,11,480
849,11,486
850,11,489
851,11,509
852,11,514
853,11,530
854,11,534
855,11,546
856,11,569
857,11,586
858,11,587
859,11,593
860,11,594
861,11,597
862,11,598
863,11,599
864,11,600
865,11,601
866,11,618
867,11,624
868,11,627
869,11,639
870,11,649
871,11,650
872,11,670
873,11,672
874,11,704
875,11,705
876,11,710
877,11,711
878,11,712
879,11,771
880,11,866
881,11,883
882,11,925
883,11,926
884,11,928
885,11,957
886,11,1152
887,11,1198
888,11,1211
889,11,1219
890,11,1236
891,11,1238
892,11,1240
893,11,1241
894,11,1272
895,11,1277
896,11,1279
897,11,1298
898,11,1411
899,11,1460
900,11,1515
901,11,1539
902,11,1543
903,11,1550
904,11,1551
905,11,1561
906,11,1562
907,11,1565
908,11,1567
909,11,1568
910,11,1602
911,11,1657
912,11,1662
913,11,1710
914,11,1764
915,11,1797
916,11,1845
917,11,1864
918,11,1942
919,11,1944
920,11,1947
921,11,1995
922,11,1996
923,11,1999
924,11,2028
925,11,2040
926,11,2052
927,11,2106
928,11,2127
929,11,2128
930,11,2129
931,11,2158
932,11,2159
933,11,2161
934,11,2193
935,11,2194
936,11,2199
937,11,2213
938,11,2227
939,11,2228
940,11,2229
941,11,2230
942,11,2232
943,11,2233
944,11,2234
945,11,2235
946,11,2236
947,11,2250
948,11,2251
949,11,2256
950,11,2264
951,11,2284
952,11,2302
953,11,2337
954,11,2339
955,11,2354
956,11,2358
957,11,2384
958,11,2385
959,11,2388
960,11,2416
961,11,2423
962,11,2425
963,11,2430
964,11,2431
965,11,2433
966,11,2439
967,11,2440
968,11,2451
969,11,2459
970,11,2493
971,11,2494
972,11,2496
973,11,2497
974,11,2498
975,11,2502
976,11,2503
977,11,2504
978,11,2514
979,11,2535
980,11,2562
981,11,2564
982,11,2571
983,11,2587
984,11,2593
985,11,2594
986,11,2598
987,11,2608
988,11,2621
989,11,2623
990,11,2645
991,11,2649
992,11,2650
993,11,2651
994,11,2654
995,11,2690
996,12,16
997,12,34
998,12,36
999,12,102
1000,12,103
1001,12,131
1002,12,138
