,KiddeBlackfoot,LudwigHorowitz,JimenezEinstein,HelmholtzBonaventure,SanfordStromberg,RutherfordBrice,LibrevilleEnglishman,ValeriePulitzer,EurasiaChurchill,PerleHerschel,PuritanArmageddon,MoenHadley,NipponPl,OstranderMonterey,MindanaoDebby,FilipinoTitus,HoustonHoffman,ShreveportBahrein,ClarenceCepheus,HillcrestDuncan,HymanBlum,MalagasyCarrie,PeaseRinehart,ConleySaratoga,DoricPygmalion,DelGullah,IanPoynting,HollisterPearce,HanukkahBaylor,LaredoBryant,BradyAbelian,CoolidgeBirmingham,SommerfeldRothschild,MarianneCarbondale,MarilynRowe,BoltonPaulson,ElbaHerman,KaskaskiaGainesville,CardiffBeardsley,OvidGreece,McMullenMarriott,AdelePickford,StyxBahrein,CarruthersPict,WoodardTenneco,WeierstrassBernice,MoroccoHalsey,HelmutDerek,MacassarNorton,ZanzibarCreole,MoroccoFaustian,AriesAustralia,LodowickLaurie,HuntsvilleSolon,KilimanjaroIsis,GranvilleSaul,FahrenheitDusenbury,LindseySiegmund,IranianParaguay,HathawayFrench,RicoAlsop,CorinthianOhio,KnutsonGuthrie,ConnorsMcCarty,MarriettaCain,BengalOakland,EssexBoeotia,GreenblattClinton,SriPritchard,PearceSchafer,UlanConnecticut,PatrickDante
15995958,11,10.0,11.0,52.0,12,11.0,12.0,3.0,9,10.0,11.0,3.0,12,26.0,21.0,18.0,12,13.0,13.0,24.0,12,10.0,26.0,0.0,11,25.0,11.0,49.0,11,20.0,11.0,28.0,9,10.0,13.0,3.0,53,13.0,39.0,51.0,11,11.0,34.0,0.0,11,11.0,16.0,25.0,11,12.0,12.0,24.0,11,11.0,11.0,12.0,9,10.0,12.0,3.0,13,13.0,51.0,62.0,13,12.0,15.0,22.0,10,10.0,12.0,20.0
15996160,3,13.0,7.0,35.0,3,3.0,33.0,34.0,3,3.0,4.0,3.0,6,6.0,56.0,17.0,22,10.0,30.0,24.0,6,16.0,14.0,20.0,3,3.0,39.0,25.0,3,3.0,6.0,36.0,3,3.0,3.0,23.0,6,10.0,55.0,60.0,19,23.0,19.0,16.0,6,15.0,26.0,16.0,3,3.0,33.0,55.0,3,3.0,3.0,27.0,3,3.0,21.0,3.0,27,11.0,7.0,17.0,20,16.0,14.0,15.0,15,16.0,14.0,15.0
15996518,0,0.0,4.0,10.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,12.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,12.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,12.0,11.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,10.0,0,0.0,4.0,4.0,0,0.0,12.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
15997645,3,13.0,3.0,35.0,3,3.0,0.0,3.0,3,3.0,3.0,3.0,16,10.0,41.0,16.0,3,20.0,17.0,14.0,3,15.0,14.0,15.0,3,3.0,3.0,25.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,10.0,18.0,17.0,15,14.0,18.0,16.0,3,15.0,3.0,16.0,3,3.0,3.0,39.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,11.0,43.0,17.0,17,14.0,14.0,14.0,15,16.0,14.0,15.0
15997666,36,20.0,8.0,7.0,17,18.0,8.0,7.0,0,16.0,8.0,8.0,8,7.0,9.0,9.0,8,7.0,7.0,8.0,8,6.0,7.0,8.0,30,7.0,8.0,8.0,27,18.0,8.0,8.0,0,13.0,8.0,8.0,8,7.0,8.0,8.0,7,6.0,7.0,7.0,7,7.0,7.0,8.0,14,21.0,8.0,8.0,13,17.0,8.0,7.0,14,15.0,9.0,8.0,8,8.0,8.0,9.0,7,8.0,7.0,8.0,7,6.0,7.0,8.0
15997692,3,13.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,16,16.0,16.0,16.0,3,3.0,3.0,14.0,3,3.0,14.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,16.0,18.0,16.0,3,3.0,3.0,7.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,16.0,17.0,16.0,3,14.0,3.0,3.0,3,3.0,25.0,3.0
15997807,50,13.0,40.0,48.0,3,3.0,3.0,3.0,3,3.0,15.0,11.0,34,16.0,8.0,40.0,0,0.0,4.0,14.0,0,0.0,4.0,4.0,3,35.0,23.0,12.0,3,3.0,24.0,20.0,3,19.0,18.0,3.0,33,16.0,18.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,3,3.0,23.0,29.0,3,6.0,3.0,3.0,3,22.0,2.0,3.0,0,16.0,4.0,8.0,0,14.0,4.0,4.0,0,0.0,4.0,4.0
15997929,3,13.0,3.0,35.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,16,10.0,41.0,17.0,17,10.0,17.0,24.0,3,16.0,14.0,15.0,3,3.0,3.0,25.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,10.0,18.0,17.0,15,14.0,18.0,16.0,3,15.0,3.0,16.0,3,3.0,3.0,39.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,11.0,43.0,17.0,20,14.0,14.0,15.0,15,16.0,14.0,15.0
15997983,50,13.0,30.0,32.0,3,3.0,28.0,20.0,3,3.0,4.0,13.0,49,53.0,41.0,16.0,30,20.0,17.0,14.0,3,15.0,14.0,15.0,3,35.0,39.0,34.0,3,3.0,24.0,26.0,3,3.0,15.0,13.0,52,16.0,18.0,17.0,30,33.0,18.0,16.0,3,15.0,3.0,16.0,3,3.0,37.0,55.0,3,22.0,26.0,27.0,3,3.0,21.0,3.0,51,52.0,43.0,17.0,17,14.0,14.0,14.0,15,16.0,14.0,15.0
15998100,50,13.0,38.0,11.0,3,3.0,0.0,3.0,5,3.0,2.0,7.0,25,16.0,16.0,16.0,3,3.0,3.0,14.0,3,3.0,14.0,3.0,17,35.0,20.0,13.0,3,2.0,3.0,3.0,3,19.0,14.0,3.0,15,26.0,28.0,1.0,3,3.0,3.0,3.0,4,3.0,3.0,3.0,3,30.0,3.0,39.0,3,22.0,17.0,17.0,3,19.0,3.0,3.0,7,28.0,17.0,31.0,3,14.0,3.0,3.0,0,3.0,3.0,3.0
15998218,50,13.0,30.0,35.0,3,25.0,28.0,20.0,3,14.0,18.0,13.0,16,10.0,41.0,16.0,3,20.0,17.0,14.0,15,15.0,14.0,15.0,3,35.0,39.0,34.0,3,3.0,19.0,26.0,3,3.0,15.0,13.0,7,10.0,18.0,17.0,15,14.0,18.0,16.0,3,15.0,3.0,16.0,3,15.0,37.0,55.0,3,22.0,26.0,27.0,3,3.0,21.0,3.0,7,11.0,43.0,17.0,17,14.0,14.0,14.0,15,16.0,14.0,15.0
15998261,3,13.0,30.0,41.0,3,3.0,28.0,20.0,3,3.0,4.0,13.0,16,16.0,16.0,16.0,17,20.0,17.0,14.0,3,15.0,14.0,4.0,3,3.0,39.0,3.0,3,3.0,24.0,26.0,3,3.0,3.0,3.0,7,16.0,18.0,16.0,15,14.0,18.0,16.0,3,15.0,3.0,16.0,3,3.0,37.0,39.0,3,3.0,26.0,27.0,3,3.0,21.0,3.0,7,16.0,17.0,16.0,17,14.0,14.0,14.0,15,16.0,14.0,15.0
15998307,0,0.0,4.0,10.0,3,0.0,4.0,4.0,3,0.0,4.0,4.0,0,0.0,4.0,12.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,3,0.0,4.0,12.0,3,0.0,4.0,4.0,3,0.0,4.0,4.0,0,0.0,12.0,11.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,3,0.0,4.0,10.0,3,0.0,4.0,4.0,0,0.0,12.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
15998469,50,21.0,30.0,37.0,6,3.0,28.0,20.0,5,14.0,4.0,14.0,29,53.0,54.0,26.0,30,16.0,30.0,20.0,15,12.0,4.0,17.0,3,35.0,39.0,41.0,3,22.0,24.0,11.0,5,18.0,15.0,13.0,52,49.0,37.0,41.0,18,33.0,30.0,21.0,10,13.0,14.0,18.0,7,15.0,37.0,45.0,23,22.0,26.0,27.0,17,19.0,21.0,18.0,32,52.0,37.0,27.0,25,32.0,31.0,21.0,13,16.0,9.0,18.0
15998753,3,,,,3,,,,3,,,,16,,,,17,,,,3,,,,3,,,,3,,,,3,,,,7,,,,15,,,,3,,,,3,,,,3,,,,3,,,,7,,,,20,,,,15,,,
15998768,3,13.0,3.0,35.0,3,3.0,7.0,3.0,3,3.0,3.0,3.0,16,10.0,41.0,17.0,15,3.0,17.0,3.0,3,12.0,14.0,3.0,3,3.0,3.0,25.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,10.0,18.0,17.0,6,14.0,18.0,3.0,3,15.0,3.0,3.0,3,3.0,3.0,39.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,11.0,43.0,17.0,6,14.0,14.0,15.0,15,3.0,3.0,3.0
15998782,3,,,,3,,,,3,,,,16,,,,3,,,,3,,,,3,,,,3,,,,3,,,,7,,,,15,,,,3,,,,3,,,,3,,,,3,,,,7,,,,17,,,,15,,,
15998817,0,13.0,42.0,3.0,3,3.0,7.0,3.0,3,3.0,3.0,3.0,16,10.0,41.0,17.0,3,3.0,3.0,3.0,3,3.0,14.0,3.0,3,3.0,45.0,3.0,3,3.0,28.0,3.0,3,3.0,3.0,3.0,7,10.0,18.0,17.0,3,14.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,22.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,11.0,43.0,17.0,3,14.0,14.0,15.0,3,3.0,3.0,3.0
16007457,14,7.0,49.0,0.0,9,10.0,13.0,13.0,6,8.0,12.0,0.0,20,20.0,22.0,22.0,19,22.0,19.0,19.0,9,14.0,15.0,22.0,16,8.0,12.0,0.0,8,15.0,12.0,28.0,6,7.0,12.0,0.0,19,24.0,13.0,23.0,17,19.0,17.0,18.0,14,17.0,13.0,15.0,8,2.0,50.0,0.0,17,7.0,15.0,0.0,6,8.0,13.0,14.0,20,22.0,22.0,23.0,27,20.0,20.0,18.0,14,15.0,7.0,17.0
16014607,22,24.0,42.0,,10,9.0,18.0,,7,9.0,8.0,,10,9.0,11.0,,10,9.0,9.0,,10,8.0,9.0,,9,29.0,0.0,,9,10.0,28.0,,7,8.0,23.0,,10,9.0,10.0,,9,8.0,9.0,,9,9.0,9.0,,21,25.0,46.0,,9,9.0,30.0,,7,9.0,2.0,,10,10.0,38.0,,9,10.0,9.0,,9,8.0,9.0,
16014701,22,24.0,10.0,9.0,10,9.0,10.0,24.0,7,9.0,10.0,10.0,10,9.0,11.0,34.0,10,9.0,9.0,10.0,10,8.0,9.0,10.0,9,29.0,10.0,11.0,9,10.0,10.0,10.0,7,8.0,10.0,10.0,10,9.0,10.0,10.0,9,8.0,9.0,9.0,9,9.0,9.0,10.0,21,25.0,10.0,10.0,9,9.0,10.0,9.0,7,9.0,11.0,5.0,10,10.0,10.0,11.0,9,10.0,9.0,10.0,9,8.0,9.0,10.0
16015738,39,36.0,41.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,3,3.0,47.0,3.0,34,34.0,33.0,39.0,25,24.0,25.0,26.0,37,43.0,43.0,40.0,26,29.0,26.0,33.0,18,21.0,22.0,21.0,44,3.0,3.0,3.0,29,36.0,35.0,31.0,21,26.0,23.0,27.0,38,39.0,41.0,43.0,26,1.0,29.0,31.0,19,20.0,22.0,21.0,43,3.0,46.0,3.0,32,34.0,35.0,32.0,23,27.0,26.0,27.0
16017113,39,36.0,41.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,3,3.0,3.0,3.0,34,34.0,33.0,3.0,25,24.0,25.0,26.0,37,43.0,43.0,40.0,26,29.0,26.0,33.0,18,21.0,22.0,21.0,3,3.0,3.0,3.0,29,36.0,3.0,3.0,21,26.0,23.0,27.0,38,39.0,41.0,43.0,26,3.0,29.0,31.0,19,20.0,22.0,21.0,3,3.0,3.0,3.0,32,3.0,3.0,3.0,23,27.0,26.0,27.0
16026677,11,37.0,12.0,15.0,18,19.0,15.0,27.0,9,10.0,11.0,4.0,40,35.0,56.0,12.0,23,11.0,22.0,25.0,12,16.0,22.0,15.0,11,22.0,27.0,17.0,11,8.0,16.0,13.0,9,10.0,11.0,11.0,34,27.0,12.0,17.0,19,23.0,34.0,4.0,15,15.0,16.0,4.0,11,40.0,30.0,57.0,10,19.0,24.0,32.0,9,10.0,17.0,14.0,27,25.0,27.0,42.0,20,16.0,4.0,22.0,15,19.0,17.0,20.0
16039470,39,36.0,41.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,41,44.0,47.0,50.0,34,34.0,33.0,39.0,25,24.0,25.0,26.0,37,43.0,43.0,40.0,26,29.0,26.0,33.0,18,21.0,22.0,21.0,44,42.0,45.0,47.0,29,36.0,35.0,31.0,21,26.0,23.0,27.0,38,39.0,41.0,43.0,26,1.0,29.0,31.0,19,20.0,22.0,21.0,43,45.0,46.0,51.0,32,34.0,35.0,32.0,23,27.0,26.0,27.0
16045758,17,17.0,18.0,4.0,2,28.0,17.0,2.0,2,13.0,2.0,11.0,26,26.0,21.0,46.0,22,37.0,21.0,3.0,3,16.0,3.0,20.0,2,16.0,22.0,13.0,2,2.0,2.0,20.0,2,2.0,0.0,2.0,23,21.0,22.0,58.0,2,23.0,19.0,36.0,3,2.0,3.0,16.0,2,17.0,20.0,21.0,2,2.0,2.0,17.0,2,0.0,2.0,10.0,50,41.0,21.0,28.0,20,36.0,2.0,2.0,3,3.0,3.0,15.0
16051878,41,28.0,17.0,16.0,11,17.0,2.0,9.0,8,2.0,15.0,15.0,20,20.0,22.0,22.0,19,22.0,19.0,19.0,17,14.0,15.0,22.0,45,23.0,18.0,18.0,10,19.0,17.0,18.0,8,9.0,0.0,15.0,19,24.0,13.0,23.0,23,19.0,17.0,18.0,16,17.0,13.0,15.0,40,2.0,18.0,23.0,8,10.0,22.0,20.0,8,7.0,9.0,15.0,20,22.0,22.0,20.0,27,20.0,20.0,18.0,14,15.0,7.0,17.0
16057212,6,6.0,7.0,13.0,6,7.0,7.0,12.0,5,6.0,7.0,7.0,25,24.0,17.0,26.0,15,16.0,14.0,23.0,15,12.0,16.0,19.0,6,6.0,7.0,5.0,6,7.0,7.0,22.0,5,5.0,7.0,16.0,15,26.0,26.0,27.0,6,22.0,16.0,21.0,10,13.0,14.0,18.0,6,6.0,7.0,15.0,6,6.0,7.0,13.0,5,5.0,8.0,9.0,16,28.0,26.0,61.0,25,15.0,24.0,21.0,6,13.0,16.0,18.0
16058860,39,36.0,41.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,41,44.0,47.0,50.0,34,34.0,33.0,39.0,25,24.0,25.0,26.0,37,43.0,43.0,40.0,26,29.0,26.0,33.0,18,21.0,22.0,21.0,44,42.0,45.0,47.0,29,36.0,35.0,31.0,21,26.0,23.0,27.0,38,39.0,41.0,43.0,26,1.0,29.0,31.0,19,20.0,22.0,21.0,43,45.0,46.0,51.0,32,34.0,35.0,32.0,23,27.0,26.0,27.0
16059078,22,24.0,10.0,9.0,10,9.0,10.0,8.0,7,9.0,10.0,10.0,10,9.0,33.0,42.0,10,33.0,9.0,9.0,10,8.0,9.0,10.0,9,29.0,10.0,11.0,9,10.0,10.0,10.0,7,8.0,10.0,10.0,50,9.0,47.0,16.0,9,8.0,9.0,9.0,9,9.0,9.0,10.0,21,25.0,10.0,10.0,9,9.0,10.0,9.0,7,9.0,11.0,13.0,10,10.0,34.0,43.0,9,10.0,9.0,10.0,9,23.0,19.0,10.0
16059134,22,24.0,10.0,31.0,10,9.0,10.0,21.0,7,9.0,10.0,22.0,10,9.0,33.0,11.0,10,9.0,9.0,10.0,10,8.0,9.0,10.0,9,29.0,10.0,10.0,9,10.0,10.0,10.0,7,8.0,10.0,10.0,10,9.0,10.0,10.0,9,8.0,9.0,9.0,9,9.0,9.0,10.0,21,25.0,10.0,31.0,9,9.0,10.0,9.0,7,9.0,11.0,5.0,10,10.0,10.0,34.0,9,10.0,9.0,10.0,9,8.0,9.0,10.0
16070049,5,22.0,26.0,28.0,5,4.0,5.0,29.0,4,4.0,20.0,20.0,54,50.0,59.0,28.0,27,37.0,36.0,1.0,7,19.0,19.0,21.0,25,24.0,33.0,44.0,21,4.0,23.0,29.0,4,4.0,5.0,5.0,31,53.0,44.0,61.0,33,38.0,36.0,5.0,19,22.0,25.0,28.0,25,29.0,29.0,1.0,22,4.0,5.0,26.0,4,4.0,5.0,19.0,48,27.0,55.0,30.0,31,36.0,34.0,34.0,20,29.0,16.0,6.0
16087799,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
16089738,47,42.0,42.0,47.0,21,28.0,17.0,17.0,18,15.0,8.0,11.0,22,22.0,24.0,24.0,11,12.0,0.0,21.0,11,9.0,0.0,11.0,46,49.0,45.0,20.0,23,31.0,28.0,34.0,2,22.0,0.0,15.0,21,23.0,24.0,25.0,10,21.0,21.0,20.0,17,10.0,0.0,11.0,34,11.0,19.0,21.0,2,27.0,30.0,19.0,2,22.0,2.0,16.0,22,21.0,24.0,25.0,11,11.0,22.0,20.0,17,9.0,0.0,11.0
16089743,47,42.0,42.0,47.0,21,28.0,17.0,17.0,2,13.0,2.0,11.0,22,22.0,24.0,24.0,11,12.0,0.0,21.0,11,9.0,0.0,11.0,46,49.0,45.0,20.0,23,31.0,28.0,26.0,2,2.0,0.0,15.0,21,23.0,24.0,25.0,10,21.0,21.0,20.0,17,10.0,0.0,11.0,41,19.0,22.0,21.0,2,27.0,30.0,19.0,2,22.0,2.0,16.0,22,21.0,24.0,25.0,11,11.0,22.0,20.0,17,9.0,0.0,11.0
16095576,10,19.0,36.0,25.0,11,27.0,0.0,20.0,8,19.0,18.0,13.0,34,34.0,48.0,40.0,30,23.0,30.0,32.0,24,15.0,9.0,29.0,17,39.0,39.0,19.0,15,17.0,24.0,2.0,8,19.0,15.0,13.0,33,30.0,37.0,24.0,30,33.0,30.0,17.0,15,9.0,19.0,17.0,16,30.0,51.0,44.0,17,21.0,26.0,23.0,8,16.0,21.0,17.0,21,30.0,37.0,41.0,18,32.0,31.0,19.0,22,25.0,23.0,17.0
16096934,22,24.0,0.0,17.0,10,9.0,0.0,24.0,7,9.0,2.0,10.0,21,37.0,23.0,34.0,20,23.0,20.0,36.0,24,15.0,13.0,17.0,18,15.0,21.0,19.0,15,17.0,0.0,12.0,7,8.0,10.0,14.0,37,38.0,36.0,24.0,9,20.0,32.0,19.0,15,9.0,19.0,17.0,34,25.0,35.0,12.0,17,16.0,10.0,9.0,7,16.0,2.0,13.0,21,39.0,32.0,45.0,18,31.0,19.0,19.0,22,25.0,23.0,17.0
16098538,17,17.0,18.0,11.0,2,2.0,0.0,2.0,2,13.0,2.0,11.0,2,2.0,2.0,2.0,18,2.0,2.0,2.0,2,2.0,2.0,2.0,2,16.0,22.0,13.0,2,2.0,2.0,19.0,2,2.0,0.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,30.0,2,10.0,2.0,2.0,2,17.0,20.0,41.0,2,2.0,2.0,30.0,2,2.0,2.0,10.0,19,2.0,44.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
16100103,28,40.0,6.0,28.0,5,15.0,5.0,29.0,4,7.0,5.0,16.0,44,8.0,10.0,29.0,5,4.0,5.0,1.0,5,4.0,5.0,6.0,32,13.0,26.0,6.0,28,5.0,5.0,9.0,12,4.0,6.0,9.0,5,8.0,9.0,27.0,5,4.0,5.0,1.0,4,5.0,5.0,6.0,24,5.0,6.0,2.0,16,5.0,5.0,13.0,4,4.0,9.0,12.0,5,9.0,9.0,10.0,5,5.0,1.0,6.0,5,4.0,5.0,5.0
16100461,16,3.0,38.0,22.0,11,28.0,0.0,16.0,8,2.0,2.0,16.0,47,35.0,55.0,41.0,23,26.0,22.0,25.0,18,15.0,22.0,15.0,10,23.0,20.0,24.0,10,19.0,3.0,2.0,8,9.0,0.0,2.0,24,16.0,34.0,38.0,20,24.0,23.0,22.0,15,2.0,16.0,20.0,33,17.0,19.0,25.0,2,3.0,17.0,2.0,8,3.0,15.0,12.0,25,54.0,38.0,42.0,19,23.0,23.0,22.0,15,19.0,17.0,20.0
16115255,13,14.0,15.0,14.0,13,14.0,9.0,15.0,6,8.0,9.0,16.0,23,17.0,18.0,27.0,21,24.0,15.0,22.0,9,13.0,17.0,9.0,14,14.0,16.0,16.0,16,14.0,15.0,9.0,11,14.0,9.0,9.0,16,17.0,19.0,18.0,8,15.0,15.0,13.0,14,8.0,15.0,9.0,17,14.0,16.0,17.0,14,14.0,9.0,15.0,13,13.0,13.0,12.0,17,17.0,19.0,18.0,15,22.0,15.0,0.0,18,7.0,12.0,9.0
16115501,6,,,,6,,,,5,,,,7,,,,7,,,,7,,,,6,,,,6,,,,5,,,,15,,,,6,,,,6,,,,6,,,,6,,,,5,,,,16,,,,6,,,,6,,,
16115575,9,29.0,27.0,30.0,10,23.0,25.0,8.0,7,9.0,10.0,10.0,10,30.0,11.0,11.0,10,9.0,9.0,10.0,10,8.0,9.0,10.0,33,26.0,15.0,11.0,25,10.0,10.0,10.0,7,8.0,16.0,20.0,35,30.0,51.0,10.0,9,8.0,9.0,9.0,9,9.0,9.0,10.0,32,9.0,31.0,16.0,25,21.0,10.0,9.0,7,9.0,20.0,7.0,10,30.0,38.0,11.0,9,10.0,9.0,10.0,9,8.0,9.0,10.0
16131474,22,24.0,28.0,31.0,10,9.0,23.0,21.0,7,9.0,10.0,22.0,10,29.0,33.0,35.0,10,9.0,9.0,10.0,10,8.0,9.0,10.0,9,31.0,10.0,10.0,9,10.0,10.0,10.0,7,8.0,10.0,10.0,10,9.0,10.0,36.0,9,8.0,9.0,24.0,9,9.0,9.0,10.0,21,25.0,10.0,31.0,9,9.0,10.0,9.0,7,9.0,11.0,5.0,10,10.0,10.0,34.0,9,10.0,9.0,25.0,9,8.0,20.0,24.0
16141217,30,19.0,31.0,17.0,3,25.0,25.0,27.0,2,14.0,2.0,11.0,21,37.0,23.0,34.0,20,23.0,20.0,36.0,24,15.0,22.0,17.0,18,15.0,17.0,19.0,15,16.0,16.0,12.0,2,19.0,16.0,14.0,37,38.0,36.0,24.0,17,20.0,32.0,19.0,15,9.0,19.0,17.0,15,11.0,34.0,44.0,2,16.0,24.0,11.0,2,16.0,20.0,13.0,21,39.0,32.0,45.0,18,31.0,19.0,19.0,22,25.0,23.0,17.0
16154290,19,25.0,25.0,28.0,9,26.0,13.0,14.0,6,8.0,7.0,0.0,9,48.0,52.0,19.0,16,17.0,32.0,15.0,9,14.0,11.0,25.0,49,52.0,41.0,43.0,8,8.0,12.0,28.0,14,7.0,12.0,0.0,17,31.0,39.0,42.0,8,27.0,15.0,14.0,14,8.0,15.0,25.0,12,7.0,13.0,0.0,8,7.0,16.0,15.0,6,10.0,10.0,14.0,24,40.0,41.0,20.0,33,18.0,17.0,29.0,14,28.0,12.0,23.0
16158918,6,21.0,14.0,37.0,6,7.0,19.0,12.0,5,7.0,7.0,14.0,25,24.0,17.0,26.0,15,16.0,14.0,23.0,15,12.0,16.0,19.0,6,21.0,14.0,41.0,6,7.0,7.0,22.0,5,6.0,14.0,16.0,15,26.0,26.0,27.0,6,22.0,16.0,21.0,10,13.0,14.0,18.0,7,22.0,15.0,45.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,16,28.0,26.0,61.0,25,15.0,24.0,21.0,6,13.0,16.0,18.0
16160495,20,20.0,40.0,7.0,17,18.0,8.0,7.0,13,15.0,15.0,8.0,8,43.0,36.0,53.0,8,7.0,19.0,35.0,8,6.0,7.0,8.0,19,34.0,23.0,8.0,23,18.0,8.0,30.0,13,13.0,8.0,8.0,56,46.0,53.0,52.0,7,6.0,7.0,7.0,7,7.0,7.0,8.0,18,21.0,8.0,23.0,19,17.0,8.0,20.0,14,22.0,9.0,8.0,40,8.0,53.0,44.0,7,8.0,7.0,8.0,7,6.0,25.0,8.0
16167914,8,11.0,12.0,0.0,9,26.0,13.0,28.0,6,8.0,12.0,0.0,9,48.0,52.0,27.0,16,17.0,32.0,15.0,9,14.0,11.0,0.0,12,8.0,12.0,0.0,8,12.0,12.0,28.0,6,7.0,12.0,0.0,17,31.0,19.0,33.0,8,27.0,34.0,14.0,14,8.0,11.0,25.0,8,7.0,13.0,0.0,8,12.0,16.0,0.0,6,11.0,13.0,14.0,24,14.0,41.0,33.0,33,30.0,30.0,29.0,18,11.0,11.0,0.0
16176721,9,24.0,10.0,9.0,10,9.0,10.0,21.0,7,9.0,10.0,10.0,10,9.0,11.0,34.0,10,9.0,20.0,10.0,10,8.0,9.0,10.0,9,9.0,10.0,16.0,9,10.0,10.0,17.0,7,8.0,10.0,10.0,10,9.0,10.0,32.0,9,8.0,9.0,9.0,9,9.0,9.0,18.0,9,25.0,10.0,10.0,9,9.0,10.0,18.0,7,9.0,11.0,5.0,10,10.0,10.0,11.0,9,10.0,9.0,10.0,9,8.0,9.0,18.0
16178283,1,34.0,39.0,23.0,1,1.0,20.0,10.0,1,1.0,19.0,17.0,28,27.0,27.0,30.0,24,27.0,23.0,26.0,12,11.0,12.0,13.0,1,1.0,30.0,43.0,1,1.0,22.0,24.0,1,1.0,20.0,19.0,25,29.0,29.0,54.0,21,25.0,24.0,35.0,11,18.0,17.0,21.0,1,1.0,26.0,47.0,1,20.0,21.0,22.0,1,17.0,17.0,18.0,28,29.0,28.0,32.0,21,24.0,25.0,23.0,19,12.0,18.0,21.0
16181130,33,33.0,34.0,36.0,23,26.0,27.0,28.0,12,20.0,22.0,15.0,35,36.0,39.0,43.0,32,31.0,24.0,34.0,23,22.0,17.0,18.0,31,38.0,37.0,36.0,24,27.0,18.0,31.0,17,20.0,12.0,17.0,36,37.0,35.0,40.0,27,32.0,31.0,27.0,20,24.0,15.0,25.0,31,35.0,36.0,36.0,16,24.0,25.0,29.0,12,18.0,10.0,19.0,38,37.0,39.0,33.0,28,30.0,30.0,29.0,18,18.0,22.0,26.0
16181377,4,31.0,5.0,1.0,4,4.0,5.0,29.0,4,4.0,1.0,20.0,15,31.0,34.0,37.0,29,30.0,27.0,30.0,22,20.0,21.0,24.0,4,4.0,5.0,44.0,4,4.0,25.0,27.0,4,4.0,5.0,5.0,31,41.0,17.0,15.0,25,31.0,29.0,25.0,13,23.0,22.0,24.0,4,4.0,5.0,1.0,22,4.0,5.0,24.0,4,4.0,5.0,18.0,34,34.0,35.0,37.0,26,29.0,28.0,26.0,21,24.0,21.0,25.0
16188942,50,42.0,30.0,32.0,6,0.0,33.0,20.0,5,0.0,4.0,19.0,49,53.0,54.0,57.0,30,10.0,30.0,32.0,15,20.0,4.0,4.0,6,35.0,39.0,34.0,23,31.0,24.0,26.0,5,22.0,15.0,13.0,52,49.0,37.0,48.0,30,33.0,30.0,37.0,13,15.0,22.0,24.0,7,30.0,37.0,55.0,19,27.0,26.0,27.0,5,22.0,21.0,18.0,51,52.0,37.0,59.0,35,32.0,31.0,35.0,0,16.0,21.0,25.0
