, neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,Class 2,n_asym_edges
9567051,MB2ON-186 (PVL09 left) [*BLAd-OL_l akira] #9567051,vPN,vPN,FALSE,FALSE,FALSE,TRUE,L,9539868,355,,28
16445338,MB2ON-35 (IK; Loopy_left) [*BAla34_l akira] #16445338,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16350988,785,,28
18142558, (CM4 do pos 3 right) [*CM4-dm_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10710503,426,,28
19088042,MB2ON-159 (neuron 19088043 left) [*BLAv12_lat_l akira] #19088042,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8717042,1051,,28
18500915, (BLVa12 contralateral 1 left) [*BLVa12_l akira] #18500915,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16846902,1034,,28
8877158,MBON-a1 (MBE7a left) [*CPb_l akira] #8877158,MBON,MBON,FALSE,FALSE,FALSE,TRUE,L,10163418,302,,28
10100020, (CP4 8 left) [*CPd_l akira] #10100020,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,1868538,382,,28
17354392,MB2IN-161 (MB2IN-161 left) [*DPlal1-3_med_l akira] #17354392,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15636958,921,,28
1868538, (CP4 8 right) [*CPd_r akira] #1868538,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10100020,382,,28
10682660,FB-37,FBN,FBN,FALSE,FALSE,FALSE,TRUE,L,16856539,424,,28
4346154,MB2ON-170 (DALcm_r right) [*DALcm12-v_r akira] #4346154,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5186443,128,,28
13953184, (DAMd23 bilateral right; no loSM branch) [*DAMd23_r akira] #13953184,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16361363,761,,28
2935198, (AF3 thermo 3rd right) [*DPLm_r akira] #2935198,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,4785242,116,,28
9457719,FB2IN-4,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,R,13852833,611,,28
18598859, (Giant-step right) [unknown lineage] #18598859,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17844900,1010,,28
14756061,MB2ON-207 (DALv1_PB3_right) [*DALv1_r akira] #14756061,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12551020,568,,28
17658907, (CPa 2-like right) [*CPa_r akira] #17658907,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16959698,867,,28
11624548, (SLV_right) [ni-neurons MB_r akira] #11624548,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12299647,540,,27
10345590, (BLAl F neuron 1 left) [*BLAl_l akira] #10345590,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15048530,397,,27
7897469,MBON-q1 (MBE2as right) [*BLAv12_post_r akira] #7897469,MBON,MBON,FALSE,FALSE,FALSE,TRUE,R,7910624,237,,27
4099900,MB2ON-199 (BLDa b 6_from Another temp PN (ds5th-2) right) [*BLAd-vl_r akira] #4099900,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,2439134,13,,27
3021609, (DPM contralateral horseshoe right) [*DPMm2_r akira] #3021609,Unk,Unk,FALSE,TRUE,TRUE,TRUE,R,17354414,922,,27
11464638,CN-10,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10543751,412,,27
10684539, (BLP12 claw 2 right; BLP12 a 7) [*BLP12_r akira] #10684539,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16045758,740,,27
17952967, (PDM1 right) [*CM4-dm_r akira] #17952967,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,8203947,262,,27
17962513, (BLAd lat 1 neuron 8842221_sibling left **MISSING DENDRITE**) [*BLAd-vm_l akira] #17962513,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8842220,1013,,27
11278919, (DPMpm1 2_right) [*DPMpm1_r akira] #11278919,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10792617,438,,27
15732471, (Y neuron right) [*DPLd_r akira] #15732471,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,3814651,43,,27
16868923,CN-42,MBON,MBON,FALSE,FALSE,FALSE,TRUE,L,17013073,848,,27
11144258, (SNeuron CPLd left _former: Death grip left) [*BLAd-vm_l akira] #11144258,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9800178,480,,27
10617840,FFN-40,FFN,FFN,FALSE,FALSE,FALSE,TRUE,R,16492104,794,,27
9589146,MB2ON-257,mPN,mPN-multi,FALSE,FALSE,FALSE,TRUE,L,7503199,357,multi,27
9445876,LH-22 (LH-22 BLVa12 a 11 left) [*BLP34_l akira] #9445876,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4102413,344,,27
15607335, (DALl1 bilateral 1 right) [*DALl1_r akira] #15607335,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15605301,707,,27
11051740,FFN-13,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,7421507,473,,27
3945246,FB2IN-6,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,L,19271710,61,,27
11037238, (down_PVL09_PN-OLP_left) [*DPLal1-3_l akira] #11037238,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,7719118,472,,27
4101295, (AF8: PDL_right_sibling) [*DPLp_r akira] #4101295,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17776906,1002,,27
12935696,MB2ON-234 (BZ ; CM4 dor pos 2 right) [*CM4-dm_r akira] #12935696,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16753901,832,,27
12225666,FFN-21,mPN;FFN,mPN;FFN-multi,FALSE,FALSE,FALSE,TRUE,L,4327684,531,multi,27
5319633,MB2IN-216 (LAL to VNC up to A6_right) [*BAmv12_ven_r akira] #5319633,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,17053270,878,,27
6699205,MBON-d2 (MBE30 right) [*BAmd2_d_r akira] #6699205,MBON,MBON,FALSE,FALSE,FALSE,TRUE,R,15810983,729,,27
4700078, mPN iACT B2 (mPN iACT B2 right) [*BAlp4_r akira] #4700078,mPN,mPN-olfac,FALSE,FALSE,FALSE,TRUE,R,3450442,36,olfac,27
6193472,MB2IN-116,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,6298455,178,,27
17173922,MB2IN-171 (DALv3 ring1_right (LAL neuron)) [*DALv3_r akira] #17173922,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16561284,813,,27
5164129, (BAmv12 local neuron right) [*BAmv12_ven_r akira] #5164129,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16545264,803,,27
8313802, (BLDc descending 4 right) [*BLDc_r akira] #8313802,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17729161,979,,27
3234817,APL (MBE12 right) [*BLVa34_r akira] #3234817,APL,APL,FALSE,FALSE,FALSE,TRUE,R,15571194,696,,27
8814922,FB2IN-16,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,R,16160495,750,,27
12279909, (BLAl F neuron 2 left) [*BLAl_l akira] #12279909,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8471817,535,,27
16340977, (Dorsal contralateral 1 left) [*DPMpm1_l akira] #16340977,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,L,18232369,756,,27
17177005,FB2IN-5,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,L,8019816,903,,27
8247451,45a PN (45a PN right) [*BAmv3_r akira] #8247451,uPN,uPN,FALSE,FALSE,FALSE,TRUE,R,7852250,230,,27
9508724, (Ipsiphone lineage bilateral 2 left) [*BLAv12_ant_l akira] #9508724,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17541953,351,,27
12667895,MB2IN-165 (Hairbrush_left ) [*DPLp_l akira] #12667895,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17425996,576,,27
12782494, (SLU_left) [*DPMpl12_l akira] #12782494,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15585114,579,,27
3707204, (Magic wand right (AF11)) [*DPLl_r akira] #3707204,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,13966828,613,,27
8246081,67b PN (67b PN right) [*BAlc post_r akira] #8246081,uPN,uPN,FALSE,FALSE,FALSE,TRUE,R,16259595,753,,27
5474852,CN-25,Unk,Unk,FALSE,TRUE,TRUE,TRUE,L,17591442,136,,27
9539868,MB2ON-186 (PVL09 right) [*BLAd-OL_r akira] #9539868,vPN,vPN,FALSE,FALSE,FALSE,TRUE,R,9567051,355,,27
20443544, (BLP34 descending 1 right) [*BLP34_r akira] #20443544,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5747036,158,,26
18062678,CN-3,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,7065182,1020,,26
7005145, (CP descending contralateral 2 left) [*CPe_l akira] #7005145,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,7590264,193,,26
5507096, (Ashley Right - unknown; BLP12 b 1) [*BLP12_r akira] #5507096,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9421292,338,,26
18111410, (BLAv1_3_left) [*BLAv12_ant_l akira] #18111410,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4876839,1025,,26
16851791,MB2IN-195,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16340461,843,,26
18099401, (CM4-dm bilateral descending left) [*CM4-dm_l akira] #18099401,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,5975584,1024,,26
7431625,MB2IN-209 (S2: DPLam l 5_ right) [*DPLam_r akira] #7431625,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17047087,877,,26
17022668, (DPMm2 descending left) [*DPMm2_l akira] #17022668,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,12474164,875,,26
18023286, (CM13 bilateral 2 left) [*CM13_med_l akira] #18023286,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9753494,1015,,26
15688523, (CPa Minnow right) [*CPa_r akira] #15688523,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5675990,141,,26
16433177, (Basal Tel-like 4 right) [unknown lineage] #16433177,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16472086,788,,26
17756162, (DS_noci_sibling-like_right) [*DPLc_post_lat_r akira] #17756162,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,13395814,599,,26
5747036, (BLP34 descending 1 left) [*BLP34_l akira] #5747036,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,20443544,158,,26
17813457,MB2ON-73 (neuron 17813458 left) [*CM13_med_l akira] #17813457,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17083341,1007,,26
16178283,CN-43,MBON,MBON,FALSE,FALSE,FALSE,TRUE,R,11017761,468,,26
19786464,MB2ON-232 (BP 1 ; Right) [*BAlp_ant_r akira] #19786464,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14329745,1080,,26
4260935,MB2IN-183,tPN,tPN,FALSE,FALSE,FALSE,TRUE,L,3756659,75,,26
3814651, (Y neuron left) [*DPLam_l akira] #3814651,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15732471,43,,26
7983899,OAN-e1 (MBE9a left) [*CPc_l akira] #7983899,MBIN,MBIN-OAN,FALSE,TRUE,FALSE,TRUE,L,7616956,245,OAN,26
17654638, (MIXED bilateral right) [*BLAvm ant_r akira] #17654638,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10922020,453,,26
5656152,MB2IN-83 (Review weird fork) [*CPe_r akira] #5656152,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15577444,698,,26
16409132, (BLDc LH left) [*BLDc_l akira] #16409132,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17896997,766,,26
19268007, (DPMm1 horseshoe 1 left) [*DPMm1_l akira] #19268007,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13411394,1056,,26
4680995,LH-10 (LH bilateral axon 3_left) [*BLAv12_post_l akira] #4680995,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17806341,111,,26
17176767,FB2IN-18,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,L,17176781,899,,26
17176927,CN-61,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,7056904,200,,26
17777259, (n_down pOLP&PVL09-2 right) [*BLVp1_r akira] #17777259,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5762666,163,,26
16131474,MB2IN-173 (LQ: weak on PVL09 & MBE24 (LNM_downstream3)_right) [unknown lineage] #16131474,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9488991,348,,26
15478720,FFN-26,FFN,FFN,FALSE,FALSE,FALSE,TRUE,R,7058243,203,,26
8813113, (BLAd ant med 3 neuron  right) [*BLAd-vm_r akira] #8813113,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,3946569,68,,26
10612630,FFN-1,FFN,FFN,FALSE,FALSE,FALSE,TRUE,R,9048462,310,,26
9792178, (DPLc_ant_lat bilateral left) [*DPLc_ant_lat_l akira] #9792178,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,2920061,365,,26
10382686,MB2ON-176 (MS: CM4 bc 2 ant lat left) [*CM4-dm_l akira] #10382686,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,L,16100103,399,,26
14586769, (BAla34 brush left ) [*BAla34_l akira] #14586769,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,L,19048289,648,,26
12587013,CN-65,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9015568,570,,26
14617508,CN-55,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,14680483,649,,26
8932110, (Cheech right) [*BLP12_r akira] #8932110,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10540188,411,,26
10282065, (BLAv12 lat bilateral neuron 1 left) [*BLAv12_lat_l akira] #10282065,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,5946241,393,,26
11017761,CN-43,MBON,MBON,FALSE,FALSE,FALSE,TRUE,L,16178283,468,,26
12832017,FFN-16,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,19091931,581,,26
8297018,MBON-e2 (MBE16 right) [*DAMd1_r akira] #8297018,MBON,MBON,FALSE,FALSE,FALSE,TRUE,R,8922644,305,,26
9422291, (Basal Tel-like 7 right) [*BLAvm post_r akira] #9422291,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17165621,896,,26
9083312,FB2IN-2,O_dSEZ;FB2N,O_dSEZ;FB2N,FALSE,FALSE,FALSE,TRUE,L,14077179,318,,26
15605297, (DALcl12 v d 4 R) [*DALcl12-v_r akira] #15605297,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17340955,919,,26
8687096, (DPlal outer bilateral 2 left) [*DPlal1-3_lat_l akira] #8687096,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9643439,286,,26
13665529,MB2ON-231 (Bonsai right) [*DPlal1-3_lat_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18648531,1044,,26
8252067,1a PN (1a PN right) [*BAmv3_r akira] #8252067,uPN,uPN,FALSE,FALSE,FALSE,TRUE,R,7865696,233,,26
12299704, (Bilateral near MB_left) [unknown lineage] #12299704,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10768709,541,,26
14492880, (DPMl stick right) [*DPMl12_post_r akira] #14492880,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15055590,669,,25
4114133,FB2IN-9,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,R,15343835,673,,25
6703240,MBON-n1 (MBE23 right) [*BAmd2_d_r akira] #6703240,MBON,MBON,FALSE,FALSE,FALSE,TRUE,R,15398730,675,,25
3060480, (DPLl Gnarly left) [*DPLl_l akira] #3060480,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17380080,30,,25
7840791,MBON-e1 (MBE9b right) [*CPc_r akira] #7840791,MBON,MBON,FALSE,FALSE,FALSE,TRUE,R,14082322,620,,25
16223537,CN-40,MBON,MBON,FALSE,FALSE,FALSE,TRUE,L,8980589,752,,25
11362334, (DPMpl3 a 2 right) [*DPMpl3_r akira] #11362334,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18538744,1038,,25
16316916,FFN-37,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,5592307,754,,25
16544485, (ASB LH Interneuron left ) [*DPLm2_l akira] #16544485,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17937123,798,,25
4398543, (DPLl a 2 left) [*DPLl_l akira] #4398543,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17380092,87,,25
4067286,CN-53,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10875625,446,,25
3794023, (Output of Hugin right) [*BLDc_r akira] #3794023,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,4379508,81,,25
4393026,MB2IN-174 (SY: Large Fragment Missing Soma_left) [unknown lineage] #4393026,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,5585799,86,,25
4152020,Multiglomerular PN 6 (from upper looping PN - peptidergic right) [*DPMm2_r akira] #4152020,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11123016,478,,25
9097065, (DPlal crinkled 2 right) [*DPLal1-3_r akira] #9097065,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16851718,842,,25
10658673,MB2IN-137 (DPLc post intlat 1 Left; NOT a DPLc) [*DPLc_post_int_l akira] #10658673,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13045287,423,,25
9808146, (AF13: 3rd-order Thermo (possible PVL005 )4 Right) [*BLVa34_r akira] #9808146,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,4636432,107,,25
4101621,MB2IN-129,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5963873,176,,25
4379508, (Output of Hugin left) [*BLDc_l akira] #4379508,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,3794023,81,,25
5708994, (BLAvm potential PN left) [*BLAv12_post_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17654617,152,,25
9072237,FFN-8,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,4201020,316,,25
11946903,MB2IN-158 (M1 ; Right) [*DAMv12_lat_r akira] #11946903,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9524538,352,,25
4651929,94a&94b PN (94a & 94b PN right) [*BAmv3_r akira] #4651929,uPN,uPN,FALSE,FALSE,FALSE,TRUE,R,8399890,279,,25
13795090,MB2IN-142 (BAmas SOG MBE1_l (acbiliblo (right))) [*BAmas12_dor_r akira] #13795090,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,3543931,40,,25
13411445,MB2ON-201 (DPMm1_2 right ipsi cross-layer CC) [*DPMm1_r akira] #13411445,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10596949,419,,25
13557064, (MDNb_right) [*DPMm1_r akira] #13557064,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,10728328,431,,25
8705088, (PDL1_right) [*DPLm_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17420035,954,,25
8698941, (DPLal 3 1 neuron right) [*DPLal1-3_r akira] #8698941,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17732085,989,,25
17013073,CN-42,MBON,MBON,FALSE,FALSE,FALSE,TRUE,R,16868923,848,,25
13718916,MB2ON-114 (DALcl12 v d 2 left) [*DALcl12-v_l akira] #13718916,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15673454,602,,25
20151537, (CPf contralateral 2 left) [*CPf_l akira] #20151537,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,12474815,1071,,25
5750884,Tel5 (Tel-like 5 left) [*BLP34_l akira] #5750884,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,20443420,159,,25
5763407, (BLVp12 descending-like left) [*BLVp1_l akira] #5763407,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,7982307,164,,25
5874480,CN-17,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17058350,171,,25
5592307,FFN-37,FFN,FFN,FALSE,FALSE,FALSE,TRUE,R,16316916,754,,25
16937815, (DPMm1 ipsilateral sheet left) [*DPMm1_l akira] #16937815,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13411525,858,,25
5512988, (CPd descending ipsilateral right) [*CPd_r akira] #5512988,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,15365184,674,,25
8639662, (DPLm ant 1 left) [*DPLm2_l akira] #8639662,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13046354,285,,25
13818467, (DPMl12 loopy left) [*DPMl12_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17813001,606,,25
12364717,MB2IN-133,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11356523,547,,25
17328632, (BLAl_I-X 3 right) [*BLAl_r akira] #17328632,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12279941,536,,25
10411574,CN-11,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,17379420,402,,25
8539175,CN-9,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,13988443,614,,25
3182103, (BLDc pointer right) [*BLDc_r akira] #3182103,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9739780,361,,25
16846902, (BLVa12 contralateral 1 right) [*BLVa12_r akira] #16846902,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18500915,1034,,25
16846805,MBON-k1 (MBE5b left) [*DAMd1_l akira] #16846805,MBON,MBON,FALSE,TRUE,FALSE,TRUE,L,18028397,837,,25
16841026, (BLA ipsilateral right) [*BLAl_r akira] #16841026,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12509506,567,,25
16758011,MB2IN-122,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,4408369,91,,25
8993049,MB2IN-117,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17867309,307,,25
4785242, (AF3 thermo 3rd left) [*DPLm2_l akira] #4785242,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,2935198,116,,25
14214039,MB2ON-86 (S ; Convergence Sibling AB Right; DALcm12 m ant lat 2_right) [*DALcm12-m_r akira] #14214039,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9057998,312,,25
9845997, (UNK crinkled 2 right) [unknown lineage] #9845997,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15023806,667,,25
4721538,MB2ON-63 (QI; visual interneuron_left) [*BLAd-OL_l akira] #4721538,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8069365,112,,25
14260575,FAN-9,FAN,FAN,FALSE,FALSE,FALSE,TRUE,L,16987409,625,,25
8461082, (Basal Tel-like 2 Right) [*BLAvm post_r akira] #8461082,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11084320,477,,25
13405613, (inner bridge 1 right) [*DPLc_post_lat_r akira] #13405613,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12293334,538,,25
18538744, (DPMpl3 a 2 left) [*CM4-dm_l akira] #18538744,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11362334,1038,,25
15638906,MB2IN-169 (DPLal 3 R) [*DPLal1-3_r akira] #15638906,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17360010,935,,25
11248536,MB2IN-164 (right from mPN 16) [*DPLl_r akira] #11248536,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10955244,455,,25
15601640,MB2ON-246 (SLT_right) [*DALl1_r akira] #15601640,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16348875,759,,25
9532295, (BAlp_ant ascending dendrite right) [*BAlp_ant_r akira] #9532295,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17383431,952,,25
16089743,LH-17,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10340880,745,,25
15594113,MB2IN-193,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15590555,706,,25
10875625,CN-53,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4067286,446,,25
18220289, (DPLp_right) [*DPLp_r akira] #18220289,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14450919,636,,25
8231264, (choosy 1 right) [unknown lineage] #8231264,cLN,cLN,FALSE,FALSE,FALSE,TRUE,R,7394271,216,,25
3820148,MB2IN-138 (cpld-- downtoDN1 left) [*DPLc_ant_lat_l akira] #3820148,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,2920554,46,,25
15825861, (bridge-like left) [*DPLc_post_lat_l akira] #15825861,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10944822,730,,25
15633329, (DPlal ipsilateral 1 right; PVL09 downstream) [*DPlal1-3_lat_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11934261,525,,25
8078096,CN-57,FAN,FAN,FALSE,FALSE,FALSE,TRUE,L,4514494,253,,25
15587533, (BLVp1 bilateral 2 left) [*BLVp1_l akira] #15587533,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11029851,701,,25
16799939,MB2ON-242 (DPLp 1 left) [*DPLp_l akira] #16799939,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15676571,835,,24
8310087,CN-56,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12138418,529,,24
9428865,MB2IN-134,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13674287,341,,24
4235139,MBIN-e1 (AVM011f right) [*BAmv12_ven_r akira] #4235139,MBIN,MBIN,FALSE,FALSE,FALSE,TRUE,R,14541927,645,,24
8480221, mPN seahorse (mPN seahorse left) [*BAla34_l akira] #8480221,mPN,mPN-olfac,FALSE,FALSE,FALSE,TRUE,L,4324898,281,olfac,24
5052370, (DALd descending 1 right; DALd_r 1) [*DALd_r akira] #5052370,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,16952691,866,,24
17732031, (AF: DPLal BPL-to-medial_left) [*DPLal1-3_l akira] #17732031,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11081239,987,,24
9585036, (LH_sibling 67 like right) [*BLDc_r akira] #9585036,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,19045334,1048,,24
8471817, (BLAl F neuron 2 right) [*BLAl_r akira] #8471817,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12279909,535,,24
9643439, (DPlal outer bilateral 2 right) [*DPlal1-3_lat_r akira] #9643439,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,8687096,286,,24
17354414, (DPM contralateral horseshoe left) [*DPMl_ant_dor_l akira] #17354414,Unk,Unk,FALSE,TRUE,TRUE,TRUE,L,3021609,922,,24
19175973,MB2ON-1 (AC ; DALcm12 m ant med 1_left) [*DALcm12-m_l akira] #19175973,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4227831,1055,,24
8970595, (BLVp1 local right) [*BLVp1_r akira] #8970595,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17105977,886,,24
12325227,FFN-29,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,9507904,544,,24
16445073,MB2ON-204 (offPVL09d_left; DPLc) [*DPLc5_l akira] #16445073,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8981761,784,,24
8177199, (SP2-1;right) [*CM4-dm_r akira] #8177199,Unk,Unk,FALSE,TRUE,TRUE,TRUE,R,7982896,244,,24
4514494,CN-57,FAN,FAN,FALSE,FALSE,FALSE,TRUE,R,8078096,253,,24
