, neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,Class 2,n_asym_edges,n_asym_out_edges,n_asym_in_edges
16474159, (DPMpm2 2 left) [*CM4-vm_l akira] #16474159,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9291437,789,,15,5,10
5750884,Tel5 (Tel-like 5 left) [*BLP34_l akira] #5750884,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,20443420,159,,15,12,3
16484888,MB2ON-206 (SKY_right) [*DPLc5_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11389855,497,,15,5,10
18302610, (BLVa hook 3 right) [*BLVa_t_r akira] #18302610,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,8347720,275,,15,3,12
9585036, (LH_sibling 67 like right) [*BLDc_r akira] #9585036,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,19045334,1048,,15,7,8
5507096, (Ashley Right - unknown; BLP12 b 1) [*BLP12_r akira] #5507096,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9421292,338,,15,7,8
10617840,FFN-40,FFN,FFN,FALSE,FALSE,FALSE,TRUE,R,16492104,794,,15,7,8
9604434, (UNK brancher 2 right) [unknown lineage] #9604434,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15722990,723,,15,0,15
15589738, (BAmv12 splitter 1 right) [*BAmv12_dor_r akira] #15589738,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16547297,809,,15,6,9
4749004, (DPLc_post_med contralateral left;A. Dorso-posterior target neuron #2 MB PN) [*DPLc_post_med_l akira] #4749004,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17323054,113,,15,10,5
10523825, (BLVp bonsai left) [*BLVp1_l akira] #10523825,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17455871,409,,15,6,9
7807684, (crab-1 right) [*DPLc5_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16444548,780,,15,4,11
16545179, (Lure-3 left) [*BAmv12_dor_l akira] #16545179,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,14501257,802,,15,14,1
15636411, (DPlal simple bilateral 4 right) [*DPlal1-3_lat_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17360030,937,,15,9,6
7053966,MB2IN-113,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4214582,198,,15,12,3
15825861, (bridge-like left) [*DPLc_post_lat_l akira] #15825861,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10944822,730,,15,2,13
16444754, (ni contralateral 2 left) [ni-neurons MB_l akira] #16444754,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9072560,782,,15,6,9
10447988, (CPf contralateral 1 left) [*CPf_l akira] #10447988,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16540741,405,,15,9,6
5738449,CN-58,FAN,FAN,FALSE,FALSE,FALSE,TRUE,R,12262910,534,,15,7,8
15655801,MB2IN-141 (DPlal simple bilateral g right; DPLal 1 R) [*DPlal1-3_ant_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17360076,942,,15,8,7
7555968,Vision PN 1 (nc1;right) [*BLAd-OL_r akira] #7555968,vPN,vPN,FALSE,FALSE,FALSE,TRUE,R,8111135,255,,15,14,1
16494105, (AF9: brush left) [*DPLp_l akira] #16494105,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4108720,795,,15,1,14
5657004, (receives from telephone,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,5134110,139,,15,9,6
7982324, (CPf descending 2 right) [*CPf_r akira] #7982324,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,5684940,146,,15,2,13
17729888, (CPa 3 left) [*CPa_l akira] #17729888,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17658927,985,,15,9,6
8698941, (DPLal 3 1 neuron right) [*DPLal1-3_r akira] #8698941,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17732085,989,,15,8,7
17844900, (Giant-step left) [unknown lineage] #17844900,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,18598859,1010,,15,3,12
10964258,MB2ON-134 (BQ_left) [*DPMm2_l akira] #10964258,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17357979,457,,15,8,7
8566140, (DPMm1 3 (Output of Munin)_right) [*DPMm1_r akira] #8566140,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,3945756,64,,15,6,9
8559525, (Downstream Downstream A00c right) [*DPlal1-3_ant_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,19395500,1060,,15,5,10
4119387,MB2ON-183,mPN,mPN-olfac,FALSE,FALSE,FALSE,TRUE,R,8276782,269,olfac,15,15,0
8480221, mPN seahorse (mPN seahorse left) [*BAla34_l akira] #8480221,mPN,mPN-olfac,FALSE,FALSE,FALSE,TRUE,L,4324898,281,olfac,15,11,4
17176808,FFN-6,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,17176819,900,,15,8,7
9177218, (CPf contralateral 3 right) [*CPf_r akira] #9177218,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,1961182,6,,15,4,11
10885466,MB2IN-100 (ASB TODO left) [*BLAvm post_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9811608,448,,15,6,9
8347613,MB2IN-215 (Ivy left) [*BLVa_t_l akira] #8347613,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8349553,274,,15,10,5
19880740, (CPa 1 left) [*CPa_l akira] #19880740,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16223688,1065,,15,5,10
8318813,MB2ON-34 (DALcl12 v d 5 right) [*DALcl12-v_r akira] #8318813,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11908619,523,,15,4,11
8248631,22c PN (22c PN right) [*BAmv3_r akira] #8248631,uPN,uPN,FALSE,FALSE,FALSE,TRUE,R,7865652,232,,15,15,0
9530532, (Basal Tel-like 8 right) [*BLAv12_post_r akira] #9530532,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16594752,816,,15,15,0
13953546,MB2ON-25 (Crab Arm DAMd23_right) [*DAMd23_r akira] #13953546,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14071449,617,,15,9,6
4227831,MB2ON-1 (AC ; DALcm12 m ant med 1_right) [*DALcm12-m_r akira] #4227831,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,19175973,1055,,15,7,8
13986477,LH-29 (I? ; Smash's forgotten ugly cousin_possible PVL005 - 3 Right_sibling) [*BLVa_t_r akira] #13986477,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14514597,641,,15,11,4
13986583,LH-13 (LH to pseudo bridges_right) [*BLDd_r akira] #13986583,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,6494274,182,,15,11,4
9072237,FFN-8,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,4201020,316,,15,10,5
3945394,MB2IN-207 (Output of Munin left 3) [*DAMv12_lat_l akira] #3945394,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,3729504,62,,15,3,12
9234420, (BLAv12 ring-like right) [*BLAv12_post_r akira] #9234420,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,17728922,975,,15,3,12
9445876,LH-22 (LH-22 BLVa12 a 11 left) [*BLP34_l akira] #9445876,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4102413,344,,15,10,5
9062992,FB-35,FBN,FBN,FALSE,FALSE,FALSE,TRUE,L,8792477,314,,15,2,13
12233237,FB2IN-1,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,L,11528017,532,,15,7,8
17541953, (Ipsiphone lineage bilateral 2 right) [*BLAv12_ant_r akira] #17541953,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9508724,351,,15,15,0
3180681, (BLVp1 local a right) [*BLVp1_r akira] #3180681,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15586949,700,,15,9,6
11193510, (Ruler Like Neuron left) [*BLVa34_l akira] #11193510,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,3930411,484,,15,8,7
17430685, (BLVp1 bilateral 5 left) [*BLVp1_l akira] #17430685,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,20106468,957,,15,5,10
17756162, (DS_noci_sibling-like_right) [*DPLc_post_lat_r akira] #17756162,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,13395814,599,,15,3,12
9422291, (Basal Tel-like 7 right) [*BLAvm post_r akira] #9422291,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17165621,896,,15,11,4
11102156,FB-36,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11871574,521,,15,10,5
20443598, (Tel-like 8 right; CP23 v 8) [*CPbl_r akira] #20443598,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12195879,530,,15,9,6
8792477,FB-35,FBN,FBN,FALSE,FALSE,FALSE,TRUE,R,9062992,314,,15,10,5
9068024, (BW ; DALcl12 vv 13 DALcl12 v int 6 right) [*DALcl12-v_r akira] #9068024,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16560178,811,,15,4,11
11871574,FB-36,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11102156,521,,15,11,4
12869029,MB2ON-42 (IL; DAMd23_left) [*DAMd23_l akira] #12869029,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13953356,586,,15,0,15
17658907, (CPa 2-like right) [*CPa_r akira] #17658907,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16959698,867,,15,12,3
11851588, (inner bridge 2 right) [*DPLc_post_lat_r akira] #11851588,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,2439150,14,,15,5,10
4636432, (AF13: 3rd-order Thermo (possible PVL005 )4 Left) [*BLVa34_l akira] #4636432,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9808146,107,,15,5,10
13988443,CN-9,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8539175,614,,15,15,0
17629213, (lasso-top 2 right) [*BAlp_ant_r akira] #17629213,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17728730,973,,15,8,7
17058350,CN-17,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5874480,171,,15,2,13
14450919, (DPLp_left) [*DPLp_l akira] #14450919,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,18220289,636,,15,3,12
8127390, (down_oct1_right) [*DPMl34_post_r akira] #8127390,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,19017386,1047,,15,5,10
16935790, (CM4 contralateral 1 left; BZ ; CM4 dor pos 2 left) [*CM4-dm_l akira] #16935790,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11359482,855,,15,9,6
8161142, (DALcm12 v ap 13) [*DALcm12-v_r akira] #8161142,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,7025064,195,,15,7,8
11329998,MB2ON-208 (DPMm1 FB4_left) [*DPMm1_l akira] #11329998,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13365464,494,,15,9,6
9237734,MB2ON-169 (BS: ni left) [ni-neurons MB_l akira] #9237734,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15800115,327,,15,6,9
1805669, (BLP34 descending 3 right) [*BLP34_r akira] #1805669,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18501001,1036,,15,1,14
14319185,CN-28,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8565131,628,,15,12,3
8801715, (From Visual to CPM? left) [unknown lineage,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,19092010,293,,14,8,6
10163418,MBON-a1 (MBE7a right) [*CPb_r akira] #10163418,MBON,MBON,FALSE,FALSE,FALSE,TRUE,R,8877158,302,,14,14,0
10382686,MB2ON-176 (MS: CM4 bc 2 ant lat left) [*CM4-dm_l akira] #10382686,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,L,16100103,399,,14,6,8
12813847,CN-20,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17361757,950,,14,9,5
15674282, (BAlp4 ascending 2 right) [*BAlp4_r akira] #15674282,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11876076,522,,14,6,8
16947349,MB2ON-203 (DALv23 LAL 4 right) [*DALv23_r akira] #16947349,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9154024,321,,14,4,10
20379247, (BLP12 bilateral horseshoe 3 left) [*BLP12_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17658602,1075,,14,9,5
15468308,MB2ON-248 (To Complete with soma left) [*BAlp_ant_l akira] #15468308,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17330632,678,,14,9,5
9961098, (CM Contra to LAL #1; CM4 dor ant 3 to LAL left) [*CM4-dm_l akira] #9961098,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4311241,373,,14,8,6
17360010,MB2IN-169 (DPLal 3 L) [*DPlal1-3_ant_l akira] #17360010,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15638906,935,,14,10,4
3820148,MB2IN-138 (cpld-- downtoDN1 left) [*DPLc_ant_lat_l akira] #3820148,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,2920554,46,,14,7,7
6298455,MB2IN-116,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,6193472,178,,14,3,11
12868041,CN-51,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16339645,585,,14,3,11
5900426, (DALd midloop 1 right; DALd_r 13) [*DALd_r akira] #5900426,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,16952648,864,,14,1,13
15656223, (DPlal simple bilateral 6 right) [*DPlal1-3_ant_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17360070,941,,14,7,7
16848475,FB2IN-17,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,L,17980792,838,,14,8,6
14541927,MBIN-e1 (AVM011f left) [*BAmv12_ven_l akira] #14541927,MBIN,MBIN,FALSE,FALSE,FALSE,TRUE,L,4235139,645,,14,8,6
16544462,MB2IN-121,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4515496,797,,14,9,5
12882179, (BLVa_t hook 2 right -GAP) [*BLVa_t_r akira] #12882179,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,2652641,19,,14,9,5
20370716, (DPL Lander-like right) [unknown lineage] #20370716,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16095576,746,,14,5,9
12884490, (BLVa_t ascending 1 right) [*BLVa_t_r akira] #12884490,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12367568,551,,14,4,10
11889676,CN-6,FBN,FBN,FALSE,FALSE,FALSE,TRUE,R,14313750,627,,14,14,0
8812078, (MIXED crinkled right; BLAd ant med 2 meets Larderet neuron 8812079) [*BLAd-vm_r akira] #8812078,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9971209,375,,14,0,14
9792178, (DPLc_ant_lat bilateral left) [*DPLc_ant_lat_l akira] #9792178,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,2920061,365,,14,8,6
4607160, (PDL005-like left) [*DPLm1_l akira] #4607160,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9287199,105,,14,1,13
9034378, (ni contralateral 4 right) [ni-neurons MB_r akira] #9034378,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9239759,329,,14,9,5
12225666,FFN-21,mPN;FFN,mPN;FFN-multi,FALSE,FALSE,FALSE,TRUE,L,4327684,531,multi,14,13,1
4635057,Thermo PN 6 (PVL005 - 2 Left) [*BLVa34_l akira] #4635057,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,7971031,106,,14,4,10
18538744, (DPMpl3 a 2 left) [*CM4-dm_l akira] #18538744,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11362334,1038,,14,13,1
6049565, (Stirrups right) [*DPMm2_r akira] #6049565,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,8801736,294,,14,6,8
11234536,FFN-20,FFN,FFN,FALSE,FALSE,FALSE,TRUE,R,13199414,594,,14,5,9
16856369, (DALv23 LAL crinkled left; DALv23 L LAL #6 counterpart) [*DALv23_l akira] #16856369,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16561429,846,,14,2,12
12356747,FFN-11,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,19857573,545,,14,3,11
9806510, (BLA brancher right; Nest to telegoro) [*BLAl_r akira] #9806510,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,19880680,1064,,14,7,7
3158123, (presynaptic-D-2-MAP-L left) [*DPLc_ant_lat_l akira] #3158123,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17415439,33,,14,6,8
14655602, (DPML1_l) [*DPMl12_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15672269,653,,14,11,3
17448356, (BAla34 ven 1 d left) [*BAla34_l akira] #17448356,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13675374,959,,14,8,6
8970595, (BLVp1 local right) [*BLVp1_r akira] #8970595,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17105977,886,,14,12,2
17438424,CN-52,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17639784,965,,14,10,4
18058644, (BLP34 bilateral 3 left) [*BLP34_l akira] #18058644,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8939384,1018,,14,3,11
16464284,MB2ON-3 (BI ; NI_left) [*CPf_l akira] #16464284,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8184598,786,,14,7,7
14758420, (DALv1_PB2_right) [*DALv1_r akira] #14758420,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17360262,944,,14,4,10
10282065, (BLAv12 lat bilateral neuron 1 left) [*BLAv12_lat_l akira] #10282065,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,5946241,393,,14,11,3
4617479,FB-15,FBN,FBN,FALSE,FALSE,FALSE,TRUE,R,8864785,301,,14,9,5
11409587,FB-24,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17019327,498,,14,8,6
5745929,MB2ON-191 (BR ; Left posterior contralateral) [*BLP12_l akira] #5745929,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16617920,157,,14,10,4
17729161, (BLDc descending 4 left) [BLAd_l akira] #17729161,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8313802,979,,14,6,8
10449035, (CP crossover left) [*CPa_l akira] #10449035,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17658948,406,,14,6,8
4227880,MB2ON-68 (EV_right ) [*CM13_med_r akira] #4227880,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17177419,905,,14,7,7
11278919, (DPMpm1 2_right) [*DPMpm1_r akira] #11278919,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10792617,438,,14,6,8
9239759, (ni contralateral 4 left) [ni-neurons MB_l akira] #9239759,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9034378,329,,14,12,2
4408362,MB2ON-80 (NH; BAmd2_left -axon incomplete) [*BAmd2_d_l akira] #4408362,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4721087,90,,14,2,12
20536322, (DPLc PDL_right) [*DPLc_post_lat_r akira] #20536322,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9436520,343,,14,2,12
7688300,MB2ON-196 (AW ; Right CP2/3d obPl 11; CP23 d 4 ) [*CPbl_r akira] #7688300,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9078240,317,,14,2,12
15576292, (CPd bilateral 1 left) [*CPd_l akira] #15576292,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17384874,697,,14,4,10
10596949,MB2ON-201 (DPMm1_2 left ipsi cross-layer CC) [*DPMm1_l akira] #10596949,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13411445,419,,14,2,12
15568333,MB2ON-83 (V ; DPMpm2 4_right) [*DPMpm2_r akira] #15568333,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15566333,694,,14,6,8
16181377,CN-30,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11703922,506,,14,5,9
15566333,MB2ON-83 (V ; DPMpm2 4_left) [*DPMpm2_l akira] #15566333,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15568333,694,,14,4,10
17013169,MB2IN-198,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16386470,765,,14,5,9
1065967, (DPMl_ant_ven descending right) [*DPMl_ant_ven_r akira] #1065967,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,17102002,883,,14,1,13
15539984, (PT ; DALcm12 m ant med 14_left) [*DALcm12-m_l akira] #15539984,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8271875,691,,14,7,7
15525794, (DALcl contralateral 2 left; DALcl r vv 2 left) [*DALcl12-v_l akira] #15525794,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9069084,690,,14,6,8
9202326, (Basal Tel-like 6 right) [*BLAv12_ant_r akira] #9202326,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,20730780,1078,,14,8,6
8307514, (DPLl i 2(BLDa b 2 pep) right) [*DPLl_r akira] #8307514,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,4379603,82,,14,1,13
17107661,FFN-32,FFN,FFN,FALSE,FALSE,FALSE,TRUE,R,8838927,299,,14,11,3
10809383,CN-13,FBN,FBN,FALSE,FALSE,FALSE,TRUE,L,5321459,440,,14,9,5
14071613,CN-64,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4411542,618,,14,6,8
18111410, (BLAv1_3_left) [*BLAv12_ant_l akira] #18111410,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4876839,1025,,14,6,8
4876839, (BLAv1_3_right (DALcl n1)?) [*BLAv12_ant_r akira] #4876839,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18111410,1025,,14,6,8
15431795, (SLS_right (CP23 v 5)) [*CPa_r akira] #15431795,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16686371,828,,14,8,6
13714311, (BLAv1_2_left) [*BLAv12_ant_l akira] #13714311,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8710444,601,,14,3,11
16594752, (Basal Tel-like 8 left) [*BLAv12_post_l akira] #16594752,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9530532,816,,14,13,1
16342197, (DPLc4_5_left (PB to LAL)) [*DPMm2_l akira] #16342197,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,12031406,757,,14,8,6
16560178, (BW ; DALcl12-v left) [*DALcl12-v_l akira] #16560178,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9068024,811,,14,0,14
16385470,FFN-23,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,18098174,764,,14,10,4
17356024, (BAla12_34 neuron right) [*BAla12_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16992171,872,,14,7,7
8715940, (BLAv12_lat pointer 3 right; BLAv2 ant 1 ven neuron 8715941) [*BLAv12_lat_r akira] #8715940,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,20981350,1073,,14,11,3
13038489,MB2IN-176 (downstream of A2 mPN iACT right) [*BLVa12_r akira] #13038489,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17423412,956,,14,7,7
11037238, (down_PVL09_PN-OLP_left) [*DPLal1-3_l akira] #11037238,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,7719118,472,,14,11,3
14334367,MB2IN-124,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18500988,1035,,14,11,3
15023806, (UNK crinkled 2 left) [unknown lineage] #15023806,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9845997,667,,14,10,4
11003707, (DL-LH_cand6_sibling left; BLVa12 a 7) [*BLVa12_l akira] #11003707,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17525174,461,,14,11,3
19989037, (BAla12 big axon right) [*BAla12_r akira] #19989037,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12390459,554,,14,8,6
16753901,MB2ON-234 (potential MB2ON-234 16753902 left) [*CM4-dm_l akira] #16753901,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,12935696,832,,14,4,10
8546775, (DPLam hook right) [*DPLam_r akira] #8546775,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16742642,831,,14,4,10
14333371,LH-3 (AF:uptoLN2 sibling 35_left) [*DPLp_l akira] #14333371,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,2932028,630,,14,10,4
10921106, (CM4 contralateral descending 1 left_JMpair17) [*CM4-dm_l akira] #10921106,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,16388736,452,,14,0,14
17658943, (CPa 2 right) [*CPa_r akira] #17658943,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5678582,142,,14,11,3
17323054, (DPLc_post_med contralateral right) [*DPLc_post_med_r akira] #17323054,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,4749004,113,,14,6,8
2964760, (DPLd C neuron left) [*DPLd_l akira] #2964760,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10855798,21,,14,7,7
14329745,MB2ON-232 (BP 1 ; Left) [*TRdl post_l akira] #14329745,Unk,Unk,FALSE,FALSE,FALSE,FALSE,L,19786464,1080,,14,12,2
16369928,MB2IN-168 (GP ; Right) [*BLAvm ant_r akira] #16369928,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16799809,834,,14,3,11
2920554,MB2IN-138 (cpld-- downtoDN1 right) [*DPLc_ant_lat_r akira] #2920554,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,3820148,46,,13,5,8
2920061, (DPLc_ant_lat bilateral right; DN2-1R (ASB TODO A2 11)) [*DPLc_ant_lat_r akira] #2920061,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9792178,365,,13,6,7
16348875,MB2ON-246 (SLT_left) [*DALv1_l akira] #16348875,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15601640,759,,13,5,8
17654645, (BLAvm bilateral neuron 6 right) [*BLAvm ant_r akira] #17654645,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16366055,762,,13,0,13
17746794, (UNK horseshoe 2 left) [unknown lineage] #17746794,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,12422147,1000,,13,9,4
5760480, (BLP34 descending 5 left) [*BLP34_l akira] #5760480,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4127096,162,,13,5,8
2846555, (BLP34 lateral right) [*BLP34_r akira] #2846555,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5755261,161,,13,6,7
18861011, (BAla34 ascending 1 right) [*BAla34_r akira] #18861011,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,16435686,778,,13,11,2
18639459,MB2IN-159 (LH bilateral axon 6) [*BLDd_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,8253620,265,,13,12,1
16340461,MB2IN-195,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16851791,843,,13,8,5
16884085,MB2IN-163 (DPLl bilateral 1 right) [*DPLl_r akira] #16884085,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15632282,713,,13,6,7
17639784,CN-52,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17438424,965,,13,9,4
5684940, (CPf descending 2 left) [*CPf_l akira] #5684940,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,7982324,146,,13,2,11
