, neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,Class 2,n_asym_edges,n_asym_out_edges,n_asym_in_edges
19090042, (CM13 hook 4 right) [*CM13_lat_r akira] #19090042,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10234576,387,,9,5,4
19046339,_Two-headed cobra (Two-headed cobra right) [*DPlal1-3_ant_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,2988292,25,,9,5,4
5671303, (DPlal crinkled 1 left) [*DPlal1-3_ant_l akira] #5671303,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8696919,140,,9,5,4
5767836, (BLP hook local left) [BLP1/2_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,20443505,166,,9,7,2
7873135,42b PN (42b PN left) [*BAmv3_l akira] #7873135,uPN,uPN,FALSE,FALSE,FALSE,TRUE,L,8245692,235,,9,8,1
6182848, (DALcl12 vv 1 right) [*DALcl12-v_r akira] #6182848,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17110189,891,,9,3,6
8253620, (MB2IN-159 left alternative) [*DPlal1-3_ant_l akira] #8253620,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,18639459,265,,9,5,4
9048462,FFN-1,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,10612630,310,,9,9,0
4411542,CN-64,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14071613,618,,9,5,4
8069432,CN-26,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8542422,252,,9,8,1
3122533, (BLDc descending 1 right; BPL feedback local R) [*BLDc_r akira] #3122533,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16014607,737,,9,4,5
8078096,CN-57,FAN,FAN,FALSE,FALSE,FALSE,TRUE,L,4514494,253,,9,2,7
3166836, (BLVa ascending 1 right; DL-LH_cand3_no) [*BLVa34_r akira] #3166836,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15063529,670,,9,0,9
8974428,MB2IN-115,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9294475,306,,9,2,7
3251140, (BLVp1 hook right) [*BLVp1_r akira] #3251140,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17223643,906,,9,4,5
8877971, (picky 2 left) [*BAla12_l akira] #8877971,pLN,pLN,FALSE,FALSE,FALSE,TRUE,L,3806573,303,,9,7,2
3726990, (DPLm1 contralateral 2 right; potential RG neuron) [*DPLm1_r akira] #3726990,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9237370,326,,9,1,8
6219781, (Maxillary Nerve LN 2 right) [*BAlc post_r akira] #6219781,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5322337,132,,9,4,5
4185530,MB2ON-238 (DALv23 LAL 6 right) [*DALv23_r akira] #4185530,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16856617,847,,9,2,7
8814922,FB2IN-16,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,R,16160495,750,,9,2,7
3765735, (BLAl horseshoe neuron right) [*BLAl_r akira] #3765735,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11348509,496,,9,6,3
8412625, (Basal Tel-like 1 right) [*BLAv12_ant_r akira] #8412625,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11291653,492,,9,6,3
8529400, (UNK bilateral gnarled dendrite left) [*BLAvm post_l akira] #8529400,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,7449767,283,,9,4,5
3928574, (CA-LP-2_left2) [*ncc_d_l akira] #3928574,O_dSEZ;O_CA-LP,O_dSEZ;O_CA-LP,FALSE,FALSE,FALSE,TRUE,L,5890323,53,,9,0,9
8544824, (BLP claw 3 right) [*BLP34_r akira] #8544824,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16838915,836,,9,5,4
4101295, (AF8: PDL_right_sibling) [*DPLp_r akira] #4101295,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17776906,1002,,9,5,4
3946364, (AF6: Munin Output left) [*DPLc_post_lat_l akira] #3946364,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,6133702,66,,9,2,7
4473922,CN-54,FAN,FAN,FALSE,FALSE,FALSE,TRUE,R,14540633,644,,9,3,6
4493199,13a PN (13a PN left) [*BAmv3_l akira] #4493199,uPN,uPN,FALSE,FALSE,FALSE,TRUE,L,8244823,100,,9,9,0
8021456,33a PN (33a PN left) [*BAlp4_l akira] #8021456,uPN,uPN,FALSE,FALSE,FALSE,TRUE,L,13589251,247,,9,6,3
9067063, (DALcl12 vv 6) [*DALcl12-v_r akira] #9067063,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17105218,884,,9,7,2
6623089, (BLAv12 ipsi 2 left) [*BLAv12_ant_l akira] #6623089,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17897230,188,,9,5,4
7057894,DAN-i1 (MBE1c left) [*DALcm12-m_l akira] #7057894,MBIN,MBIN-DAN,FALSE,FALSE,FALSE,TRUE,L,6611894,202,DAN,9,0,9
20172310, (UNK brancher 3 left) [unknown lineage] #20172310,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9521722,1072,,9,3,6
9428865,MB2IN-134,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13674287,341,,9,7,2
7187384,KC (Thermo KC B_left - mbi2 - unknown) [Lineage MBNB C left] #7187384,KC,KC-4claw,FALSE,FALSE,FALSE,TRUE,L,3664102,209,4claw,9,6,3
20443362, (BLP34 descending 2 right) [*BLP34_r akira] #20443362,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16422727,768,,9,1,8
7421507,FFN-13,FFN,FFN,FALSE,FALSE,FALSE,TRUE,R,11051740,473,,9,2,7
4876704,Unknown PN 1 (PN in Olfactory Bundle 1 right) [*BAmv3_r akira] #4876704,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,7092086,204,,9,9,0
2369444,MB2IN-199,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10119916,9,,9,7,2
7589765, (CP descending contralateral 1 right) [*CPf_r akira] #7589765,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,13422280,600,,9,0,9
4721538,MB2ON-63 (QI; visual interneuron_left) [*BLAd-OL_l akira] #4721538,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8069365,112,,9,9,0
7865767,83a PN (83a PN left) [*BAmv3_l akira] #7865767,uPN,uPN,FALSE,FALSE,FALSE,TRUE,L,8243455,234,,9,8,1
2648254,MB2IN-178 (DPMpm1 4 DNs) [*DPMpm1_r akira] #2648254,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,10756813,433,,9,1,8
8598886, (3rd-order Thermo right; CPLd interneuron) [*BLP12_r akira] #8598886,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5289042,130,,9,7,2
2655798, (DPMm1 ipsilateral descending right) [*DPMm1_r akira] #2655798,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10728323,430,,9,3,6
9207332, (like thermo AP left) [*DPLl_l akira] #9207332,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8305958,323,,9,1,8
9109799,MBON-d3 (MBE35 left) [*DAMd1_l akira] #9109799,MBON,MBON,FALSE,FALSE,FALSE,TRUE,L,9074101,319,,9,5,4
9077224, (ni contralateral 3 right) [ni-neurons MB_r akira] #9077224,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9480916,346,,9,5,4
7980369,FB-38,FBN,FBN,FALSE,FALSE,FALSE,TRUE,R,7026287,197,,9,2,7
17732334, (DPMl descending ipsi left) [DPMl_l] #17732334,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,16347786,994,,9,1,8
9983417, (CPb pointer 2 left) [*CPb_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17658884,376,,9,1,8
16713227, (PVM21-like 2 left) [*CM4-dm_l akira] #16713227,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,L,17659014,830,,9,1,8
16007457, (BLA pointer left) [*BLAd-vm_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8840343,736,,9,3,6
17328580, (BAla34 bilateral 2 right) [*BAla34_r akira] #17328580,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16434560,775,,9,0,9
13858797,CN-38,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14333495,631,,9,6,3
14656798,MB2IN-197 (BAlp1_right) [*BAlp_ant_r akira] #14656798,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14492757,639,,9,8,1
13858824,MB2ON-124,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17743170,999,,9,9,0
14638686, (BAla34 bilateral 4 left) [*BAla34_l akira] #14638686,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11891098,651,,9,6,3
17280216,FB2IN-13,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,L,4337398,912,,9,5,4
10982951, (Basal Tel-like 3 left) [*BLAvm ant_l akira] #10982951,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8697453,458,,9,8,1
17277623, (Axon upstairs left) [*BAla12_l akira] #17277623,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10013517,911,,9,9,0
10918898,MB2ON-67 (ML_left) [*DPMpm2_l akira] #10918898,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4228105,451,,9,3,6
10915553, (CM4-dm Switcheroo 1 left) [*CM4-dm_l akira] #10915553,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11905911,450,,9,1,8
10893103, (Ipsiphone L) [*BLAv12_ant_l akira] #10893103,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9720614,449,,9,7,2
14495367,MB2ON-133 (BP_right) [*BAlp_ant_r akira] #14495367,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16026677,739,,9,8,1
17223685, (DPMpm1 1 DN? left) [*DPMpm1_l akira] #17223685,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8880781,907,,9,0,9
16386470,MB2IN-198,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17013169,765,,9,3,6
10880408,MB2ON-48 (PZ_left) [*BLP34_l akira] #10880408,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10875178,447,,9,6,3
11703922,CN-30,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16181377,506,,9,3,6
12670738,FFN-31,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,17847543,577,,9,4,5
17170215, (BLDc descending 3 left) [BLAd_l akira] #17170215,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10660512,898,,9,6,3
14451162, (DPLl ipsilateral left) [*DPLl_l akira] #14451162,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17278502,637,,9,1,8
16547297, (BAmv12 splitter 1 left) [*BAmv12_dor_l akira] #16547297,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15589738,809,,9,7,2
17110024, (DALcl12 r vv 8 = 1 or 5) [*DALcl12-v_l akira] #17110024,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9037152,890,,9,3,6
14034206, (telegoro-2 right; (ipsigoro lineage)) [*DPMl_ant_dor_r akira] #14034206,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,13749806,605,,9,2,7
17732270, (CM4-dm Switcheroo 3 left) [*CM4-dm_l akira] #17732270,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,6125806,991,,9,0,9
16327998, (DALv3 ring2_left (LAL neuron)) [*DALv3_l akira] #16327998,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17173852,755,,9,7,2
13743125,CN-46,FBN,FBN,FALSE,FALSE,FALSE,TRUE,L,17854345,604,,9,9,0
17658672, (BLVp1 hook 3 right) [*BLVp1_r akira] #17658672,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15669682,717,,9,6,3
15662776,MB2IN-125,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15974183,733,,9,2,7
13084891, (lasso-top right) [*BAlp_ant_r akira] #13084891,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17728723,972,,9,9,0
17654617, (BLAvm potential PN right; ASB TODO from gPN 7 right) [*BLAvm ant_r akira] #17654617,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5708994,152,,9,9,0
11714576, (Weird PN to LH Right) [*BAlc post_r akira] #11714576,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,7168356,208,,9,6,3
16445338,MB2ON-35 (IK; Loopy_left) [*BAla34_l akira] #16445338,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16350988,785,,9,6,3
16471422,MB2ON-167 (BS ; Right) [ni-neurons MB_r akira] #16471422,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18566361,1040,,9,4,5
16475849,CN-23,FAN,FAN,FALSE,FALSE,FALSE,TRUE,L,16823703,790,,9,6,3
17380345, (CM4 Bridle right) [*CM4-vm_r akira] #17380345,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,20139548,1070,,9,2,7
11788830, (BAlc_post I right) [*BAlc post_r akira] #11788830,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12121795,528,,9,8,1
14756061,MB2ON-207 (DALv1_PB3_right) [*DALv1_r akira] #14756061,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12551020,568,,9,4,5
17420035, (PDL1_left) [*DPLm2_l akira] #17420035,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8705088,954,,9,1,8
17423412,MB2IN-176 (downstream of A2 mPN iACT R left) [unknown lineage] #17423412,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13038489,956,,9,2,7
17425996,MB2IN-165 (Hairbrush_right) [*DPLp_r akira] #17425996,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12667895,576,,9,8,1
15588620,FB-7,FBN,FBN,FALSE,FALSE,FALSE,TRUE,L,7594047,702,,9,5,4
16541149, (BLAv12 ipsi 1 left) [*BLAv12_post_l akira] #16541149,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10079731,796,,9,2,7
17484564, (DPMl_ant_dor tall left) [*DPMl_ant_dor_l akira] #17484564,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17335266,962,,9,4,5
17513284, (BLAv12 1 left) [*BLAv12_ant_l akira] #17513284,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17361566,963,,9,2,7
17535542,MB2ON-193 (BW ; Right DALc12 vv 2) [*DALcl12-v_r akira] #17535542,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9612903,359,,9,7,2
16435325, (BAla34 ascending 4 left) [*BAla34_l akira] #16435325,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8995807,777,,9,8,1
16051878, (BLVa12 bilateral left) [*BLVa12_l akira] #16051878,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8951591,741,,9,2,7
12299621,CN-16,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8034919,539,,9,2,7
14754777, (DALv1_PB1_right) [*DALv1_r akira] #14754777,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17360282,946,,9,5,4
12387154, (AF7: PDL_left_sibling 35) [unknown lineage] #12387154,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8723267,552,,9,4,5
15612283,MB2ON-113 (BK: DALcl12 v d 19_left) [*DALcl12-v_l akira] #15612283,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15736398,710,,9,2,7
17591442,CN-25,Unk,Unk,FALSE,TRUE,TRUE,TRUE,R,5474852,136,,9,0,9
16545101, (double-hook BAmv1/2 left) [*BAmv12_ven_l akira] #16545101,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4812481,800,,9,6,3
11157622, (BAmd1 PN 1 left) [*BAmd1_l akira] #11157622,Unk,Unk,FALSE,TRUE,TRUE,TRUE,L,17036160,482,,9,0,9
17355864, (BAla34 bilateral 3 right) [*BAla34_r akira] #17355864,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14621584,650,,9,6,3
16629886, (BLAvm bilateral neuron 3 right; VLP LAL) [*BLAvm ant_r akira] #16629886,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14995061,665,,9,1,8
14948339,CN-49,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17237305,908,,9,5,4
17975547, (UNK crinkled left) [unknown lineage] #17975547,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15018449,1014,,9,4,5
10382824, (DPMpl12 fork left) [*DPMpl12_l akira] #10382824,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17297936,400,,9,8,1
15741865,CN-45,FBN,FBN,FALSE,FALSE,FALSE,TRUE,L,6290724,724,,9,7,2
15068806,MB2ON-228 (Fragment To Find Soma; BLVp2 1 right) [*BLVp2_r akira] #15068806,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16985194,871,,9,6,3
13369670, (S1: neuron right) [*BLAd-vl_r akira] #13369670,Unk,Unk,FALSE,TRUE,TRUE,TRUE,R,14434314,634,,9,0,9
13646473, (DPMl_ant_ven descending 2 right) [*DPMl_ant_ven_r akira] #13646473,O_dVNC,O_dVNC,FALSE,TRUE,TRUE,TRUE,R,16675987,824,,9,0,9
14162492, (DPLam neuron left) [*DPLam_l akira] #14162492,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,2854715,623,,9,3,6
17884299,Gustatory PN 1 (Gustatory PN right) [*BAlc post_r akira] #17884299,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11333054,495,,9,7,2
15732471, (Y neuron right) [*DPLd_r akira] #15732471,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,3814651,43,,9,0,9
10287315, (DALv1 contralateral 3 right; Tel-like 9?) [*DALv1_r akira] #10287315,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5865628,169,,9,3,6
10202724,FB-4,FBN,FBN,FALSE,FALSE,FALSE,TRUE,L,5480553,384,,9,9,0
13422280, (CP descending contralateral 1 left) [*CPe_l akira] #13422280,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,7589765,600,,9,0,9
16924423,MB2ON-236 (Commissure neuron right) [*CM13_med_r akira] #16924423,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14241490,624,,9,5,4
10281116,FFN-24,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,10351681,392,,9,5,4
10248031, (CM13 bilateral 4 left) [*CM13_med_l akira] #10248031,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17380319,391,,9,4,5
16950121,MB2ON-141 (WF; DALcm12 v p 13_left) [*DALcm12-v_l akira] #16950121,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4849988,861,,9,7,2
16931001, (BLAv12_ant descending 1 left) [*BLAv12_ant_l akira] #16931001,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8709865,853,,9,3,6
15253921,MBON-f1 (MBE34 left) [*CPd_l akira] #15253921,MBON,MBON,FALSE,FALSE,FALSE,TRUE,L,4598109,672,,9,8,1
13665529,MB2ON-231 (Bonsai right) [*DPlal1-3_lat_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18648531,1044,,9,6,3
15732485, (BAmv12 looper 1 right) [*BAmv12_dor_r akira] #15732485,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16547268,805,,9,4,5
13724377, (BAla34 bilateral 1 right) [*BAla34_r akira] #13724377,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14570370,646,,9,2,7
10079731, (BLAv12 ipsi 1 right) [*BLAv12_ant_r akira] #10079731,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16541149,796,,9,5,4
18412747,MB2IN-140 (HAS SOMA Neuron 18412748) [*CM13_med_l akira] #18412747,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17336347,1031,,9,5,4
16933362,FFN-41,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,4234016,854,,9,4,5
1868538, (CP4 8 right) [*CPd_r akira] #1868538,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10100020,382,,9,2,7
15732509, (Lure-1 right) [*BAmv12_dor_r akira] #15732509,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,4324567,79,,9,6,3
16630479, (BLAvm bilateral neuron 1 left) [*BLAvm post_l akira] #16630479,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17012001,819,,9,6,3
18655517, (BLVp1 bilateral 3 right; down seahorse right) [*BLVp1_r akira] #18655517,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18656202,1045,,9,7,2
16167914, (LX1_left) [*BAmd2_v_l akira] #16167914,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13834125,751,,9,7,2
13197236,CN-18,FBN,FBN,FALSE,FALSE,FALSE,TRUE,L,8075484,593,,9,5,4
13242252, (MIXED looper right) [*CPb_r akira] #13242252,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12420377,556,,9,3,6
17776906, (AF8: PDL_left_sibling) [*DPLp_l akira] #17776906,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4101295,1002,,9,5,4
12300089, (S3 left; old DS noci_sibling_left) [*DPLam_l akira] #12300089,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10827212,543,,8,2,6
16928740, (DALcm12-v descending left) [*DALcm12-v_l akira] #16928740,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,15560623,852,,8,0,8
8981761,MB2ON-204 (offPVL09d_right; DPLc) [*DPLc5_r akira] #8981761,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16445073,784,,8,1,7
17356450, (BAla34 ventral cluster 2 left) [*BAla34_l akira] #17356450,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17355872,926,,8,7,1
8539175,CN-9,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,13988443,614,,8,5,3
17379298, (CM4 sparse descending right; CM4 dor ant 6 DNs_JMpair17) [*CM4-dm_r akira] #17379298,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,10018150,379,,8,0,8
12390459, (BAla12 big axon left) [*BAla12_l akira] #12390459,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,19989037,554,,8,5,3
8922644,MBON-e2 (MBE16 left) [*DAMd1_l akira] #8922644,MBON,MBON,FALSE,FALSE,FALSE,TRUE,L,8297018,305,,8,5,3
3598000, (DPMm1 Brain descending into VNC 2 right) [*DPMm1_r akira] #3598000,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,10728318,429,,8,1,7
16699958,CN-4,FAN,FAN,FALSE,FALSE,FALSE,TRUE,R,14000746,615,,8,7,1
3595837, (DPMm1 Brain descending into VNC right) [*DPMm1_r akira] #3595837,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,10716080,428,,8,0,8
12279941, (BLAl_I-X 3 left) [*BLAl_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17328632,536,,8,4,4
5545085, (BLDc crinkled right) [*BLDc_r akira] #5545085,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17729195,981,,8,5,3
4700078, mPN iACT B2 (mPN iACT B2 right) [*BAlp4_r akira] #4700078,mPN,mPN-olfac,FALSE,FALSE,FALSE,TRUE,R,3450442,36,olfac,8,8,0
16693923, (BLP12 hook 1 left) [*BLP12_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17654967,829,,8,3,5
16910799,MB2ON-59 (BT ; CM13 med 5_right) [*CM13_med_r akira] #16910799,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,7700444,225,,8,4,4
8161148, (DALcm12 v ap 14_right) [*DALcm12-v_r akira] #8161148,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18551732,1039,,8,7,1
5963873,MB2IN-129,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4101621,176,,8,1,7
16851791,MB2IN-195,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16340461,843,,8,5,3
16685117, (SLR_right) [unknown lineage,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17777981,1004,,8,7,1
4664256,MB2IN-167 (PL: Pair 1_down pvl09_left) [*BLVa34_l akira] #4664256,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17326218,109,,8,8,0
13835439,MB2ON-202 (fishing_rod_right) [*BAla34_r akira] #13835439,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14579509,647,,8,6,2
3764792,_telegoro-1 (telegoro-1R) [*BLVp1_r akira] #3764792,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,5754346,160,,8,1,7
17362538, (BLVa_t ascending medial 1 right) [*BLVa_t_r akira] #17362538,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17086412,881,,8,4,4
13842372, (BAmd2 contralateral descending 2 right) [*BAmd2_v_r akira] #13842372,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,17358864,929,,8,1,7
5512988, (CPd descending ipsilateral right) [*CPd_r akira] #5512988,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,15365184,674,,8,0,8
5559657, (BAmas12 midline neuron 4 right) [*BAmas12_ven_r akira] #5559657,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,17423125,955,,8,2,6
7977834,MB2ON-227 (PDL005 - 3rd-order Thermo AP (D CB)1 Right) [*DPLm1_r akira] #7977834,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,7582489,223,,8,4,4
12262910,CN-58,FAN,FAN,FALSE,FALSE,FALSE,TRUE,L,5738449,534,,8,5,3
4274518,MB2ON-233 (Brain looper left) [*BAmv12_dor_l akira] #4274518,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,19156025,76,,8,6,2
15623649,FB2IN-12,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,L,20443457,711,,8,7,1
4379603, (DPLl i 2(BLDa b 2 pep) left) [*DPLp_l akira] #4379603,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8307514,82,,8,0,8
4391317,CN-15,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11826171,85,,8,2,6
14493841,FFN-27,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,11361875,640,,8,6,2
5033480,MB2IN-170 (Partner 27) [*BLAvm post_l akira] #5033480,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,5700090,122,,8,5,3
15934458, (BAlp descending 2 right) [*BAlp_ant_r akira] #15934458,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,17809869,1006,,8,0,8
4142619, (DALv23 LAL 3) [*DALv23_r akira] #4142619,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17360404,949,,8,4,4
6219445, (UNK anterior basal 1 right; post lat ven #7 neuron 6219446 right) [unknown lineage] #6219445,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,9842383,369,,8,1,7
15672269, (DPML1_r) [*DPMl12_post_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14655602,653,,8,5,3
8802069,FFN-9,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,4665627,295,,8,5,3
17108278, (BPL local 6 left) [*BLAv12_post_l akira] #17108278,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9051500,887,,8,3,5
13358515, (MIXED brancher right) [*BLAl_r akira] #13358515,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5577650,138,,8,5,3
