,alpha,beta,c,norm,corr,score,norm_score,match_fro
0,0.0011941,1.0,0,False,0.7091815538014125,64540.3339605337,113.7455232527779,567.4098822958072
1,0.0011941,1.0,0,fro,0.7314092126707463,112807.83169578137,114.00804145798479,989.4725867855055
2,0.0011941,1.0,0,sum,0.7057476785363472,12784.464912398427,113.65218293240603,112.48763184779224
3,0.0011941,0.9,0,False,0.7184086711530889,58196.18474986337,113.96070022294361,510.66889406622636
4,0.0011941,0.9,0,fro,0.7401335513513173,112537.70228763903,113.7350380299465,989.4725867855057
5,0.0011941,0.9,0,sum,0.7059189674265856,12789.881655157387,113.70033705095214,112.48763184779216
6,0.0011941,0.7,0,False,0.7065309851311918,45156.343062190106,113.69040887409854,397.18691760706497
7,0.0011941,0.7,0,fro,0.7584833012118738,112971.88102178529,114.17383617346738,989.4725867855055
8,0.0011941,0.7,0,sum,0.7451338557728833,12799.479687085182,113.78566227089078,112.48763184779222
9,0.0011941,0.5,0,False,0.7028319180414329,32313.932500156145,113.89978746725443,283.7049411479036
10,0.0011941,0.5,0,fro,0.6917823583638406,112288.57935388069,113.48326457297014,989.4725867855055
11,0.0011941,0.5,0,sum,0.7580050296270429,12827.017167083997,114.03046678447564,112.48763184779224
12,0.0011941,0.3,0,False,0.6798310820706739,19364.238151804042,113.75808303663455,170.22296468874217
13,0.0011941,0.3,0,fro,0.7743953091167126,112501.00241947238,113.69794769651358,989.4725867855053
14,0.0011941,0.3,0,sum,0.7696568839224465,12822.686193478905,113.9919650084675,112.48763184779222
15,0.0011941,0.1,0,False,0.7761039269155131,6459.740928147441,113.84611247887631,56.7409882295807
16,0.0011941,0.1,0,fro,0.7028722136416747,112795.45835619714,113.99553647325908,989.4725867855058
17,0.0011941,0.1,0,sum,0.7590578221543139,12829.882944068293,114.05594315851987,112.48763184779217
18,0.000597,1.0,0,False,0.7754924766465717,69356.81621835323,103.82529155863118,668.0146540131481
19,0.000597,1.0,0,fro,0.7986547097236849,102581.7319315073,103.67314193591156,989.4725867855057
20,0.000597,1.0,0,sum,0.7781319956574301,11321.736510494997,103.7672053778417,109.1070774168948
21,0.000597,0.9,0,False,0.7877315118341776,62336.22008555353,103.68405295546539,601.2131886118333
22,0.000597,0.9,0,fro,0.8159584839529961,102576.10134458478,103.66745144281685,989.4725867855055
23,0.000597,0.9,0,sum,0.7895192715721019,11332.245416847181,103.86352274423972,109.10707741689484
24,0.000597,0.7,0,False,0.7814917822280071,48529.76070670152,103.78249813010481,467.6102578092038
25,0.000597,0.7,0,fro,0.7654448933320633,102733.18020266622,103.82620152864972,989.4725867855053
26,0.000597,0.7,0,sum,0.8092690999228133,11313.59266831179,103.69256455365306,109.10707741689485
27,0.000597,0.5,0,False,0.7822225703516704,34646.921117381884,103.73102119613068,334.00732700657403
28,0.000597,0.5,0,fro,0.751084377223255,102869.54207727512,103.96401421434712,989.4725867855057
29,0.000597,0.5,0,sum,0.7987702058855961,11304.883022196705,103.6127379620031,109.1070774168948
30,0.000597,0.3,0,False,0.7648560944814119,20769.262906166266,103.63676296317436,200.4043962039444
31,0.000597,0.3,0,fro,0.7999950694441569,102650.00443520637,103.74214081936812,989.4725867855057
32,0.000597,0.3,0,sum,0.8055073772004043,11313.28680631547,103.68976123416584,109.1070774168948
33,0.000597,0.1,0,False,0.8058863935522133,6922.90368102371,103.63400921572375,66.80146540131481
34,0.000597,0.1,0,fro,0.7844203943739213,102524.2442651449,103.6150426341925,989.4725867855055
35,0.000597,0.1,0,sum,0.7647592930242374,11309.951480419704,103.65919194411866,109.10707741689473
36,0.0001194,1.0,0,False,0.8435476123764158,74592.20186813366,95.09093075101711,784.4302424954002
37,0.0001194,1.0,0,fro,0.8453021924640556,93904.77373094359,94.90386594338251,989.4725867855061
38,0.0001194,1.0,0,sum,0.8457433353530975,10240.271686560747,94.93967745532431,107.86082237723531
39,0.0001194,0.9,0,False,0.8299828327707285,67075.90336372485,95.01008181194241,705.9872182458605
40,0.0001194,0.9,0,fro,0.8218854568232833,94099.43631127503,95.10059962042543,989.4725867855057
41,0.0001194,0.9,0,sum,0.8345811013558184,10232.555625215364,94.86814025418555,107.86082237723541
42,0.0001194,0.7,0,False,0.851198960887273,52133.259219095,94.94290322334668,549.1011697467801
43,0.0001194,0.7,0,fro,0.854622944368454,93933.65823213379,94.9330577588769,989.4725867855061
44,0.0001194,0.7,0,sum,0.8375122362900258,10245.940480196808,94.99223401396279,107.8608223772353
45,0.0001194,0.5,0,False,0.8406040168617341,37271.0182622239,95.02697943837231,392.2151212477001
46,0.0001194,0.5,0,fro,0.8522740827747542,94175.77231219332,95.17774779202485,989.4725867855061
47,0.0001194,0.5,0,sum,0.8234576753571737,10241.695575049078,94.9528786200934,107.86082237723531
48,0.0001194,0.3,0,False,0.8570912895098168,22332.49726994139,94.8990152772033,235.32907274862012
49,0.0001194,0.3,0,fro,0.829135612983112,93955.38442562407,94.9550151064381,989.4725867855057
50,0.0001194,0.3,0,sum,0.8612869011464194,10247.13775300055,95.00333417783462,107.86082237723534
51,0.0001194,0.1,0,False,0.8685727904170237,7445.5042303141045,94.91607828159128,78.44302424954003
52,0.0001194,0.1,0,fro,0.8210131701817771,94106.36504852306,95.10760207541058,989.4725867855059
53,0.0001194,0.1,0,sum,0.8305159232415974,10246.483776365021,94.99727102514294,107.86082237723528
54,5.97e-05,1.0,0,False,0.8273566945062872,75422.0819755747,94.03075636751572,802.1001307358446
55,5.97e-05,1.0,0,fro,0.8618297223721326,93000.26836298207,93.98973716402952,989.4725867855057
56,5.97e-05,1.0,0,sum,0.8498026244052851,10136.03785689762,94.01007358098576,107.81863550150128
57,5.97e-05,0.9,0,False,0.8518068301770875,67893.51618480415,94.04965454391838,721.89011766226
58,5.97e-05,0.9,0,fro,0.8471087619274591,93008.15963104532,93.99771239059832,989.4725867855058
59,5.97e-05,0.9,0,sum,0.8647024804453235,10140.234971674874,94.04900112591086,107.81863550150136
60,5.97e-05,0.7,0,False,0.8295269135502563,52794.45392128415,94.02896916347173,561.4700915150911
61,5.97e-05,0.7,0,fro,0.8394345396248759,93116.0892162179,94.10679028382549,989.4725867855057
62,5.97e-05,0.7,0,sum,0.841948041909878,10144.050542074194,94.08438990987734,107.81863550150132
63,5.97e-05,0.5,0,False,0.8348937660751072,37743.94738267295,94.11280695851964,401.0500653679223
64,5.97e-05,0.5,0,fro,0.854403722500649,93190.88039250649,94.18237719475908,989.4725867855057
65,5.97e-05,0.5,0,sum,0.8583564179964214,10136.511386467488,94.01446548937587,107.81863550150128
66,5.97e-05,0.3,0,False,0.8204928163411654,22625.670713186784,94.02679227604686,240.63003922075336
67,5.97e-05,0.3,0,fro,0.8402276229828619,93036.60757341303,94.02646300253811,989.4725867855057
68,5.97e-05,0.3,0,sum,0.8232652609905003,10139.743548907378,94.0444432610742,107.81863550150128
69,5.97e-05,0.1,0,False,0.8511458059679815,7539.446394595736,93.99632422050684,80.21001307358445
70,5.97e-05,0.1,0,fro,0.8552786776233893,93004.05714381354,93.99356625528688,989.4725867855058
71,5.97e-05,0.1,0,sum,0.8613653529610862,10136.343425290232,94.01290767725477,107.81863550150136
72,1.19e-05,1.0,0,False,0.8434232366131574,76133.62932630155,93.20483497344712,816.8420591913613
73,1.19e-05,1.0,0,fro,0.8482451131903794,92256.55696561399,93.23811310965917,989.4725867855053
74,1.19e-05,1.0,0,sum,0.8621295124362728,10047.643436477827,93.20204730596046,107.80496487908437
75,1.19e-05,0.9,0,False,0.8587512305302472,68543.98127371317,93.23709318838182,735.157853272225
76,1.19e-05,0.9,0,fro,0.8385953099448621,92244.4244751117,93.22585153650964,989.4725867855055
77,1.19e-05,0.9,0,sum,0.8446206638905259,10049.932034351928,93.22327636416463,107.8049648790842
78,1.19e-05,0.7,0,False,0.8476958431350176,53236.71668332907,93.10545600460941,571.7894414339527
79,1.19e-05,0.7,0,fro,0.834606958018809,92252.95391628242,93.23447172597687,989.4725867855055
80,1.19e-05,0.7,0,sum,0.8480530822261819,10062.079726309921,93.335958483876,107.8049648790843
81,1.19e-05,0.5,0,False,0.8480655428066564,38091.35315230939,93.2649163291572,408.42102959568064
82,1.19e-05,0.5,0,fro,0.8376831494458377,92343.66657970284,93.3261495194114,989.4725867855053
83,1.19e-05,0.5,0,sum,0.8484447201875052,10047.928948288152,93.20469571654753,107.80496487908437
84,1.19e-05,0.3,0,False,0.8567553522602264,22847.193419390715,93.23382720199493,245.05261775740826
85,1.19e-05,0.3,0,fro,0.8654593552734633,92102.47182504967,93.08238859275777,989.4725867855057
86,1.19e-05,0.3,0,sum,0.8347014130528299,10044.621495507447,93.17401574940125,107.80496487908427
87,1.19e-05,0.1,0,False,0.8566198194849125,7613.261067207516,93.20358790956872,81.6842059191361
88,1.19e-05,0.1,0,fro,0.8332137194288284,92254.98431686469,93.23652372884122,989.4725867855055
89,1.19e-05,0.1,0,sum,0.8353950188043577,10046.328067781844,93.18984593195654,107.80496487908421
90,6e-06,1.0,0,False,0.8442071489839144,76240.29946928697,93.12365483168324,818.6996054556475
91,6e-06,1.0,0,fro,0.844429461075677,92166.27648435907,93.14687209655717,989.4725867855057
92,6e-06,1.0,0,sum,0.8455095211870508,10038.594906837807,93.11848015298762,107.80453987591987
93,6e-06,0.9,0,False,0.8466625274535343,68580.07711332213,93.07453573164952,736.8296449100828
94,6e-06,0.9,0,fro,0.8338359509753988,92074.43906654709,93.05405758199814,989.4725867855057
95,6e-06,0.9,0,sum,0.8498197548279189,10048.463731043188,93.21002383210121,107.80453987591977
96,6e-06,0.7,0,False,0.8555549497796432,53340.72058182615,93.07568843910595,573.0897238189531
97,6e-06,0.7,0,fro,0.8178464650981824,92052.4461603555,93.0318306840675,989.4725867855061
98,6e-06,0.7,0,sum,0.8632468929446736,10050.779146425215,93.23150173446682,107.80453987591982
99,6e-06,0.5,0,False,0.8298625670820141,38120.7742531455,93.12518046696596,409.34980272782377
100,6e-06,0.5,0,fro,0.835051988608959,92089.24232038757,93.06901833385541,989.4725867855057
101,6e-06,0.5,0,sum,0.8466715910880701,10051.947785498354,93.24234208566611,107.80453987591987
102,6e-06,0.3,0,False,0.8535825894175089,22875.24271362347,93.13649174531379,245.60988163669424
103,6e-06,0.3,0,fro,0.8507162801739664,92117.67280409712,93.09775130138704,989.4725867855058
104,6e-06,0.3,0,sum,0.857163438187776,10033.244188212942,93.06884663448258,107.8045398759198
105,6e-06,0.1,0,False,0.8227163129932186,7617.849008570211,93.04815780789944,81.86996054556475
106,6e-06,0.1,0,fro,0.8649807309583541,92164.97071396,93.14555243352001,989.4725867855058
107,6e-06,0.1,0,sum,0.8557772465353067,10031.886241516131,93.05625025683115,107.80453987591986
