,skid_left,class1_left,class2_left,merge_class_left,In edgesum_left,Out edgesum_left,Total edgesum_left,In degree_left,Out degree_left,Total degree_left,Pair ID_left,hemisphere_left,skid_right,class1_right,class2_right,merge_class_right,In edgesum_right,Out edgesum_right,Total edgesum_right,In degree_right,Out degree_right,Total degree_right,Pair ID_right,hemisphere_right,flat_diff_euclidean,color_diff_euclidean,rank_flat_euclidean,rank_color_euclidean,flat_diff_cosine,color_diff_cosine,rank_flat_cosine,rank_color_cosine
515,12089601,unk,,unk,5.0,16.0,21.0,4,12,16,526,L,11838242,unk,,unk,6.0,23.0,29.0,3,17,20,526,R,0.0032856690230338636,0.000554317879114175,655.0,1004.0,0.19905085301292583,0.007818943940387658,11.0,187.0
455,11007420,dSEZ,,dSEZ,11.0,55.0,66.0,7,23,30,462,L,16884962,dSEZ,,dSEZ,21.0,71.0,92.0,10,29,39,462,R,0.00807451439087178,0.004729318163633021,215.0,229.0,0.19806821163587132,0.050755500763612585,12.0,13.0
1005,18088813,unk,,unk,12.0,26.0,38.0,6,18,24,1022,L,17660233,unk,,unk,39.0,21.0,60.0,15,15,30,1022,R,0.002108589062679718,0.0010496784573283426,836.0,850.0,0.19463354621145296,0.06924091838180747,13.0,9.0
390,10378182,dUnk,,dUnk,30.0,13.0,43.0,17,13,30,397,L,16713231,dUnk,,dUnk,27.0,4.0,31.0,20,3,23,397,R,0.0027354708993939233,0.0009728564173689759,726.0,870.0,0.18387870766061815,0.029869347660923945,14.0,33.0
1025,18656202,LHN2,,LHN2,17.0,48.0,65.0,11,22,33,1044,L,18655517,LHN2,,LHN2,68.0,57.0,125.0,32,26,58,1044,R,0.002186305878621735,0.0007821605993394432,817.0,925.0,0.17411334353268887,0.012164686808142276,15.0,124.0
1086,3795424,sens,vtd,sens-vtd,7.0,10.0,17.0,6,7,13,1107,L,11291344,sens,vtd,sens-vtd,11.0,10.0,21.0,7,7,14,1107,R,0.0001036688532483568,5.531388517451659e-05,1140.0,1139.0,0.14413136616149202,0.005044327033488829,16.0,277.0
596,13833814,dSEZ,,dSEZ,11.0,9.0,20.0,4,8,12,608,L,16316981,dSEZ,,dSEZ,13.0,3.0,16.0,8,3,11,608,R,0.0021615686433133826,0.0007613768046456975,824.0,936.0,0.14234580627582838,0.022134754550935522,17.0,55.0
1088,19017854,sens,vtd,sens-vtd,5.0,5.0,10.0,3,3,6,1109,L,19037563,sens,vtd,sens-vtd,3.0,9.0,12.0,2,4,6,1109,R,2.7893666505937364e-05,1.0209984884271468e-05,1146.0,1148.0,0.13226503925452948,0.0169419404631195,18.0,82.0
1146,12199095,unk,,unk,34.0,12.0,46.0,19,5,24,1176,L,17435678,unk,,unk,54.0,18.0,72.0,20,8,28,1176,R,0.0011829375617156371,0.0006046817720575833,998.0,984.0,0.12704404853139706,0.04678326592474249,19.0,14.0
1102,7955278,dSEZ,,dSEZ,21.0,9.0,30.0,9,7,16,1125,L,12026822,dSEZ,,dSEZ,15.0,1.0,16.0,8,1,9,1125,R,0.00033847701430351346,0.00018019066275406297,1124.0,1120.0,0.11091062920388,0.04642030544064964,20.0,15.0
635,14586769,unk,,unk,26.0,128.0,154.0,16,68,84,647,L,19048289,unk,,unk,64.0,142.0,206.0,29,72,101,647,R,0.011264855842897149,0.009462153351057394,98.0,32.0,0.10733150911644816,0.03353011645048743,21.0,26.0
86,4400767,RG,,RG,18.0,1.0,19.0,14,1,15,88,L,13751194,RG,,RG,13.0,3.0,16.0,9,3,12,88,R,0.0017628684771981012,0.0011637536230929874,893.0,827.0,0.10624746364340952,0.033162607485816745,22.0,27.0
1091,3608397,sens,thermo,sens-thermo,0.0,110.0,110.0,0,8,8,1113,L,3650600,sens,thermo,sens-thermo,4.0,119.0,123.0,2,7,9,1113,R,0.0011033021226225282,0.00046866839759298197,1016.0,1036.0,0.10610090832507489,0.024230962839993746,23.0,48.0
181,6604203,dVNC,,dVNC,18.0,31.0,49.0,9,22,31,185,L,2670619,dVNC,,dVNC,26.0,19.0,45.0,16,15,31,185,R,0.0015058862091385037,0.0006096141875552472,931.0,982.0,0.10412654865069043,0.022938836948628954,24.0,53.0
946,17557290,LHN2,,LHN2,51.0,132.0,183.0,26,62,88,963,L,10946002,LHN2,,LHN2,56.0,63.0,119.0,26,26,52,963,R,0.016581825256559955,0.008162926094769657,22.0,63.0,0.10169091722214818,0.056509872090037806,25.0,11.0
189,7005184,dVNC,,dVNC,40.0,10.0,50.0,19,5,24,193,L,7569260,dVNC,,dVNC,68.0,13.0,81.0,35,8,43,193,R,0.004165910765998045,0.0029512417017737535,546.0,459.0,0.10116857297673398,0.03294163764214797,26.0,28.0
1129,16863538,unk,,unk,25.0,36.0,61.0,19,19,38,1154,L,20443571,unk,,unk,65.0,57.0,122.0,33,30,63,1154,R,0.0032763516216530683,0.0018503303645477306,657.0,660.0,0.10026745266818637,0.041468905353108966,27.0,20.0
809,16675987,dVNC,,dVNC,37.0,29.0,66.0,14,22,36,823,L,13646473,dVNC,,dVNC,33.0,26.0,59.0,14,18,32,823,R,0.0012040489257182888,0.0005422031692196102,991.0,1009.0,0.09967616391859573,0.021648282425222393,28.0,59.0
924,17360076,unk,,unk,16.0,66.0,82.0,15,24,39,941,L,15655801,unk,,unk,31.0,51.0,82.0,15,28,43,941,R,0.0013585621645558885,0.0010958133933412861,959.0,843.0,0.09911124894420087,0.03884755972421061,29.0,22.0
1098,17729335,unk,,unk,19.0,55.0,74.0,13,26,39,1121,L,8592501,unk,,unk,43.0,67.0,110.0,16,27,43,1121,R,0.002440737903527873,0.001855208270371736,773.0,659.0,0.09801931425417548,0.03778209196024021,30.0,23.0
562,12654063,unk,,unk,16.0,32.0,48.0,10,17,27,574,L,10986253,unk,,unk,84.0,86.0,170.0,31,26,57,574,R,0.004850103239158664,0.002133733022167801,472.0,603.0,0.09796979918065585,0.02350706990502581,31.0,50.0
290,8809171,unk,,unk,48.0,66.0,114.0,17,22,39,295,L,18187865,unk,,unk,26.0,34.0,60.0,12,13,25,295,R,0.00368097159131912,0.0014037135190663546,605.0,772.0,0.09430391110581243,0.030757305089579322,32.0,30.0
678,15541971,LHN2,,LHN2,96.0,101.0,197.0,44,63,107,691,L,5734134,LHN2,,LHN2,61.0,149.0,210.0,39,95,134,691,R,0.012706978602675643,0.0037245106217499283,63.0,351.0,0.09288258710304724,0.00570176007702758,33.0,243.0
958,17729020,unk,,unk,25.0,97.0,122.0,13,25,38,975,L,15684934,unk,,unk,72.0,75.0,147.0,35,26,61,975,R,0.0023123246896974226,0.0005470796201067378,791.0,1007.0,0.09014837636739259,0.007915855720351592,34.0,184.0
1136,7934904,uPN,,uPN,158.0,248.0,406.0,43,83,126,1166,L,7935088,uPN,,uPN,197.0,246.0,443.0,48,74,122,1166,R,0.03142319328429463,0.007211823810172586,2.0,87.0,0.08502421653682861,0.0024420612601370965,35.0,463.0
209,7338309,dSEZ,,dSEZ,61.0,11.0,72.0,26,6,32,213,L,17352470,dSEZ,,dSEZ,15.0,8.0,23.0,10,7,17,213,R,0.004255289894423951,0.0061938910829066034,534.0,136.0,0.08365258028699787,0.0596995875261761,36.0,10.0
363,9842383,dSEZ,,dSEZ,6.0,9.0,15.0,4,8,12,368,L,6219445,dSEZ,,dSEZ,15.0,7.0,22.0,12,6,18,368,R,0.0007602998940251564,0.00026827369822190534,1070.0,1101.0,0.0835002582618646,0.01318804323725787,37.0,114.0
804,16630479,unk,,unk,44.0,31.0,75.0,28,18,46,818,L,17012001,unk,,unk,64.0,51.0,115.0,35,27,62,818,R,0.004204526048834503,0.0012334259244993666,542.0,813.0,0.08341678368766849,0.010260760085058598,38.0,145.0
5,1924051,dSEZ,,dSEZ,2.0,18.0,20.0,2,5,7,5,L,17698681,dSEZ,,dSEZ,3.0,0.0,3.0,2,0,2,5,R,3.628838877167795e-05,2.79410839176219e-05,1145.0,1143.0,0.08330548136938365,0.04255409127519159,39.0,17.0
687,15587533,unk,,unk,52.0,92.0,144.0,18,46,64,700,L,11029851,unk,,unk,118.0,106.0,224.0,34,51,85,700,R,0.0021667250463292434,0.0007788334110463474,822.0,927.0,0.08296575862328505,0.005859801768832378,40.0,235.0
584,13370624,unk,,unk,15.0,88.0,103.0,12,32,44,596,L,14756440,unk,,unk,9.0,89.0,98.0,6,37,43,596,R,0.0027494408214543587,0.0009296379681871367,722.0,884.0,0.08216026461755169,0.016161337640466022,41.0,89.0
923,17360070,unk,,unk,33.0,97.0,130.0,20,41,61,940,L,15656223,unk,,unk,31.0,29.0,60.0,17,19,36,940,R,0.0033332508629645105,0.0007565528919787978,645.0,938.0,0.08015483401912735,0.003225793402318683,42.0,381.0
342,9488991,LHN,,LHN,54.0,145.0,199.0,28,53,81,347,L,16131474,LHN,,LHN,65.0,122.0,187.0,28,45,73,347,R,0.010643215110532196,0.007413348260930401,121.0,83.0,0.07684649273388672,0.039116340049825504,43.0,21.0
271,8348277,unk,,unk,37.0,25.0,62.0,22,15,37,276,L,18302665,unk,,unk,34.0,26.0,60.0,26,17,43,276,R,0.005033837106559004,0.0020140048787591863,457.0,629.0,0.07595121386101836,0.014409842941578006,44.0,103.0
543,12420377,unk,,unk,7.0,35.0,42.0,4,11,15,555,L,13242252,unk,,unk,18.0,51.0,69.0,10,15,25,555,R,0.0008574743693981635,0.0003704656401913145,1052.0,1073.0,0.07526646021495899,0.017861650768807937,45.0,76.0
642,14726012,unk,,unk,25.0,64.0,89.0,12,25,37,655,L,9091922,unk,,unk,34.0,116.0,150.0,13,37,50,655,R,0.0021180303744559132,0.0009509731727970795,829.0,876.0,0.07437993180963554,0.021132645878755615,46.0,62.0
1057,20556072,dVNC,,dVNC,25.0,9.0,34.0,12,4,16,1076,L,17025508,dVNC,,dVNC,23.0,3.0,26.0,15,1,16,1076,R,0.0003668262523999644,0.0003501928610573601,1119.0,1079.0,0.07415543461496499,0.08126998180517823,47.0,8.0
964,17729347,unk,,unk,18.0,30.0,48.0,10,11,21,981,L,17654973,unk,,unk,3.0,25.0,28.0,3,11,14,981,R,0.0008176992751780321,0.00031840228414554376,1059.0,1087.0,0.07400277936664493,0.02080342770107562,48.0,64.0
592,13749806,dVNC,,dVNC,126.0,28.0,154.0,55,16,71,604,L,14034206,dVNC,,dVNC,192.0,36.0,228.0,71,17,88,604,R,0.005386875006676559,0.00528947012623379,423.0,178.0,0.07337860208078141,0.01747762051688182,49.0,78.0
1092,3639968,sens,thermo,sens-thermo,0.0,130.0,130.0,0,8,8,1114,L,18630153,sens,thermo,sens-thermo,1.0,112.0,113.0,1,7,8,1114,R,0.0006866652914360777,9.641893194081019e-05,1075.0,1134.0,0.07271408516104133,0.001703221035327874,50.0,571.0
1032,19091995,unk,,unk,65.0,25.0,90.0,20,18,38,1051,L,18302931,unk,,unk,25.0,33.0,58.0,13,22,35,1051,R,0.006391106263241925,0.004032833981568689,329.0,312.0,0.07264847879756198,0.05398958664714049,51.0,12.0
806,16636860,LHN2,,LHN2,40.0,32.0,72.0,21,15,36,820,L,11623145,LHN2,,LHN2,59.0,37.0,96.0,30,21,51,820,R,0.003959488651450526,0.0017878055134594821,565.0,674.0,0.07219602053987959,0.01633887430588331,52.0,86.0
280,8687096,LHN2,,LHN2,56.0,87.0,143.0,30,41,71,285,L,9643439,LHN2,,LHN2,90.0,95.0,185.0,45,42,87,285,R,0.0053268441857111624,0.0023646807786465765,428.0,554.0,0.07172698881494513,0.015234126630956918,53.0,99.0
890,17223685,dVNC,,dVNC,17.0,21.0,38.0,14,17,31,906,L,8880781,dVNC,,dVNC,16.0,29.0,45.0,15,25,40,906,R,0.0021866871705916923,0.0010569488775906762,816.0,847.0,0.07146807405207653,0.027812329627178698,54.0,39.0
392,10382824,unk,,unk,20.0,34.0,54.0,15,21,36,399,L,17297936,unk,,unk,30.0,42.0,72.0,19,18,37,399,R,0.0019971885398392107,0.0011785044468093345,855.0,822.0,0.07032450280522368,0.01967262284794731,55.0,68.0
155,5750884,unk,,unk,74.0,105.0,179.0,38,42,80,158,L,20443420,unk,,unk,67.0,115.0,182.0,36,40,76,158,R,0.0037980887370671033,0.0008182501099893134,588.0,916.0,0.06872028044622207,0.00441582606766076,56.0,301.0
705,15686444,unk,,unk,60.0,125.0,185.0,28,46,74,718,L,15638932,unk,,unk,72.0,119.0,191.0,26,54,80,718,R,0.01093521567062156,0.0038378164265146,105.0,334.0,0.06728812903842576,0.013678850216930381,57.0,109.0
1033,19101351,unk,,unk,19.0,88.0,107.0,13,30,43,1052,L,3848843,unk,,unk,6.0,21.0,27.0,5,15,20,1052,R,0.006897390303164123,0.001011475923531632,295.0,858.0,0.06699899508081666,0.003863223966824045,58.0,334.0
903,17352824,unk,,unk,14.0,33.0,47.0,11,13,24,919,L,13137623,unk,,unk,14.0,25.0,39.0,9,13,22,919,R,0.0006710928623103533,0.00032021881309537634,1076.0,1085.0,0.06624126258721316,0.020965725206828004,59.0,63.0
706,15689046,unk,,unk,16.0,136.0,152.0,14,56,70,719,L,8979434,unk,,unk,99.0,154.0,253.0,36,68,104,719,R,0.004373959089431166,0.0013265731452395367,527.0,791.0,0.06564180063824572,0.0008720318055460102,60.0,754.0
427,10760217,LHN2,,LHN2,36.0,30.0,66.0,21,15,36,434,L,2669331,LHN2,,LHN2,45.0,27.0,72.0,29,15,44,434,R,0.002664568547202062,0.0015789508124831725,737.0,727.0,0.06484067705839278,0.02063370609164148,61.0,65.0
881,17170215,unk,,unk,32.0,22.0,54.0,14,14,28,897,L,10660512,unk,,unk,52.0,56.0,108.0,25,23,48,897,R,0.0012161954241341867,0.0004882040774830171,985.0,1029.0,0.0636943690599078,0.013604883097549309,62.0,111.0
647,14818307,LHN,,LHN,138.0,60.0,198.0,47,25,72,660,L,3932136,LHN,,LHN,147.0,160.0,307.0,54,57,111,660,R,0.017579035050259734,0.007986600007053344,15.0,70.0,0.06346019611135159,0.013752912351806354,63.0,107.0
850,16959698,unk,,unk,36.0,63.0,99.0,16,33,49,866,L,17658907,unk,,unk,29.0,142.0,171.0,16,57,73,866,R,0.01588968009495546,0.004680424626789849,27.0,234.0,0.06336191456612242,0.0069045469763961064,64.0,213.0
380,10237401,unk,,unk,33.0,16.0,49.0,20,8,28,387,L,5858788,unk,,unk,35.0,5.0,40.0,8,1,9,387,R,0.0021994620005084437,0.0010085573695169869,814.0,862.0,0.0633073175787358,0.026398581939943995,65.0,42.0
732,16098538,LHN,,LHN,91.0,39.0,130.0,34,25,59,746,L,8670503,LHN,,LHN,59.0,71.0,130.0,24,36,60,746,R,0.011905105661387102,0.005819879270249007,80.0,147.0,0.06296681564220552,0.016630366892404092,66.0,84.0
54,3944330,dSEZ,,dSEZ,26.0,10.0,36.0,11,10,21,56,L,15732050,dSEZ,,dSEZ,25.0,10.0,35.0,12,6,18,56,R,0.0010328191111583164,0.0004299467183656035,1024.0,1052.0,0.06260838488172078,0.007472829536985676,67.0,200.0
700,15639216,unk,,unk,99.0,189.0,288.0,35,84,119,713,L,15639331,unk,,unk,82.0,186.0,268.0,32,77,109,713,R,0.01015496165770192,0.004877481647241042,134.0,213.0,0.060061246939179816,0.007778476944507314,68.0,190.0
420,10716080,dVNC,,dVNC,61.0,55.0,116.0,19,20,39,427,L,3595837,dVNC,,dVNC,37.0,46.0,83.0,16,26,42,427,R,0.0015191151302089147,0.000699782287677264,930.0,954.0,0.05941484854293056,0.007001610498616161,69.0,211.0
980,17740547,dSEZ,,dSEZ,14.0,40.0,54.0,9,16,25,997,L,13580849,dSEZ,,dSEZ,12.0,45.0,57.0,8,16,24,997,R,0.001698243777641714,0.0008844257792822868,901.0,894.0,0.05675410743762079,0.016328091976167552,70.0,87.0
512,11934107,unk,,unk,16.0,83.0,99.0,9,40,49,523,L,3844961,unk,,unk,22.0,79.0,101.0,17,43,60,523,R,0.006677759447443108,0.00087455623029825,308.0,900.0,0.05639521315313799,0.0013450451622164183,71.0,640.0
868,17105842,unk,,unk,18.0,43.0,61.0,15,23,38,884,L,13849274,unk,,unk,19.0,41.0,60.0,10,22,32,884,R,0.0024164182262587804,0.0011905327235830147,776.0,819.0,0.05632572602914809,0.015180275191486396,72.0,100.0
616,14319498,LHN,,LHN,60.0,85.0,145.0,32,26,58,628,L,17942676,LHN,,LHN,94.0,177.0,271.0,40,55,95,628,R,0.011632309927294813,0.004793012335462978,85.0,221.0,0.05628604838974423,0.009275855413353237,73.0,162.0
1123,12371688,LHN,,LHN,40.0,46.0,86.0,20,26,46,1148,L,9811608,LHN,,LHN,108.0,68.0,176.0,43,30,73,1148,R,0.005558857630183941,0.002574414762921725,405.0,521.0,0.05581386383269354,0.011553161175153589,74.0,129.0
624,14451162,unk,,unk,57.0,37.0,94.0,42,19,61,636,L,17278502,unk,,unk,71.0,53.0,124.0,31,27,58,636,R,0.00681513924139816,0.0051019043133246015,298.0,191.0,0.05526650777530874,0.028677680367721687,75.0,35.0
540,12389097,unk,,unk,38.0,111.0,149.0,15,31,46,552,L,15674269,unk,,unk,26.0,101.0,127.0,8,36,44,552,R,0.003772197890167604,0.001862378672683437,593.0,656.0,0.05500830237226819,0.016651963481819156,76.0,83.0
777,16486385,CN;LHN,,CN;LHN,174.0,222.0,396.0,49,65,114,791,L,11178891,CN;LHN,,CN;LHN,242.0,197.0,439.0,53,68,121,791,R,0.032661192920658,0.008635164037212562,1.0,48.0,0.05473397412832526,0.004917368896507699,77.0,280.0
739,16316916,unk,,unk,47.0,163.0,210.0,20,50,70,753,L,5592307,unk,,unk,65.0,140.0,205.0,21,52,73,753,R,0.011008862174510263,0.004840412451920865,103.0,215.0,0.05438210264713163,0.012872561582814395,78.0,118.0
747,16366055,unk,,unk,19.0,24.0,43.0,15,20,35,761,L,17654645,unk,,unk,47.0,20.0,67.0,33,15,48,761,R,0.0020498640250253665,0.0014071123834441053,845.0,770.0,0.054100851180731976,0.028568225323847923,79.0,37.0
1050,20139548,dSEZ;dVNC,,dSEZ;dVNC,36.0,29.0,65.0,18,10,28,1069,L,17380345,dSEZ;dVNC,,dSEZ;dVNC,47.0,19.0,66.0,20,10,30,1069,R,0.0021092042172979543,0.0007769896215705946,834.0,929.0,0.053469516495999125,0.008226737157442064,80.0,179.0
121,5053417,unk,,unk,14.0,136.0,150.0,9,49,58,123,L,16188942,unk,,unk,26.0,154.0,180.0,18,53,71,123,R,0.01695477784334236,0.008687986397502706,19.0,45.0,0.05235477946529893,0.011934722547857523,81.0,127.0
1085,9835169,sens,vtd,sens-vtd,8.0,7.0,15.0,3,3,6,1106,L,9503203,sens,vtd,sens-vtd,11.0,37.0,48.0,9,16,25,1106,R,0.0005512102253709802,0.0001814228355165984,1095.0,1119.0,0.05190611252685576,0.019106487156856825,82.0,70.0
58,3945232,unk,,unk,51.0,126.0,177.0,24,45,69,60,L,11637003,unk,,unk,31.0,84.0,115.0,15,33,48,60,R,0.005699671217363838,0.00310676032698723,385.0,441.0,0.05150832566993783,0.017151063303077342,83.0,80.0
1047,19884188,unk,,unk,39.0,47.0,86.0,14,30,44,1066,L,10945581,unk,,unk,70.0,148.0,218.0,28,60,88,1066,R,0.016282992070633485,0.007893093452729427,24.0,73.0,0.05127417039455929,0.011517097864238046,84.0,130.0
184,6633635,unk,,unk,36.0,87.0,123.0,25,47,72,188,L,9241349,unk,,unk,63.0,77.0,140.0,25,37,62,188,R,0.002242669488552378,0.0005192473811059735,806.0,1022.0,0.05123857777030271,0.0037209149861224815,85.0,342.0
499,11717030,unk,,unk,29.0,29.0,58.0,21,20,41,509,L,9606496,unk,,unk,47.0,24.0,71.0,22,18,40,509,R,0.0009541017496403154,0.0003736528306651381,1039.0,1072.0,0.05114431640971559,0.0052530060387326084,86.0,268.0
663,15431408,unk,,unk,35.0,36.0,71.0,30,20,50,676,L,16714214,unk,,unk,66.0,45.0,111.0,43,24,67,676,R,0.003967621897513166,0.004229093084128704,564.0,294.0,0.05007971393332879,0.021181430684525236,87.0,61.0
731,16095576,LHN2,,LHN2,64.0,36.0,100.0,22,22,44,745,L,20370716,LHN2,,LHN2,132.0,107.0,239.0,43,45,88,745,R,0.010738225599954323,0.004396601920544917,116.0,275.0,0.04902261967313301,0.010019177592634486,88.0,151.0
925,17360254,unk,,unk,41.0,101.0,142.0,24,53,77,942,L,4393350,unk,,unk,26.0,76.0,102.0,13,43,56,942,R,0.0011131948458056318,0.0003192263399013902,1013.0,1086.0,0.04900675542591908,0.009088125775958949,89.0,164.0
608,14133114,CN;LHN,,CN;LHN,113.0,117.0,230.0,40,38,78,620,L,17166682,CN;LHN,,CN;LHN,121.0,106.0,227.0,47,37,84,620,R,0.01203330340145454,0.006261434731702622,77.0,130.0,0.04803059157173528,0.010592062765621415,90.0,144.0
927,17360266,unk,,unk,37.0,83.0,120.0,17,27,44,944,L,14755393,unk,,unk,34.0,69.0,103.0,18,24,42,944,R,0.0034553885473134565,0.0016318012251691893,637.0,717.0,0.04764607806641427,0.008617118301563687,91.0,174.0
122,5080991,unk,,unk,12.0,61.0,73.0,9,15,24,124,L,10959064,unk,,unk,15.0,64.0,79.0,10,16,26,124,R,0.0009898374783649507,0.0005493276105200343,1034.0,1006.0,0.04684983158086655,0.02505679348694011,92.0,45.0
863,17075832,dSEZ;dVNC,,dSEZ;dVNC,23.0,1.0,24.0,13,1,14,879,L,14039007,dSEZ;dVNC,,dSEZ;dVNC,33.0,0.0,33.0,14,0,14,879,R,0.0007751298207461945,0.00039501384822322906,1068.0,1063.0,0.04593380798376768,0.012647181392428352,93.0,120.0
573,12869029,unk,,unk,75.0,37.0,112.0,34,23,57,585,L,13953356,unk,,unk,94.0,70.0,164.0,42,27,69,585,R,0.012807382708490382,0.008788645333437952,60.0,43.0,0.045752073484014374,0.012179505246633072,94.0,123.0
450,10982951,unk,,unk,38.0,57.0,95.0,22,27,49,457,L,8697453,unk,,unk,36.0,75.0,111.0,19,35,54,457,R,0.0017812792285812455,0.0006870008027665424,888.0,959.0,0.045404592244583666,0.009076411085444715,95.0,165.0
722,16014607,unk,,unk,17.0,14.0,31.0,9,11,20,736,L,3122533,unk,,unk,21.0,15.0,36.0,9,11,20,736,R,0.0009844465146909582,0.0002389805870742951,1037.0,1107.0,0.04441603030072284,0.003247488337995338,96.0,379.0
576,12923749,unk,,unk,15.0,32.0,47.0,12,18,30,588,L,2878185,unk,,unk,28.0,15.0,43.0,14,8,22,588,R,0.0015341504510245547,0.0005461580217968398,928.0,1008.0,0.04382732627154146,0.011149852151983084,97.0,136.0
1087,7340629,sens,vtd,sens-vtd,16.0,20.0,36.0,11,10,21,1108,L,7331555,sens,vtd,sens-vtd,9.0,12.0,21.0,5,8,13,1108,R,0.00031460042964178006,0.0001353832793857949,1127.0,1126.0,0.04335859412433436,0.005591427115200795,98.0,249.0
1013,18440675,dSEZ,,dSEZ,22.0,27.0,49.0,9,10,19,1031,L,12335381,dSEZ,,dSEZ,16.0,22.0,38.0,8,9,17,1031,R,0.0003956909424069165,0.0002895572104165221,1115.0,1094.0,0.043214335605144504,0.018407042618439624,99.0,73.0
1036,19268007,unk,,unk,117.0,44.0,161.0,55,24,79,1055,L,13411394,unk,,unk,144.0,45.0,189.0,61,23,84,1055,R,0.009714423578451427,0.009978307966742862,150.0,26.0,0.043166040037712676,0.033629636003791666,100.0,25.0
755,16424131,dSEZ,,dSEZ,19.0,3.0,22.0,7,1,8,769,L,13167025,dSEZ,,dSEZ,19.0,13.0,32.0,10,4,14,769,R,0.0001466919507259899,7.134149305577518e-05,1136.0,1137.0,0.043064299517943605,0.0045988474898902,101.0,297.0
218,7694589,LON,,LON,29.0,29.0,58.0,5,11,16,223,L,8271034,LON,,LON,16.0,12.0,28.0,3,6,9,223,R,0.0009197720331717674,0.0004169970119170614,1045.0,1056.0,0.04300448623368716,0.013020300055561186,102.0,117.0
589,13718916,CX,,CX,72.0,65.0,137.0,34,35,69,601,L,15673454,CX,,CX,68.0,67.0,135.0,27,29,56,601,R,0.009984845571661526,0.008671371038523059,140.0,47.0,0.04203602627320949,0.01544844643388767,103.0,97.0
590,13736919,dVNC,,dVNC,24.0,2.0,26.0,12,2,14,602,L,17877682,dVNC,,dVNC,24.0,3.0,27.0,8,2,10,602,R,0.0004895250755260149,0.0004531452781891432,1106.0,1042.0,0.04063431817028923,0.018949623162398913,104.0,71.0
222,7845346,uPN,,uPN,156.0,143.0,299.0,17,36,53,227,L,8245513,uPN,,uPN,179.0,216.0,395.0,25,65,90,227,R,0.027012448260367902,0.01326325089138939,5.0,8.0,0.03999709065229225,0.012387593754233407,105.0,122.0
