,skid_left,class1_left,class2_left,merge_class_left,In edgesum_left,Out edgesum_left,Total edgesum_left,In degree_left,Out degree_left,Total degree_left,Pair ID_left,hemisphere_left,skid_right,class1_right,class2_right,merge_class_right,In edgesum_right,Out edgesum_right,Total edgesum_right,In degree_right,Out degree_right,Total degree_right,Pair ID_right,hemisphere_right,flat_diff_euclidean,color_diff_euclidean,rank_flat_euclidean,rank_color_euclidean,flat_diff_cosine,color_diff_cosine,rank_flat_cosine,rank_color_cosine
847,16952648,dVNC,,dVNC,13.0,9.0,22.0,8,5,13,863,L,5900426,dVNC,,dVNC,34.0,15.0,49.0,22,9,31,863,R,0.0014915087086449957,0.0011281951775770783,937.0,834.0,0.015553617508174269,0.021977516705726733,248.0,57.0
339,9447255,LHN,,LHN,125.0,202.0,327.0,47,68,115,344,L,16295025,LHN,,LHN,168.0,117.0,285.0,57,53,110,344,R,0.017114055828484947,0.009618184644175002,18.0,31.0,0.01553973128810108,0.00487583468398529,249.0,283.0
914,17359101,dSEZ,,dSEZ,29.0,9.0,38.0,8,2,10,930,L,865151,dSEZ,,dSEZ,22.0,13.0,35.0,5,3,8,930,R,3.112486035122928e-06,3.7122608622001104e-06,1151.0,1150.0,0.015360510089897679,0.03236305431781835,250.0,29.0
899,17315288,unk,,unk,113.0,188.0,301.0,49,65,114,915,L,5326407,unk,,unk,75.0,200.0,275.0,33,57,90,915,R,0.005757332772625657,0.0033825023228286986,379.0,396.0,0.015241926585774461,0.00441200830084477,251.0,302.0
387,10323628,unk,,unk,116.0,213.0,329.0,44,97,141,394,L,8370111,unk,,unk,62.0,212.0,274.0,37,86,123,394,R,0.00853595093539323,0.010310163117276859,191.0,23.0,0.015222766478441034,0.012725558283449519,252.0,119.0
202,7130033,dSEZ,,dSEZ,69.0,74.0,143.0,27,30,57,206,L,5996485,dSEZ,,dSEZ,85.0,55.0,140.0,26,25,51,206,R,0.002954500426519423,0.004739557211036609,705.0,226.0,0.015132741653389905,0.01730885369580544,253.0,79.0
100,4523584,RG,,RG,45.0,2.0,47.0,15,2,17,102,L,2659386,RG,,RG,35.0,0.0,35.0,13,0,13,102,R,0.0007960882870697605,0.0005070214842783031,1061.0,1026.0,0.015104783587586391,0.001360939719965501,254.0,637.0
878,17165286,unk,,unk,103.0,86.0,189.0,44,40,84,894,L,13046847,unk,,unk,75.0,94.0,169.0,30,35,65,894,R,0.010737291351638246,0.00396042959246933,117.0,321.0,0.015066623422863207,0.0024410366617375625,255.0,464.0
480,11263687,unk,,unk,56.0,117.0,173.0,21,50,71,489,L,6692908,unk,,unk,75.0,139.0,214.0,35,51,86,489,R,0.0014149850872330668,0.0007738749141706345,949.0,930.0,0.01496899061712234,0.003219961930786634,256.0,383.0
482,11291653,unk,,unk,68.0,91.0,159.0,37,50,87,491,L,8412625,unk,,unk,90.0,122.0,212.0,38,34,72,491,R,0.0026862732717508582,0.0007401061429960387,734.0,944.0,0.01487405484815203,0.0014833792079935065,257.0,613.0
610,14162492,LHN2,,LHN2,93.0,116.0,209.0,44,44,88,622,L,2854715,LHN2,,LHN2,165.0,114.0,279.0,72,47,119,622,R,0.010841091922920027,0.005236114485204238,110.0,183.0,0.014866112193894315,0.00256830690047946,258.0,446.0
227,7865696,uPN,,uPN,87.0,35.0,122.0,17,13,30,232,L,8252067,uPN,,uPN,99.0,100.0,199.0,28,52,80,232,R,0.012654508634079046,0.006904840605300968,66.0,100.0,0.014791806445459198,0.003474568832308179,259.0,363.0
621,14434314,unk,,unk,101.0,170.0,271.0,49,94,143,633,L,13369670,unk,,unk,118.0,181.0,299.0,55,102,157,633,R,0.010790249040272626,0.00563564039964963,113.0,161.0,0.014724445167323161,0.0066885509710127924,260.0,220.0
683,15576292,unk,,unk,60.0,95.0,155.0,34,42,76,696,L,17384874,unk,,unk,109.0,119.0,228.0,58,45,103,696,R,0.006520064065494688,0.00346818368021825,320.0,385.0,0.014592482212434522,0.0067197138966115285,261.0,218.0
790,16547268,unk,,unk,22.0,55.0,77.0,15,18,33,804,L,15732485,unk,,unk,26.0,66.0,92.0,13,26,39,804,R,0.001352854638270774,0.000581207218721897,960.0,992.0,0.014506849625120617,0.004728268278271148,262.0,289.0
613,14270761,unk,,unk,35.0,62.0,97.0,17,21,38,625,L,9103710,unk,,unk,43.0,83.0,126.0,18,25,43,625,R,0.0012296419264533826,0.0005413871348891086,982.0,1010.0,0.0144605828257349,0.004752301471793137,263.0,287.0
410,10583715,unk,,unk,124.0,62.0,186.0,55,34,89,417,L,11306294,unk,,unk,121.0,63.0,184.0,60,31,91,417,R,0.004758597757207055,0.0023518875871439728,485.0,557.0,0.014459455304340285,0.0036454695299805986,264.0,346.0
772,16468935,unk,,unk,111.0,150.0,261.0,46,79,125,786,L,10781924,unk,,unk,176.0,177.0,353.0,75,103,178,786,R,0.004672516938768725,0.003384380449381853,496.0,394.0,0.014330578851798633,0.01022902267056154,265.0,146.0
240,8012953,unk,,unk,16.0,40.0,56.0,12,24,36,245,L,8254894,unk,,unk,18.0,79.0,97.0,8,29,37,245,R,0.009217427549416493,0.004019731904178934,168.0,315.0,0.014260738481473653,0.007885487294651434,266.0,186.0
810,16676038,dSEZ,,dSEZ,77.0,66.0,143.0,32,18,50,824,L,13645610,dSEZ,,dSEZ,57.0,74.0,131.0,24,19,43,824,R,0.0023949528413004222,0.0013210231348559395,780.0,793.0,0.014243291664430403,0.0035689913911939276,267.0,353.0
399,10459723,RG,IPC,RG-IPC,73.0,0.0,73.0,20,0,20,406,L,2852273,RG,IPC,RG-IPC,49.0,0.0,49.0,16,0,16,406,R,0.0014115445247408368,0.0013413960627818235,951.0,787.0,0.014130935996319285,0.005765352905182628,268.0,239.0
1093,3609202,sens,thermo,sens-thermo,2.0,127.0,129.0,1,11,12,1115,L,3487306,sens,thermo,sens-thermo,3.0,155.0,158.0,1,13,14,1115,R,0.000612491279563653,0.00012866317341950158,1088.0,1128.0,0.014124638947760634,0.00014090714908691977,269.0,1064.0
382,10240382,unk,,unk,17.0,36.0,53.0,10,22,32,389,L,5895651,unk,,unk,24.0,73.0,97.0,11,31,42,389,R,0.0030158247185082276,0.0024665601820462063,694.0,537.0,0.013881799164436588,0.010146353354958795,270.0,149.0
823,16848497,unk,,unk,123.0,115.0,238.0,47,63,110,838,L,9798791,unk,,unk,220.0,112.0,332.0,67,68,135,838,R,0.005042764208451867,0.0018400883852523005,456.0,662.0,0.013869501816686763,0.0016339840015092218,271.0,585.0
838,16933362,unk,,unk,66.0,190.0,256.0,29,45,74,853,L,4234016,unk,,unk,81.0,195.0,276.0,33,58,91,853,R,0.004647620681815942,0.0024907630365923563,497.0,531.0,0.013865433371969698,0.002932047408924546,272.0,403.0
149,5708994,unk,,unk,20.0,87.0,107.0,14,48,62,152,L,17654617,unk,,unk,36.0,116.0,152.0,21,47,68,152,R,0.0028762185564326324,0.0009293951025283353,712.0,885.0,0.013855671831820173,0.0004364300405039093,273.0,929.0
541,12390459,unk,,unk,60.0,69.0,129.0,16,26,42,553,L,19989037,unk,,unk,46.0,57.0,103.0,23,26,49,553,R,0.0009865341177628952,0.0013455915669100852,1035.0,782.0,0.013782453256004076,0.030501322290612788,274.0,31.0
748,16383966,unk,,unk,45.0,59.0,104.0,22,18,40,762,L,7371184,unk,,unk,69.0,61.0,130.0,28,24,52,762,R,0.0020495450274839043,0.0009351568483392935,846.0,881.0,0.013653793090502218,0.0031369583738248795,275.0,386.0
1042,19611917,LHN,,LHN,109.0,71.0,180.0,30,29,59,1061,L,8138616,LHN,,LHN,123.0,84.0,207.0,21,23,44,1061,R,0.004463692736611127,0.002473513581974673,520.0,535.0,0.013624733959300951,0.004748081914390185,276.0,288.0
895,17280216,FB2N,,FB2N,116.0,157.0,273.0,39,39,78,911,L,4337398,FB2N,,FB2N,101.0,154.0,255.0,21,34,55,911,R,0.005259813069661419,0.0027685966205533707,435.0,490.0,0.013491212514718147,0.0041741842719231195,277.0,313.0
887,17177103,unk,,unk,221.0,90.0,311.0,84,35,119,903,L,17177115,unk,,unk,176.0,73.0,249.0,58,27,85,903,R,0.005393361378854697,0.008558452228296135,422.0,51.0,0.013435904209071607,0.024339945455344143,278.0,47.0
933,17373283,dSEZ;CN,,dSEZ;CN,161.0,20.0,181.0,57,12,69,950,L,10339991,dSEZ;CN,,dSEZ;CN,235.0,33.0,268.0,71,13,84,950,R,0.009217648261475744,0.008867573700735423,167.0,42.0,0.013360113357131253,0.020029818961131592,279.0,67.0
493,11656349,unk,,unk,51.0,153.0,204.0,27,54,81,502,L,16297403,unk,,unk,34.0,140.0,174.0,19,54,73,502,R,0.00947089577466467,0.006607731000737025,160.0,113.0,0.013354410699860337,0.004656125879022052,280.0,295.0
469,11084320,unk,,unk,109.0,130.0,239.0,42,47,89,476,L,8461082,unk,,unk,155.0,130.0,285.0,48,51,99,476,R,0.0033126994815849994,0.0012738577545337612,651.0,805.0,0.01331273580259862,0.001725553636081865,281.0,564.0
237,7952981,vPN,,vPN,63.0,160.0,223.0,13,63,76,242,L,8717219,vPN,,vPN,28.0,30.0,58.0,8,12,20,242,R,0.027029996845715026,0.012173876470207793,4.0,11.0,0.013303218560313686,0.0042791424969072615,282.0,308.0
192,7026287,CN,,CN,256.0,153.0,409.0,104,64,168,196,L,7980369,CN,,CN,294.0,144.0,438.0,94,46,140,196,R,0.014685479162550153,0.00746360991059784,36.0,82.0,0.013249176338669438,0.002754836812362968,283.0,422.0
44,3814701,dSEZ,,dSEZ,151.0,125.0,276.0,55,63,118,44,L,9761454,dSEZ,,dSEZ,193.0,144.0,337.0,56,76,132,44,R,0.008352332844297572,0.003361697343040996,200.0,399.0,0.01319671966432074,0.0022841050720324727,284.0,478.0
302,9006142,dSEZ;CN,,dSEZ;CN,166.0,35.0,201.0,57,12,69,307,L,5783868,dSEZ;CN,,dSEZ;CN,204.0,69.0,273.0,66,17,83,307,R,0.005562846054801626,0.008000067583434193,404.0,68.0,0.013147971995777767,0.027712297336398163,285.0,40.0
257,8216541,dSEZ,,dSEZ,12.0,4.0,16.0,5,3,8,262,L,4541081,dSEZ,,dSEZ,9.0,3.0,12.0,7,2,9,262,R,2.2859235499113302e-05,1.1211389130900831e-05,1149.0,1146.0,0.01299670554421034,0.0037433336436944087,286.0,341.0
525,12281339,LHN2,,LHN2,130.0,114.0,244.0,52,42,94,536,L,9585013,LHN2,,LHN2,185.0,131.0,316.0,71,58,129,536,R,0.0087027184549399,0.00489798516428378,181.0,209.0,0.012990368560684591,0.004239879004867165,287.0,311.0
118,4985759,LHN,,LHN,62.0,73.0,135.0,21,10,31,120,L,9291474,LHN,,LHN,64.0,73.0,137.0,25,20,45,120,R,0.006354057182846386,0.0025838734062537186,334.0,517.0,0.012972335280630654,0.0013324461594555427,288.0,643.0
842,16937815,unk,,unk,100.0,112.0,212.0,36,25,61,857,L,13411525,unk,,unk,98.0,156.0,254.0,30,24,54,857,R,0.0023797201701384507,0.0008238408181818663,782.0,912.0,0.012899261302177842,0.0017108393398580003,289.0,568.0
919,17360022,unk,,unk,36.0,41.0,77.0,16,19,35,935,L,9565674,unk,,unk,72.0,64.0,136.0,38,35,73,935,R,0.0026550214468394283,0.0015679354984585413,738.0,732.0,0.012784500222180329,0.007598740636289196,290.0,198.0
130,5327961,unk,,unk,17.0,110.0,127.0,9,14,23,133,L,6220384,unk,,unk,9.0,82.0,91.0,6,12,18,133,R,0.004468395322884945,0.0018994497518220609,519.0,652.0,0.012738893317335897,0.0053174462003569775,291.0,262.0
526,12293334,LHN2,,LHN2,130.0,100.0,230.0,40,39,79,537,L,13405613,LHN2,,LHN2,139.0,118.0,257.0,51,37,88,537,R,0.00661113209309255,0.0032056195721121817,314.0,423.0,0.01272259295139742,0.003868314317675435,292.0,333.0
362,9822593,unk,,unk,85.0,97.0,182.0,38,48,86,367,L,15023987,unk,,unk,79.0,87.0,166.0,35,38,73,367,R,0.0031747127154440748,0.0014133358399574258,668.0,769.0,0.012581577764494199,0.001960714296107753,293.0,526.0
245,8052161,FB2N,,FB2N,121.0,140.0,261.0,32,37,69,250,L,4152272,FB2N,,FB2N,120.0,123.0,243.0,27,31,58,250,R,0.00455797605364289,0.0018001395542409063,505.0,673.0,0.012461706333610389,0.002229103038831657,294.0,489.0
595,13832416,unk,,unk,22.0,64.0,86.0,8,25,33,607,L,5591201,unk,,unk,44.0,62.0,106.0,22,29,51,607,R,0.003920038490376834,0.0017871024520785745,571.0,675.0,0.0124343896343949,0.005163544468223672,295.0,274.0
365,9927082,LON,,LON,30.0,19.0,49.0,11,12,23,370,L,7874184,LON,,LON,39.0,31.0,70.0,7,14,21,370,R,0.0021086302076482218,0.0007442811020845244,835.0,942.0,0.012396826529791079,0.0033431066434629624,296.0,372.0
1059,11986594,unk,,unk,27.0,85.0,112.0,9,33,42,1078,L,6218461,unk,,unk,31.0,72.0,103.0,12,30,42,1078,R,0.0029616692362035473,0.0014782960547390757,702.0,746.0,0.01239440036184313,0.00022352129234527954,297.0,1019.0
224,7852250,uPN,,uPN,133.0,147.0,280.0,27,45,72,229,L,8247451,uPN,,uPN,147.0,177.0,324.0,24,58,82,229,R,0.014088761185730768,0.00475138710325523,45.0,224.0,0.012319856043660853,0.002004255615469755,298.0,519.0
191,7025831,CX,,CX,33.0,47.0,80.0,20,20,40,195,L,5782947,CX,,CX,35.0,54.0,89.0,14,21,35,195,R,0.002341621933776106,0.0011284674866949979,788.0,833.0,0.012315868373955853,0.003583678930862819,299.0,352.0
102,4570270,LHN,,LHN,105.0,37.0,142.0,32,15,47,104,L,2921933,LHN,,LHN,120.0,162.0,282.0,29,28,57,104,R,0.005515722463689913,0.002521863705346399,413.0,528.0,0.012295943769769967,0.0028633918170391684,300.0,412.0
357,9787592,dSEZ,,dSEZ,9.0,33.0,42.0,3,14,17,362,L,13191017,dSEZ,,dSEZ,7.0,29.0,36.0,3,12,15,362,R,0.0002988447939059378,0.00015143184040288072,1128.0,1124.0,0.012290381342982302,0.0033186286991717735,301.0,375.0
505,11782821,LHN,,LHN,155.0,233.0,388.0,55,96,151,516,L,3913613,LHN,,LHN,141.0,136.0,277.0,48,78,126,516,R,0.015356433334639857,0.0069931805024951365,31.0,96.0,0.012224666236871639,0.005475764319878505,302.0,253.0
715,15825861,LHN2,,LHN2,89.0,93.0,182.0,42,40,82,729,L,10944822,LHN2,,LHN2,61.0,98.0,159.0,25,41,66,729,R,0.010784411954899927,0.006324826483328517,115.0,124.0,0.01216514788573371,0.001702488353544088,303.0,572.0
885,17176911,unk,,unk,195.0,182.0,377.0,66,65,131,901,L,4575178,unk,,unk,184.0,150.0,334.0,63,55,118,901,R,0.015922468521753858,0.007529972976863259,26.0,80.0,0.012135369855310671,0.00319313813329193,304.0,385.0
124,5118060,LHN2,,LHN2,271.0,277.0,548.0,82,115,197,126,L,15605987,LHN2,,LHN2,308.0,238.0,546.0,94,92,186,126,R,0.012041827554191226,0.0041069669520748,76.0,304.0,0.012123079856709563,0.001147962573580842,305.0,680.0
599,13854190,unk,,unk,39.0,130.0,169.0,14,51,65,611,L,5476653,unk,,unk,51.0,148.0,199.0,22,55,77,611,R,0.003568336131714085,0.0028437804697837425,620.0,478.0,0.012091546591422378,0.0057025162022477606,306.0,242.0
186,6729443,unk,,unk,12.0,37.0,49.0,6,12,18,190,L,17937991,unk,,unk,14.0,57.0,71.0,8,18,26,190,R,0.00026552570110343417,0.00010727197535812332,1131.0,1133.0,0.011981899257418206,0.003554403836218705,307.0,355.0
528,12299647,LHN2,,LHN2,119.0,90.0,209.0,54,36,90,539,L,11624548,LHN2,,LHN2,131.0,71.0,202.0,61,31,92,539,R,0.01156390167129716,0.0049979114834446895,86.0,205.0,0.011867340242714967,0.002206910882948071,308.0,491.0
479,11257084,CN,,CN,473.0,358.0,831.0,116,104,220,488,L,7612147,CN,,CN,437.0,302.0,739.0,108,71,179,488,R,0.02087712338590548,0.017666261320160855,7.0,2.0,0.011799001048008647,0.00736441131631493,309.0,202.0
344,9503428,unk,,unk,91.0,38.0,129.0,48,26,74,349,L,10343101,unk,,unk,81.0,31.0,112.0,43,15,58,349,R,0.0037250153123836722,0.0026231442327715876,600.0,510.0,0.011798311625920222,0.006117394201533273,310.0,228.0
24,2979675,unk,,unk,88.0,69.0,157.0,32,29,61,24,L,7422253,unk,,unk,78.0,58.0,136.0,31,29,60,24,R,0.0024931605310381903,0.000638697425844672,766.0,972.0,0.011796294491718488,0.001154362120179205,311.0,679.0
521,12252572,unk,,unk,31.0,43.0,74.0,19,15,34,532,L,16651566,unk,,unk,19.0,70.0,89.0,12,29,41,532,R,0.002704647764310569,0.002186963345204562,732.0,592.0,0.011763579823748182,0.014004634748233814,312.0,106.0
754,16422744,unk,,unk,47.0,78.0,125.0,18,31,49,768,L,15589591,unk,,unk,11.0,77.0,88.0,8,26,34,768,R,0.0015743320578413878,0.0008151985919991241,923.0,917.0,0.011688401341091167,0.008338829743996187,313.0,176.0
1046,19881737,unk,,unk,63.0,72.0,135.0,28,21,49,1065,L,2505266,unk,,unk,28.0,58.0,86.0,9,18,27,1065,R,0.002875976681900335,0.00271542716322139,713.0,498.0,0.011661080641236074,0.0183816819656422,314.0,74.0
69,4110483,dVNC,,dVNC,25.0,4.0,29.0,13,4,17,71,L,17587730,dVNC,,dVNC,46.0,0.0,46.0,21,0,21,71,R,0.0012969947885832877,0.0004529245520152814,971.0,1044.0,0.011563455137462635,0.0026539041325103693,315.0,433.0
1133,16501652,unk,,unk,35.0,31.0,66.0,15,14,29,1162,L,3167039,unk,,unk,59.0,73.0,132.0,30,32,62,1162,R,0.007116395006764529,0.0030639269352886107,274.0,447.0,0.011556447241781767,0.0032069993935837315,316.0,384.0
689,15588711,dVNC,,dVNC,59.0,15.0,74.0,25,6,31,702,L,10945795,dVNC,,dVNC,68.0,4.0,72.0,36,3,39,702,R,0.0010602255042197642,0.00036448840084196265,1019.0,1077.0,0.011532917841944962,0.001749191201274453,317.0,562.0
1104,16561660,dVNC,,dVNC,26.0,29.0,55.0,11,17,28,1127,L,13652117,dVNC,,dVNC,66.0,26.0,92.0,22,15,37,1127,R,0.002681428211354239,0.0021426916227312073,735.0,600.0,0.011430609037080736,0.013089414445860537,318.0,116.0
628,14514597,LHN,,LHN,130.0,92.0,222.0,46,54,100,640,L,13986477,LHN,,LHN,134.0,106.0,240.0,51,53,104,640,R,0.009895387474884347,0.002540015030713697,143.0,525.0,0.011391515020416038,0.00023868941807008348,319.0,1007.0
993,17927604,unk,,unk,59.0,127.0,186.0,30,44,74,1010,L,11605567,unk,,unk,128.0,155.0,283.0,56,56,112,1010,R,0.006368145501386551,0.004888349127002036,331.0,210.0,0.011281759196266741,0.007792852234816421,320.0,189.0
269,8347720,unk,,unk,49.0,27.0,76.0,31,18,49,274,L,18302610,unk,,unk,51.0,29.0,80.0,32,19,51,274,R,0.0015833568445651387,0.000566750841426545,920.0,997.0,0.011263663513425424,0.0008460730498301907,321.0,767.0
1053,20981350,unk,,unk,37.0,23.0,60.0,17,14,31,1072,L,8715940,unk,,unk,89.0,51.0,140.0,24,26,50,1072,R,0.003996394035777138,0.0016767344046908338,561.0,705.0,0.011209105517703115,0.005433627742704509,322.0,255.0
549,12476851,CN;LHN,,CN;LHN,159.0,150.0,309.0,49,39,88,561,L,16070049,CN;LHN,,CN;LHN,175.0,194.0,369.0,40,72,112,561,R,0.014243157370668707,0.00642929466088608,41.0,120.0,0.011174676015913678,0.00203889916875705,323.0,515.0
370,9983417,LHN2,,LHN2,59.0,44.0,103.0,30,29,59,375,L,17658884,LHN2,,LHN2,72.0,57.0,129.0,29,29,58,375,R,0.004376162356704459,0.002114578004631524,526.0,606.0,0.011165826940386737,0.0024698654108378806,324.0,459.0
1031,19088042,unk,,unk,182.0,114.0,296.0,63,34,97,1050,L,8717042,unk,,unk,240.0,115.0,355.0,64,38,102,1050,R,0.0114987016389689,0.0046589814206408325,90.0,238.0,0.011150093511966788,0.0018090234190918588,325.0,553.0
671,15517247,LHN2,,LHN2,60.0,97.0,157.0,42,70,112,684,L,16335254,LHN2,,LHN2,65.0,118.0,183.0,32,67,99,684,R,0.003758317989805035,0.0018380983493028235,597.0,664.0,0.01113558167418275,0.0056878639691115285,326.0,245.0
839,16935790,unk,,unk,44.0,67.0,111.0,19,29,48,854,L,11359482,unk,,unk,40.0,59.0,99.0,17,25,42,854,R,0.0016905919487604916,0.0020055656039597264,902.0,634.0,0.011095826658562947,0.012430879581282302,327.0,121.0
965,17729410,unk,,unk,11.0,27.0,38.0,9,13,22,982,L,1141813,unk,,unk,13.0,39.0,52.0,8,17,25,982,R,0.0005464414722034053,0.0001534939060433047,1098.0,1123.0,0.011094331543455353,0.002238581494748491,328.0,485.0
538,12367568,unk,,unk,68.0,34.0,102.0,27,12,39,550,L,12884490,unk,,unk,75.0,49.0,124.0,29,14,43,550,R,0.0006377433506860851,0.0002825802844589495,1084.0,1096.0,0.011079960707452199,0.002314133218810498,329.0,472.0
976,17732334,dVNC,,dVNC,56.0,11.0,67.0,17,4,21,993,L,16347786,dVNC,,dVNC,51.0,16.0,67.0,27,3,30,993,R,0.0020825759845654493,0.0010535389359237239,839.0,849.0,0.011079266205056906,0.005710684496653608,330.0,241.0
508,11853038,unk,,unk,32.0,323.0,355.0,22,98,120,519,L,12842593,unk,,unk,21.0,258.0,279.0,15,83,98,519,R,0.004456830685775346,0.0034615184054161024,522.0,386.0,0.0110714399736828,0.0036449929091196057,331.0,347.0
115,4901087,unk,,unk,108.0,72.0,180.0,52,31,83,117,L,18133444,unk,,unk,48.0,32.0,80.0,30,18,48,117,R,0.005318674527480932,0.0042767519650864505,430.0,289.0,0.011044570476416356,0.01077068077706357,332.0,140.0
400,10473853,unk,,unk,35.0,98.0,133.0,19,24,43,407,L,16355225,unk,,unk,41.0,76.0,117.0,16,27,43,407,R,0.0016252980849218693,0.0008524364008351075,911.0,906.0,0.010977646681204042,0.002540143058094188,333.0,447.0
374,10100020,unk,,unk,101.0,120.0,221.0,41,47,88,381,L,1868538,unk,,unk,114.0,122.0,236.0,47,51,98,381,R,0.003868733458614695,0.0030245384746433665,577.0,452.0,0.010897403345434174,0.0030976752997920924,334.0,391.0
630,14539753,dSEZ,,dSEZ,88.0,65.0,153.0,30,33,63,642,L,12962772,dSEZ,,dSEZ,61.0,56.0,117.0,29,30,59,642,R,0.003835296068806717,0.002712165485329194,582.0,499.0,0.010805259311432521,0.004391161319692259,335.0,304.0
88,4408362,unk,,unk,79.0,38.0,117.0,30,20,50,90,L,4721087,unk,,unk,76.0,70.0,146.0,33,36,69,90,R,0.006874416467148786,0.0038653846202892444,296.0,333.0,0.010736854742199394,0.004010684724299251,336.0,324.0
1152,11525714,MBIN,OAN,MBIN-OAN,118.0,164.0,282.0,51,43,94,1182,L,12805363,MBIN,OAN,MBIN-OAN,102.0,180.0,282.0,49,63,112,1182,R,0.0073568308154633765,0.003615657116880833,254.0,363.0,0.010716120704133796,0.002590146314650655,337.0,443.0
1084,4363883,sens,vtd,sens-vtd,12.0,9.0,21.0,4,4,8,1105,L,5382876,sens,vtd,sens-vtd,10.0,7.0,17.0,6,6,12,1105,R,6.96095585827725e-06,3.0524870137114965e-06,1150.0,1151.0,0.010597429842555958,0.00428415196654291,338.0,307.0
101,4523803,RG,,RG,34.0,2.0,36.0,11,2,13,103,L,13793212,RG,,RG,32.0,1.0,33.0,9,1,10,103,R,0.00043850809280423006,0.00018484541689937878,1112.0,1117.0,0.010584580776932431,0.0013069352001173003,339.0,649.0
955,17728730,unk,,unk,48.0,15.0,63.0,20,4,24,972,L,17629213,unk,,unk,50.0,46.0,96.0,22,18,40,972,R,0.0026285059204696516,0.0014190671672359933,742.0,766.0,0.010574108040583629,0.003136169293175328,340.0,387.0
987,17804729,unk,,unk,31.0,66.0,97.0,21,42,63,1004,L,11050498,unk,,unk,20.0,51.0,71.0,14,31,45,1004,R,0.0018121695569366342,0.0017679162046002137,885.0,681.0,0.010548789355733224,0.0112928591067421,341.0,132.0
940,17434825,CN;LHN,,CN;LHN,223.0,249.0,472.0,46,89,135,957,L,16485079,CN;LHN,,CN;LHN,194.0,282.0,476.0,45,93,138,957,R,0.014614644710114658,0.005780123290939713,37.0,151.0,0.01052848351547931,0.0017223185670418352,342.0,565.0
721,16007457,unk,,unk,66.0,50.0,116.0,22,20,42,735,L,8840343,unk,,unk,60.0,23.0,83.0,24,12,36,735,R,0.001351301301174507,0.0005839710120511703,961.0,991.0,0.010501087143263591,0.0023392420214283327,343.0,470.0
359,9792178,unk,,unk,128.0,93.0,221.0,38,56,94,364,L,2920061,unk,,unk,95.0,82.0,177.0,39,52,91,364,R,0.004857096825254608,0.00204493265714714,471.0,623.0,0.010439418693063505,0.002965342265520092,344.0,399.0
394,10411574,dVNC,,dVNC,140.0,54.0,194.0,46,29,75,401,L,17379420,dVNC,,dVNC,122.0,80.0,202.0,51,40,91,401,R,0.004039707408809739,0.0028621238547709305,558.0,471.0,0.010408534813044427,0.007048550050029765,345.0,209.0
532,12325227,unk,,unk,54.0,137.0,191.0,33,38,71,543,L,9507904,unk,,unk,97.0,179.0,276.0,52,45,97,543,R,0.004092931242223605,0.003117269551601729,554.0,439.0,0.010367775664024767,0.011133922532173325,346.0,137.0
361,9800031,unk,,unk,107.0,107.0,214.0,39,39,78,366,L,17980698,unk,,unk,109.0,134.0,243.0,47,43,90,366,R,0.004753341414716979,0.002823185484106459,486.0,482.0,0.0102789350581998,0.0053189082617582815,347.0,261.0
669,15514582,LHN2,,LHN2,87.0,173.0,260.0,28,69,97,682,L,8826198,LHN2,,LHN2,126.0,118.0,244.0,40,53,93,682,R,0.007812322744371171,0.004704068392803928,229.0,231.0,0.010180869458499138,0.0029263018765658465,348.0,404.0
337,9436520,unk,,unk,18.0,71.0,89.0,16,25,41,342,L,20536322,unk,,unk,52.0,80.0,132.0,30,33,63,342,R,0.0040595005150788005,0.002704861485069122,556.0,500.0,0.010158298013229913,0.0060825402292992575,349.0,230.0
693,15605301,unk,,unk,81.0,88.0,169.0,42,44,86,706,L,15607335,unk,,unk,67.0,102.0,169.0,38,53,91,706,R,0.0030090412401927243,0.001771157667273849,695.0,679.0,0.010101754275376018,0.0036567594566760983,350.0,345.0
971,17732085,LHN,,LHN,89.0,42.0,131.0,27,20,47,988,L,8698941,LHN,,LHN,175.0,119.0,294.0,43,37,80,988,R,0.0066115156017614845,0.0035598610020130005,313.0,368.0,0.010099016392135202,0.00110447432993287,351.0,689.0
164,5865628,unk,,unk,20.0,30.0,50.0,4,10,14,168,L,10287315,unk,,unk,34.0,19.0,53.0,10,10,20,168,R,0.0009480072896905925,0.0002469773728551027,1041.0,1104.0,0.01003618769535461,0.009338056820735272,352.0,159.0
911,17356467,dUnk,,dUnk,18.0,8.0,26.0,10,5,15,927,L,20242957,dUnk,,dUnk,13.0,6.0,19.0,4,6,10,927,R,0.0034577444750812252,0.0019560404170390466,635.0,641.0,0.0100170468054713,0.0009625161872527589,353.0,729.0
173,6298455,unk,,unk,124.0,90.0,214.0,45,38,83,177,L,6193472,unk,,unk,123.0,105.0,228.0,51,40,91,177,R,0.005062725802895375,0.002022434718842896,452.0,627.0,0.009951913001576409,0.002021635707951842,354.0,517.0
656,15063529,unk,,unk,28.0,45.0,73.0,14,21,35,669,L,3166836,unk,,unk,27.0,49.0,76.0,18,20,38,669,R,0.0033914336687667543,0.0012115252504527447,640.0,816.0,0.009928914100581332,0.0012881779410614548,355.0,655.0
735,16160495,FB2N,,FB2N,171.0,129.0,300.0,67,40,107,749,L,8814922,FB2N,,FB2N,198.0,139.0,337.0,57,41,98,749,R,0.00974428040367023,0.007199563122245534,149.0,89.0,0.009918740283697235,0.007331329383331538,356.0,204.0
