,0-1-0-0-0-0-1-1,0-1-1-0-0---,0-1-1-1-1---,0-1-1-0-1---,0-0-0-0-1-0-0-1,0-1-0-0-1-0-1-1,0-0-1-1-0-0-0-0,0-1-0-1-0-1-0-0,0-1-0-1-1-0-1-,0-0-0-0-0-1-1-0,0-0-1-1-0-0-0-1,0-0-0-0-1-0-1-,0-0-0-0-0-0-0-0,0-0-1-1-0-1-0-1,0-0-0-0-0-0-1-1,0-0-0-1-0-1-0-1,0-1-0-0-0-0-1-0,0-1-0-1-1-1--,0-0-0-0-1-0-0-0,0-0-1-1-0-1-1-0,0-1-0-1-0-0-1-0,0-0-0-0-1-1-0-1,0-1-0-1-0-0-0-1,0-1-0-0-1-0-0-1,0-1-0-1-0-0-1-1,0-0-0-1-0-0-1-,0-0-0-1-0-0-0-0,0-1-0-0-0-1-0-0,0-1-0-0-0-1-0-1,0-0-0-0-0-1-0-1,0-0-0-0-0-1-0-0,0-0-1-0-0-0-1-1,0-1-0-1-0-1-0-1,0-0-1-1-0-1-0-0,0-0-0-0-1-1-0-0,0-1-0-1-0-1-1-,0-1-0-0-1-1-0-1,0-0-1-0-0-1--,0-1-0-1-0-0-0-0,0-0-0-1-0-1-0-0,0-1-1-1-0-1-1-0,0-0-0-1-1-0-0-,0-0-1-0-1-0-1-1,0-0-1-0-1-1-1-0,0-0-1-0-1-0-1-0,0-0-1-1-1-0-1-0,0-0-1-0-1-1-0-0,0-0-1-0-0-0-0-1,0-0-0-0-1-1-1-1,0-0-1-1-1-1-1-1,0-0-1-0-1-0-0-0,0-0-0-0-0-1-1-1,0-1-1-1-0-1-0-,0-0-0-1-1-1--,0-0-0-1-1-0-1-1,0-0-1-1-0-0-1-1,0-1-0-0-1-0-1-0,0-1-0-0-1-0-0-0,0-1-0-1-1-0-0-,0-1-0-0-0-0-0-,0-1-0-0-1-1-0-0,0-0-0-0-0-0-1-0,0-1-0-0-1-1-1-1,0-0-1-1-1-0-0-0,0-0-1-0-0-0-0-0,0-1-0-0-1-1-1-0,0-0-0-1-0-0-0-1,0-0-1-0-0-0-1-0,0-0-1-1-1-0-1-1,0-0-1-1-1-0-0-1,0-0-0-1-0-1-1-,0-0-0-0-0-0-0-1,0-0-1-1-1-1-0-1,0-0-1-0-1-1-0-1,0-0-1-1-1-1-1-0,0-0-1-1-0-1-1-1,0-0-0-0-1-1-1-0,0-0-1-1-0-0-1-0,0-1-1-1-0-0-0-1,0-1-1-1-0-0-1-,0-1-0-0-0-1-1-,0-0-1-0-1-1-1-1,0-1-1-1-0-0-0-0,0-0-1-1-1-1-0-0,0-0-1-0-1-0-0-1,0-1-1-1-0-1-1-1,0-0-0-1-1-0-1-0
0-1-0-1-0-0-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5358217597131865e-07,4.18992328111272e-08,7.593931691834659e-95,3.239154269377406e-127,4.3114418933712874e-16,2.26694595147411e-08,3.548488730733603e-38,6.648989569181954e-57,8.176459534575167e-52,2.063332481158252e-43,1.364883909431286e-10,1.9274659085756015e-26,1.3697186464463714e-51,2.0581625888504792e-26,3.329555577704127e-13,8.410142235458803e-24,2.71211875294697e-11,1.1844953281007878e-33,2.2821046677527112e-20,1.8162018255134663e-23,4.773470114293915e-47,9.176850010997807e-40,7.322795301548519e-43,4.660309732498633e-15,1.115595677554717e-40,2.0563314561436583e-10,0.0031593723208615037,1.890703508744045e-05,3.879682042630014e-92,7.039408903659458e-118,3.3189317559043094e-46,3.48856123009884e-11,2.0207820522631029e-84,7.65332959217451e-26,2.5987381008090318e-37,4.125670395334324e-65,3.816225443504842e-15,1.6077619642171675e-37,1.023919937464166e-45,4.016072122329755e-69,1.1055049179927552e-126,4.301834671014882e-18,6.936560036532305e-43,1.0915802837084904e-24,1.638196232212534e-44,7.106494371691131e-08,9.575847962541629e-26,1.9604519184379568e-47,1.3937324870336828e-45,9.711137551684709e-23,1.7612209316187914e-37,1.2032389989380117e-18,1.4400499673166917e-48,1.96351980495839e-23,2.6402579159775838e-31,1.4839139322703586e-10,5.744395846531856e-46,2.2571223208686804e-44,1.4963816706927564e-42,8.285114885298965e-08,4.4111739118660934e-15,1.0466695382226924e-103
0-0-0-1-0-0-1-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030228099671548037,1.317757249949734e-103,9.04004592558386e-132,1.9474943390926299e-25,2.5758414011445587e-11,9.38906465267717e-50,1.8498176159478092e-53,1.1123964771899553e-62,1.2307847966708642e-46,1.3124289948118792e-10,2.9953252335469363e-27,4.771397465685071e-73,2.550705252890678e-32,1.1979989282619705e-08,2.0552118124312275e-32,5.504071628333785e-08,1.4746707193033551e-46,4.2583975485934534e-30,1.5271985590474857e-33,3.7577499858485354e-61,2.149536845781012e-52,3.845652825856238e-56,2.1124043634630816e-11,6.555655530928019e-60,5.392599349466194e-15,2.6322829896604547e-06,6.01184560526551e-12,1.290231641238239e-98,3.276851142299677e-123,4.410803787342712e-59,2.512248191910465e-23,1.874412303114901e-77,2.453328639420624e-31,5.187943038221715e-48,1.4286012909438676e-61,1.0832076310545376e-12,1.6983393551388935e-40,3.32280794807173e-57,1.417629339367263e-79,4.849518504291519e-124,4.696373464653488e-20,4.071442972874299e-52,9.365374091006896e-35,5.3097885755491185e-55,0.0001389390099333804,1.816565139485703e-36,2.9967421871857565e-59,4.346160073160378e-61,7.635929792123526e-33,2.0260207948933832e-44,2.270380366438194e-16,5.337812319702212e-63,1.582575061539201e-31,5.422856882434664e-39,1.5333768710889965e-17,3.3079022624449236e-58,6.71164578059237e-55,8.214788759630245e-53,0.0004505477039343284,4.465485355583114e-20,9.74500158633699e-109
0-0-0-1-0-0-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9312912074732446e-120,1.8056856760196555e-147,5.257944337379036e-25,7.793879809657873e-07,4.8838778840482744e-57,3.078156584245483e-66,1.23335153133769e-70,1.3012331969020763e-58,2.5038646065648774e-05,5.279948824400167e-36,6.99162593647224e-79,6.778549223753198e-33,0.0002844126594493024,6.798457606461387e-38,4.606975739081023e-06,1.177483894446988e-55,2.536859298116402e-32,9.002931387152755e-37,6.075280967580713e-70,1.9724078704564805e-65,1.001178620768268e-66,1.9159686877770757e-17,4.603899689269917e-68,4.721381553272746e-13,8.811031362786963e-09,2.4608656051132072e-11,6.286421722236845e-117,3.511547450111972e-139,4.194002876561782e-68,2.7881850947048586e-24,5.497826336863661e-96,2.6836848092364402e-42,5.960285535625088e-54,3.785342781906312e-77,4.797016185667478e-11,3.962031224155039e-53,3.4859325795829435e-71,1.1983006268115332e-91,4.422104060373318e-140,2.697835959340891e-12,4.824135651140658e-60,7.833178852182993e-44,7.057104266053599e-64,0.0005058554809904163,8.988444012770715e-40,1.5542908526122572e-68,2.023292725925439e-73,5.638506975666081e-37,8.788695743251244e-56,5.380568306099386e-27,7.516611868932699e-72,2.6843696547608852e-36,3.3011559229527827e-48,5.3026397819639945e-18,1.1022547812092776e-65,2.814749652663751e-67,1.097494796077714e-61,6.5787378478930175e-06,1.6337169562077796e-22,4.005217065489676e-127
0-1-0-0-0-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3931084671746678e-20,7.116375147357156e-122,1.4638084964353117e-117,5.653966429063123e-63,2.124767909428719e-70,6.978705667968158e-136,1.243448511087016e-136,4.1913720123388725e-124,2.164496957822346e-74,4.073773578750302e-126,3.5327831616300936e-11,1.6114572072483445e-110,3.1243449032129313e-40,1.102362114711329e-104,7.039910017524443e-104,2.2627582286835902e-54,9.831359157112545e-121,7.455135737622718e-125,2.28354272309639e-62,1.7097462527732622e-99,9.775095096618841e-136,3.755396682801169e-95,3.588714422094518e-77,3.5421505208589476e-86,5.436352676531539e-44,1.0181051958344615e-18,2.639709360983847e-10,7.958167315402199e-125,3.8942416266998e-74,5.110791551384223e-69,1.0078840526925978e-53,9.511326815815102e-59,8.12971547462956e-62,1.9558330977975656e-136,2.2228339051770355e-52,3.618681135465726e-50,5.026648787807234e-137,9.287907964743038e-98,8.842436825811299e-138,2.693145414119603e-124,1.3588673188759986e-70,1.5265912087351088e-131,2.2747540973411955e-105,2.443149092983215e-28,6.942478072677784e-130,9.127921665395888e-48,3.9804016426263775e-31,1.2724601058208417e-66,5.7034194649251185e-120,1.2008166538991434e-122,3.7013949953810236e-37,1.1749398388362495e-52,2.2138932748790634e-19,5.736976637696822e-65,3.2892500079539704e-52,9.951245669371492e-129,7.6155829193037395e-121,4.819170190916689e-39,7.278125207553178e-33
0-1-0-0-0-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5533487702387714e-153,9.522085196197631e-145,1.1947232307465325e-99,3.593491212815769e-82,7.674516484476421e-168,3.350471360728511e-173,2.0316134833799793e-151,1.2668335992586707e-99,1.1164957835336435e-167,6.206769221823053e-15,6.617299719875655e-134,9.755313449249862e-76,2.004911077820876e-127,6.510374400253564e-147,5.546401792842127e-87,9.211566235376407e-160,2.1663188163830732e-162,6.659206958659638e-107,3.262352328904813e-144,3.069870550682522e-168,6.401673109986606e-140,1.795227138827252e-105,2.6740376807073114e-119,2.746043185012163e-72,3.9375665753145887e-47,7.305250207483244e-13,3.1034443458316935e-162,1.1505513180144854e-105,4.1870284494233155e-74,8.899201639507249e-79,5.705334121333604e-83,1.6012691216377882e-74,3.367004806848741e-164,4.058846214132852e-77,1.5509955083236092e-82,1.4339529867465374e-175,3.0070499457896583e-100,3.426584108818505e-163,4.935680308825816e-156,2.422800337814805e-108,4.826950569756899e-168,4.211819316432545e-132,2.201059726509757e-59,6.363902030092349e-167,1.239657030997482e-93,3.983789058179092e-54,4.598194232525506e-103,3.722024402780828e-158,3.229923049990918e-159,6.649241242761511e-69,3.9805917281233744e-91,2.343106422970432e-31,6.092220813140643e-106,8.715584071638197e-93,1.7481624946710462e-165,4.0442758942850755e-152,7.475840917798281e-67,1.462539751278258e-63
0-0-0-0-0-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.313003792661874e-12,8.084552338060453e-35,2.4752391589582642e-77,1.018562089536311e-26,2.9975411983595955e-44,3.506984755919904e-20,4.049763383019621e-59,1.1295944866296438e-42,1.1171898220959498e-37,2.28060482322107e-24,9.628590616037754e-36,2.4036141769776164e-26,1.4410998930345097e-23,5.104019957711478e-16,3.4422223136663532e-18,1.0987504966376787e-24,4.704589848180803e-46,3.142195564148052e-38,2.2726108642732366e-25,3.518321710403872e-38,1.547898624718692e-17,4.6926916367642524e-23,4.7095531878132815e-06,4.522314291374738e-112,6.5808025181317465e-143,3.3582437591884225e-24,2.1189476167409125e-30,5.2104861027065005e-111,2.3111021228817406e-52,5.305337140571528e-70,7.755963601767778e-98,2.3012494145614325e-13,7.817597898577682e-73,2.3690407260928065e-64,2.766423070272028e-57,2.7130362843225603e-159,3.6792520161416e-25,1.582023014870264e-17,9.891467431962235e-27,2.1484564720862822e-21,2.6325001238602396e-31,1.2049880519472522e-26,2.5469474723996882e-24,1.6071222897141456e-59,3.215707852322079e-31,3.4930420434927875e-54,1.8068197007571656e-38,3.763426079233813e-26,1.2584118228547268e-31,8.496008320162564e-49,1.1866739715269817e-17,6.318806697287724e-44,1.794606232058652e-65,2.259556102188196e-20,1.530962116935881e-28,4.343984710882197e-17,3.571548104454928e-120
0-0-0-0-0-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.967205976190115e-50,4.584688080673697e-69,1.7074367117941466e-54,1.3451323454069945e-52,0.00014795520079611055,2.4762685807000193e-42,1.239431819837797e-62,4.556208781285694e-34,8.159283024371946e-08,1.8546271436443988e-36,5.286852551985936e-09,7.00598244111057e-44,8.414811362551915e-27,6.901496065565404e-26,1.4852712816260644e-53,2.3796162149399043e-59,1.1031853371306471e-57,4.869110951408116e-17,3.3831894912146244e-55,3.674126109878782e-11,5.708463336292389e-12,2.6602181825390902e-08,7.008631268473551e-114,2.722479172265746e-136,1.0026490689157308e-52,3.526032841080589e-24,5.151260853042393e-100,9.231469213892128e-45,9.093640197112489e-57,6.394707006216668e-84,7.929218366597163e-06,1.703882574147365e-60,5.981547270738114e-68,1.272227299371007e-80,7.817647167439785e-145,6.338752912710915e-08,3.6883407306796643e-45,4.116696760998086e-39,3.712034881926138e-49,1.7015352276542676e-12,1.6731719498038636e-35,2.6109768254403844e-53,1.4018207154311844e-67,3.4357393022070834e-34,5.060381080459732e-54,2.828517081551863e-30,3.263653710682582e-55,1.1269074888716618e-34,1.4940048565499367e-48,1.1387258099809708e-16,9.675856752846038e-59,7.810289523221772e-66,3.94955588054367e-47,6.910319492334309e-12,1.1083103972050975e-20,1.1219352078784394e-123
0-0-1-0-0-0-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.988144196885664e-59,6.625966117406685e-38,1.1042647153537664e-53,3.752511743041778e-56,1.4460492403549065e-57,1.395154324666776e-34,1.4246226187797666e-26,1.0763301051914693e-53,2.5219463622896486e-21,4.382788118357449e-56,1.6077113442465766e-14,6.365818331473009e-05,1.6380778643284186e-31,1.2841546242399233e-21,1.172045443706212e-08,6.728211847747824e-17,7.765543579340176e-59,1.0447787064392186e-21,1.0992064868717234e-35,2.215189764407089e-40,1.3372936496888775e-10,2.3068901258181343e-46,4.035188594496643e-87,6.05477968107681e-21,4.765158907707272e-35,6.040153247108891e-78,2.4887126384846466e-43,7.494102559899794e-57,2.125883693137384e-71,3.010118325676677e-55,2.247473694086671e-53,6.348158809600137e-33,6.941442420333501e-41,5.799940193808036e-122,3.1280748120503655e-67,2.0288284984327172e-24,4.1162581498612435e-14,2.7526996189130973e-26,1.9203195858574846e-55,1.1772217219647987e-06,4.0108110517309684e-24,1.352792760060391e-18,1.4490320554434048e-19,4.374545576175695e-43,7.463189936357947e-55,5.2953915520422514e-20,3.050599465110603e-16,2.615282731917496e-29,6.112289893153573e-16,4.487268568743763e-09,3.4216333266697456e-36,2.720188897879235e-25,1.7724227546572955e-57,5.194663362010584e-12,2.5383013307998314e-50
0-1-0-1-0-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6859092830084506e-93,1.9844403746319773e-88,7.463355506459167e-69,4.0471740670977824e-23,2.4872878032308e-92,1.889286428437738e-15,9.010212359335984e-56,4.799187536678477e-43,2.0238874272212477e-61,1.0477968853663934e-81,1.5011372719590325e-38,2.127540064845464e-80,6.760272821339655e-92,4.545723227296333e-74,4.530077745968044e-81,6.535031557865999e-78,3.525941273800433e-82,6.468137629931179e-38,1.7148390573873162e-57,3.143621570631538e-26,3.6640714243250564e-83,2.8426986723303084e-78,1.8861320129383856e-91,9.23605592068023e-52,2.7833713061142103e-06,1.1252278613227988e-26,4.198679249156624e-30,4.774336147353772e-10,6.649233814445639e-78,5.965706536086062e-27,1.1363123354465704e-57,4.0564480396511106e-98,1.0712089302445288e-32,1.9188921610913645e-79,1.1705735976475658e-90,9.60265452974603e-62,2.2246623531917045e-91,1.3548365575311726e-54,5.1280621690118606e-37,1.5910287974592588e-92,8.000651881768362e-73,1.740014198109428e-32,1.0348418511774063e-64,5.313412188875375e-73,1.552031661504774e-92,2.263240595032962e-37,4.953488875149678e-52,1.2739581906086988e-17,3.014623829719098e-62,3.2651703251285013e-66,3.476199301046146e-90,3.775168189245717e-68,6.643622022234053e-28,7.955277565640505e-92
0-0-1-1-0-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.628002265320762e-37,4.5871260669428426e-66,8.030694678353258e-85,4.8448972705494255e-42,3.774513772305589e-54,5.268255529633463e-69,6.229910116143374e-46,5.084450372814056e-70,5.617161360595326e-18,6.438934596144e-17,1.5408350219882235e-22,2.609971448201412e-11,1.1705621200847435e-46,6.941762216390516e-26,1.6248967838319955e-53,2.752475894222598e-36,7.82023120991133e-47,3.023345175353933e-56,2.0246474581219925e-17,4.031236668386666e-122,2.1276619825732004e-156,1.3067212660313635e-09,4.765043341890771e-66,2.1662421347453672e-122,2.5671752647964996e-71,9.376043280636656e-105,4.111835729956723e-115,7.205891935947614e-49,5.278942638710917e-98,1.1727967176090216e-59,2.527553465616632e-26,6.39399750059368e-176,8.463904799721907e-79,6.0863208115847765e-21,4.349119799306692e-29,8.648347069193067e-07,9.784630535649198e-76,1.7992391978969704e-30,2.035962382465804e-07,1.7806072729303358e-64,1.1342227253253047e-33,5.848144116830029e-57,3.1950023983201796e-63,1.3946577267327073e-16,4.0719656830766065e-37,9.759911589942162e-60,5.208323058064509e-34,8.808973410431467e-39,4.40271113410686e-75,4.1821959968501224e-07,2.2425261687916837e-67,3.937104023847654e-18,3.984356819540877e-130
0-0-0-0-1-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4156689586389364e-61,3.5622426919804765e-60,6.189471909384563e-62,1.5967943511925587e-57,7.535936658810709e-65,1.3729771108978127e-33,1.6871475504594848e-60,7.875236368421952e-32,8.36288082972001e-30,6.398540756539588e-27,3.347066481332216e-45,2.2404173218573047e-49,1.8266323463120981e-35,1.4865485953872218e-25,2.5821663457864496e-48,4.766024665061634e-45,6.782363394618274e-40,5.903794179800786e-22,1.826192053271097e-123,2.0574802604512192e-160,9.70416369998551e-44,2.9928458402448873e-61,3.693522008524144e-114,7.735670104391902e-55,1.4424554786342976e-96,3.1743742187188283e-102,7.608411069157797e-49,2.5221370347460136e-81,1.0244831789499849e-48,7.81001620603354e-32,1.756330006792573e-175,3.727792519749356e-76,3.6694272500298555e-55,2.4012951186941022e-36,4.1355903868465955e-37,4.4592201122321596e-61,6.141759345072347e-42,9.613695611350913e-40,2.1299628809642592e-62,1.781253158216057e-33,1.390946038068547e-30,3.856051230928849e-23,3.519982109492681e-53,9.471578264098762e-28,9.329506627304288e-40,2.337629551318183e-37,3.028514073331931e-51,5.913343581086179e-53,6.758385949345322e-36,2.12756105806452e-44,2.335341607726066e-11,2.874338718159924e-134
0-1-0-1-0-1-1-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.040770939979763e-42,1.6201715349403539e-71,3.076184428831159e-35,0.00016814877716803795,1.1721461548140712e-40,2.0118381195542448e-07,1.1462896437531201e-53,2.4977292895071587e-31,1.3262800583320617e-32,1.5906603663407976e-64,2.1682853130373472e-67,1.766194363835569e-66,3.5718710911705946e-21,4.1996456416237634e-64,9.786527950635152e-13,5.531038002149605e-14,4.627040767118034e-11,1.0956328089383521e-120,3.411100229854724e-143,2.3642038999349078e-63,5.573455253244068e-25,1.8934706364402653e-100,2.572423418419019e-48,4.252371157449958e-56,5.828968440463873e-84,1.0348240492285434e-09,1.0549731214577044e-61,1.848454126956708e-75,1.1887174131324397e-90,2.9989883919737726e-146,4.72471872096886e-09,6.880661158813856e-55,3.950767613541348e-46,2.666966411488463e-60,9.978225652400196e-10,2.7122165311212427e-40,2.6812502747958545e-64,9.918906141323568e-75,1.0853608923546929e-38,2.8090786495758846e-60,1.4945721192209012e-33,9.415247898070895e-66,1.346933401826775e-38,5.5320384977417565e-53,9.592140797723e-19,3.041712188559506e-65,5.334987912267377e-72,3.310372137447419e-58,1.3131938424065051e-11,1.6449748802964123e-23,1.5485737994257021e-130
0-1-0-0-1-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4984934166536003e-78,7.186919840146266e-15,1.7899903337456306e-39,3.9455021403804553e-25,1.9542738024444743e-35,9.234786545881894e-66,2.8933992607840645e-35,5.603214596436518e-55,7.441257532749848e-84,3.335165882104012e-58,8.532399165123176e-69,1.85112339852165e-41,6.253438345266461e-63,5.922533940278301e-22,1.0639230680592863e-22,3.1067454603297573e-18,4.230448782644797e-87,2.7579330003067195e-94,2.4110088357147058e-83,1.7411005070472754e-27,1.3154442483028105e-32,3.131978609503812e-10,1.6073473627206041e-18,6.366757333303968e-19,4.630268472055644e-54,1.176801763303627e-14,4.990285150248966e-37,6.341480968553122e-88,6.113580025393454e-64,5.608784582636302e-53,3.729454119163245e-85,2.0835276079838696e-44,7.773925841243203e-83,4.7386127556939484e-26,2.6764842845489196e-34,1.8273996026603735e-84,2.703446661123752e-52,1.7711733624804042e-21,1.900280639740254e-36,7.649329760041756e-31,6.79466682572712e-86,3.3495817754307446e-25,1.0741930518732465e-29,1.9756278517142382e-12,5.570650642841363e-59,1.086729241653716e-40,1.326420845222822e-80,3.6529080548009926e-29,1.6604004474650592e-19,1.5718128751244912e-101
0-0-1-0-0-1--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3134470557005807e-56,5.004777555803537e-80,1.495356274259157e-37,1.0126172891677603e-84,1.8689169668856023e-25,2.607151863858325e-18,2.205268324914066e-22,2.700640545062161e-23,1.6271466076022395e-42,1.9789789997891203e-35,4.690493945649933e-71,7.670422113576869e-09,2.2742574313989399e-35,2.852000333266002e-58,3.4085079400597884e-17,8.335741126049556e-113,1.3948891244119231e-154,1.472610720834818e-28,2.2413159102110813e-49,1.942410826054107e-120,1.3789332014647935e-73,1.345552077417587e-80,1.4871238680700082e-113,3.155352378315883e-73,1.1618760267841652e-95,6.360670302644815e-60,9.96187704863669e-45,2.972990841831431e-178,1.0393319281952557e-79,8.344255725939024e-45,5.218669915884043e-44,1.1851070334349538e-39,4.720744199206936e-78,2.1928585733819865e-32,2.8817926143468684e-33,5.392300955389419e-41,6.874455934321933e-35,5.515218679658298e-66,3.092583584773934e-73,2.208007033306619e-22,2.075757161903187e-34,3.0134041605817422e-55,4.857132115426692e-31,9.975108830071394e-34,4.948895699180992e-63,3.278587283263568e-38,9.801308422175185e-73,2.5887973825895193e-20,1.640298069524171e-123
0-1-0-1-0-0-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9277809606576015e-33,3.672704375899833e-19,2.5522372269609996e-30,1.0079137515939114e-36,3.5876826880829755e-27,1.81505367721894e-43,7.207291668962927e-46,3.961102820125979e-24,7.898798583099929e-39,4.423323615122854e-46,2.505203322811742e-37,5.347760615985216e-38,4.636539746821497e-25,1.8107623000983918e-22,1.960954387803166e-18,3.010254626387336e-17,2.47291767728461e-45,3.615949713001154e-21,1.443600247543338e-14,5.705060714114898e-11,1.541828080440223e-15,1.4129342327252994e-12,7.810834260046751e-42,2.0480467944771143e-11,1.6482371823534537e-12,4.47998110994533e-58,2.0146894653501154e-23,3.335079233179156e-44,2.6797322292506433e-40,2.4909847317346215e-25,8.57225678153289e-49,6.0020068418068684e-30,1.1006703095657543e-19,5.0543868696964115e-48,1.9381986134992797e-20,1.597861359644069e-11,1.9398208614549155e-22,7.067645600681299e-40,2.715567230004317e-44,1.2861513852139677e-19,2.2505485495048283e-20,1.736320104628862e-10,2.363455661130575e-30,3.1240850319110853e-19,6.18288952835916e-47,2.434371046559433e-35,2.62214336403725e-24,5.029021471245628e-25
0-0-0-1-0-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3380896835628705e-42,8.02616610093919e-06,4.260984532983014e-55,7.776159885881942e-33,6.9929517281893825e-40,1.0736087784334001e-66,4.1709047462886614e-64,4.3054698167908044e-66,1.670741784912916e-24,6.13587323230708e-70,4.9572444561045305e-18,4.861557582304967e-15,3.292397376108502e-13,7.610263544569162e-106,1.7815455327538246e-126,8.966900660110118e-65,2.208901322221481e-27,3.435323568880841e-82,3.252988045735843e-44,6.4541033347481e-54,2.698933133552486e-69,1.4942077129575295e-10,2.4855917703093144e-52,7.774166719849239e-73,6.490240261317122e-91,5.12313945211148e-125,8.81689372871023e-14,5.117216353849358e-53,5.1435568653471445e-45,3.117039174355081e-61,1.470128634270927e-08,7.483634340020562e-40,1.3926929838266747e-65,1.3890876213507474e-73,4.564716133305779e-40,8.61512259646686e-61,5.09922726935822e-35,2.1557188110855685e-67,2.308993458283255e-39,2.2785446803997734e-52,1.5742063677370996e-19,8.325568289895187e-64,2.294883207414781e-70,2.6857578874463334e-59,3.433405105727013e-13,4.361935077503376e-25,3.311880326328493e-114
