,0-1-0-0-0-0-1-1,0-1-1-0-0---,0-1-1-1-1---,0-1-1-0-1---,0-0-0-0-1-0-0-1,0-1-0-0-1-0-1-1,0-0-1-1-0-0-0-0,0-1-0-1-0-1-0-0,0-1-0-1-1-0-1-,0-0-0-0-0-1-1-0,0-0-1-1-0-0-0-1,0-0-0-0-1-0-1-,0-0-0-0-0-0-0-0,0-0-1-1-0-1-0-1,0-0-0-0-0-0-1-1,0-0-0-1-0-1-0-1,0-1-0-0-0-0-1-0,0-1-0-1-1-1--,0-0-0-0-1-0-0-0,0-0-1-1-0-1-1-0,0-1-0-1-0-0-1-0,0-0-0-0-1-1-0-1,0-1-0-1-0-0-0-1,0-1-0-0-1-0-0-1,0-1-0-1-0-0-1-1,0-0-0-1-0-0-1-,0-0-0-1-0-0-0-0,0-1-0-0-0-1-0-0,0-1-0-0-0-1-0-1,0-0-0-0-0-1-0-1,0-0-0-0-0-1-0-0,0-0-1-0-0-0-1-1,0-1-0-1-0-1-0-1,0-0-1-1-0-1-0-0,0-0-0-0-1-1-0-0,0-1-0-1-0-1-1-,0-1-0-0-1-1-0-1,0-0-1-0-0-1--,0-1-0-1-0-0-0-0,0-0-0-1-0-1-0-0,0-1-1-1-0-1-1-0,0-0-0-1-1-0-0-,0-0-1-0-1-0-1-1,0-0-1-0-1-1-1-0,0-0-1-0-1-0-1-0,0-0-1-1-1-0-1-0,0-0-1-0-1-1-0-0,0-0-1-0-0-0-0-1,0-0-0-0-1-1-1-1,0-0-1-1-1-1-1-1,0-0-1-0-1-0-0-0,0-0-0-0-0-1-1-1,0-1-1-1-0-1-0-,0-0-0-1-1-1--,0-0-0-1-1-0-1-1,0-0-1-1-0-0-1-1,0-1-0-0-1-0-1-0,0-1-0-0-1-0-0-0,0-1-0-1-1-0-0-,0-1-0-0-0-0-0-,0-1-0-0-1-1-0-0,0-0-0-0-0-0-1-0,0-1-0-0-1-1-1-1,0-0-1-1-1-0-0-0,0-0-1-0-0-0-0-0,0-1-0-0-1-1-1-0,0-0-0-1-0-0-0-1,0-0-1-0-0-0-1-0,0-0-1-1-1-0-1-1,0-0-1-1-1-0-0-1,0-0-0-1-0-1-1-,0-0-0-0-0-0-0-1,0-0-1-1-1-1-0-1,0-0-1-0-1-1-0-1,0-0-1-1-1-1-1-0,0-0-1-1-0-1-1-1,0-0-0-0-1-1-1-0,0-0-1-1-0-0-1-0,0-1-1-1-0-0-0-1,0-1-1-1-0-0-1-,0-1-0-0-0-1-1-,0-0-1-0-1-1-1-1,0-1-1-1-0-0-0-0,0-0-1-1-1-1-0-0,0-0-1-0-1-0-0-1,0-1-1-1-0-1-1-1,0-0-0-1-1-0-1-0
0-1-0-1-0-0-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67736531422264e-78,2.0867465316021946e-77,1.5208849710900216e-76,3.9892671671439854e-88,2.345495466411378e-30,7.12137124052927e-27,1.722094745202129e-66,2.879427574110331e-38,1.0551920262424665e-97,2.7747228714117376e-48,3.893057669084796e-24,1.7334570979235757e-28,5.145096111323189e-36,1.1484901271400241e-58,3.531640859429729e-71,8.723053173755931e-29,1.5982991095122956e-76,2.62065832588142e-36,1.2585674979089887e-81,9.69406028450173e-95,2.1797555147381083e-73,8.439190172329804e-69,4.742758286237711e-84,1.3810207942865263e-26,1.5168495547112905e-53,2.300379202896432e-50,9.970778215183227e-17,1.1207190637203486e-25,1.7670505833890897e-83,1.5030196713575057e-85,2.567019939590572e-31,7.764286787314973e-17,9.699305636848535e-38,1.6057486755822797e-48,2.932666532019712e-39,6.399854627130376e-34,1.1932226776115659e-77,2.6614230439033363e-24,1.326880005410755e-94,2.9772000966335836e-92,5.429916518002743e-29,3.6873565394371196e-82,1.6775429455246575e-100,3.2876720401486463e-80,6.365544409693908e-103,1.2925396123626863e-10,1.7092592034397256e-67,1.4494801584512974e-66,3.14823734297603e-89,3.2084729779242207e-63,2.5517921941282177e-67,4.840139316818095e-37,1.0001319684453653e-37,5.584476879338558e-45,1.781267839504084e-61,4.549253769999015e-38,1.6031450588225094e-84,8.161426961664387e-38,1.4512124795425385e-59,2.6074308975408247e-58,4.397576409739868e-55,
0-0-0-1-0-0-1-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004978202382195608,1.0903073737264098e-40,8.175905912874677e-17,1.751188331052662e-96,1.6662452326099815e-23,7.293935576272555e-70,2.6536884444826957e-108,1.6280854986189355e-130,7.398261773276899e-93,7.643314205735643e-39,2.0522375592556187e-80,1.5948431467209593e-133,7.41029707650211e-104,1.1446529031843737e-10,9.014196226981676e-34,0.006130401242648657,1.0578309443031431e-81,4.136112498447382e-102,7.074072482282121e-97,7.290918247059629e-85,1.2286994895393075e-74,3.0093798689241845e-91,8.21728939280304e-115,1.863757619570056e-63,3.5657738202684855e-54,5.952053340337827e-75,2.664197553593258e-34,0.019752073623949734,7.032508632128534e-14,1.0700586650562525e-111,8.416388209474106e-72,2.8931229144772706e-85,6.0290093160862316e-96,1.2188968185475744e-80,6.230444506481415e-40,0.04158968590398415,2.3583793492602965e-62,2.6129613496486186e-104,3.3387279763014737e-96,1.6705353702401808e-63,0.003004903426075125,1.5415299631673882e-137,2.4661998897731434e-93,3.5111018600039534e-113,8.524451595677244e-88,8.34610614751257e-05,1.5040331047241052e-100,8.738907809043858e-99,9.531146042297267e-74,1.6491850986244533e-100,4.202126449231578e-108,2.2416760778483134e-118,2.2491500382620387e-61,3.421982179862898e-68,3.0124890411083562e-15,3.3576391332856307e-121,4.727776981810669e-47,1.1364542055085122e-61,4.143606513412586e-91,7.235344783574733e-47,
0-0-0-1-0-0-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.837674199927002e-41,9.103665547760205e-22,5.184847764246762e-94,1.5382461017034132e-22,1.4069809158972092e-67,6.309379634791222e-107,2.079404151654517e-130,1.1512103216011072e-91,1.5368257536277398e-33,4.416783369203584e-75,4.413613709677232e-133,1.9750488253730915e-104,9.548083430283123e-08,3.15881767013495e-29,0.01763157288073025,9.063021890893164e-79,3.251208377232484e-101,1.948819658687931e-93,4.3465348959811996e-82,6.949443711019038e-69,2.4281886764003134e-91,2.5335784552038056e-113,3.7855721620029584e-60,1.4840798648969278e-49,9.887450471861569e-77,4.782617111123237e-35,0.015015054090508012,1.7708881484095352e-23,2.7362029008076575e-110,2.870892607808741e-67,1.336698978091243e-79,8.560953021533483e-90,4.918204660471844e-74,2.7723022928380857e-33,8.926148400687439e-06,1.8605779357052923e-58,2.8103437814515093e-102,5.831361662641981e-96,4.037961211835653e-57,0.026198416533357846,5.791680970181319e-138,6.84192258777744e-92,1.2780205168802304e-111,5.1035788536126823e-85,0.0012108008414270827,2.5105466921546273e-99,1.6935345323032832e-97,4.209758869547715e-71,5.24724686077557e-100,2.8604160259263063e-105,1.4609439427412951e-117,1.606828698645114e-59,1.4469775509857185e-64,7.044873733745465e-11,2.975614373405283e-121,1.909620408106474e-46,7.099417830595232e-59,9.441408240221236e-86,4.353521276339622e-42,
0-1-0-0-0-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3234533666399127e-21,1.314380237566305e-116,3.4105506409835034e-39,2.7186006315444893e-121,3.860596526556784e-136,1.7782876185652596e-168,1.9962971193094188e-128,4.925992201007011e-62,1.2832202508886548e-102,8.848184462186097e-149,2.9459923767696953e-138,3.1578366303502426e-32,1.782860122642029e-39,3.69120356113901e-46,2.0275708938313172e-116,1.331164968725079e-148,5.459527709948467e-149,1.4962819967016082e-133,9.759946542459514e-122,4.500966244641073e-140,1.7454750813552047e-133,3.402526270028218e-104,2.1816408578863387e-95,7.082955584789493e-92,2.663946973981848e-68,1.1099151751332784e-40,9.670337257960826e-35,1.3873016948213033e-133,6.1304312526056575e-80,9.192890284013742e-114,1.1154774814228431e-124,6.82923850878926e-98,8.289019355261184e-50,3.3031851073418796e-42,4.565592856191085e-83,2.443732743292415e-150,6.53251689661765e-147,1.2314247771643255e-48,1.0389743290861411e-41,1.5824703986029818e-171,8.544801749930416e-141,1.74738167032818e-159,3.971110233255411e-88,1.92945485831623e-41,4.538294383025078e-142,3.5001985063573803e-147,6.467214696287284e-123,1.3917223906711794e-143,2.7377887239120433e-135,1.1166873322098097e-144,2.292874319525334e-97,8.229435870025292e-114,1.1439962664713041e-17,1.1117644678168143e-160,1.5122984868084418e-37,6.242694290422966e-102,1.0765754252802398e-126,7.28668450710849e-86,
0-1-0-0-0-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.198791222080775e-118,3.656345792716174e-32,5.150745593971654e-107,2.9597271912502408e-136,9.130756789092902e-163,3.3257907125622744e-123,4.023729782031497e-57,2.812335227330879e-103,1.5929551246922253e-152,3.952615922642161e-134,2.0368529283014006e-16,2.2629477128357064e-39,1.7509124110464955e-23,1.5088301724602689e-111,3.0263051224548973e-139,5.114201874069906e-137,2.148267077698362e-122,4.3181649866692965e-111,5.4400209119334226e-129,8.242943880921399e-137,2.2809723070165847e-94,1.9540192627357204e-84,9.213276190056075e-89,2.627054877748109e-56,4.541823205286277e-19,1.3101775486122125e-07,4.7797803688121675e-135,6.571649294024369e-87,1.6919573598849142e-113,1.2109334357052386e-124,2.8960151599572154e-101,2.1362458214058977e-50,1.3438231903773776e-17,2.2916718005891548e-82,2.3381720730149254e-140,1.3417392632729878e-134,1.8719584625553994e-66,9.968599937429529e-21,1.077423175997873e-166,1.2156316353458568e-130,1.2966946353220012e-149,6.911136468303825e-98,1.5766976391143178e-20,9.113536879228506e-135,3.6092657485567245e-136,2.0233900459850927e-110,8.708339439512744e-136,1.2619176492772449e-135,1.5049989781228005e-145,5.991656028877543e-87,1.6019939388151998e-100,7.893970156836633e-18,1.0536876617390587e-154,8.089534131429722e-42,2.286361484778184e-91,4.666078859630925e-123,2.122957682453333e-71,
0-0-0-0-0-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.873705273003015e-42,2.3732124544322806e-37,1.1317434201088044e-07,1.0907083988574879e-46,1.3479833591642865e-21,5.975305475555675e-26,5.933292439947265e-26,1.6776113614569714e-16,4.185471537878968e-19,4.292895530580962e-93,2.589971886397826e-47,6.498989146932102e-91,1.1991213081060442e-12,3.289973527407663e-38,3.880237761564957e-58,8.119053399841431e-39,5.8625534011942366e-39,3.651102359640177e-49,2.2395781052621885e-09,1.9248902501588154e-33,1.2766908007361175e-34,1.514857116773409e-23,3.4661120431794236e-18,3.2625098175790675e-100,2.666599290901394e-115,2.3830065128877345e-05,1.3594765592974903e-43,1.191728655871295e-24,1.4879315975068742e-29,4.545795322387699e-57,7.57524045973479e-48,9.468083335774854e-96,9.88179138011194e-33,7.360923751134823e-53,2.8640239679429815e-56,1.1584290977490225e-73,1.899704734980038e-98,1.9854500620933527e-45,1.1195798928380104e-40,1.017298855955181e-60,3.434833166693272e-44,4.1097684183285575e-78,2.917054285696852e-24,1.6082308496736792e-48,2.9820556072466707e-38,9.006487341874609e-27,1.5113750057000883e-11,2.4708804248073214e-13,1.879204084719946e-33,5.407071123522951e-42,1.53185188461634e-53,8.186595885813719e-35,8.722996190002562e-78,1.2862700342141468e-39,1.1612605903805154e-33,6.144578257267434e-48,
0-0-0-0-0-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.776412480563266e-43,1.2424034827629445e-51,5.224356219030492e-95,3.2984392389713785e-44,7.052306307423605e-10,1.303346745405375e-32,8.72076478183455e-68,1.6457918207085156e-63,9.418064822962984e-16,8.018677774105548e-12,1.9121262217226945e-22,2.3555693314129446e-34,4.060320551115277e-70,2.379409557809185e-76,2.549900848603893e-56,9.81762316705531e-49,1.2315981094094878e-70,4.6552372146660244e-51,1.1315526464724084e-32,1.4256865870754778e-33,5.468774112960124e-24,4.081715493640004e-20,4.831960746529301e-27,2.0379954056038155e-31,2.6249113181716496e-49,3.602182239417585e-34,1.4460073174388863e-42,7.652173878983548e-52,1.1616219699732446e-46,3.6451276842905e-13,4.322564500058809e-22,1.7164621023761854e-21,6.6397744964854306e-80,1.2806099169788031e-73,3.4221759353052243e-29,1.87531905769946e-26,1.7604482432474192e-102,9.978095818797078e-67,1.5258910614781194e-90,4.505827613335286e-43,4.369087079398456e-16,2.0188783048566321e-60,3.79786125889517e-74,5.3046240991550365e-42,3.547075312017768e-61,4.282401027320679e-51,1.4721223791091144e-54,1.8270339206210125e-24,2.428411735736106e-36,9.694109013808466e-18,5.710870056656644e-82,7.002254531709295e-17,8.506517623720702e-33,1.8488660064336506e-57,1.8647823807336844e-27,
0-0-1-0-0-0-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6421895745245716e-33,1.078235103983525e-29,1.0700664609999833e-16,2.1827246468225542e-38,1.796143644927317e-43,2.9869363407106387e-78,7.956510985883643e-24,1.3281405752003063e-70,2.753574472881187e-44,4.664441416347225e-62,9.985033796130588e-17,2.976304551773261e-09,1.2338203447874859e-17,3.061412002004309e-05,2.3929501745921725e-11,7.439295961550624e-14,2.2223464227195605e-57,2.8007428365131983e-06,2.3660386792703735e-09,1.1368857113552083e-47,4.288142654448497e-06,2.6541052670484297e-74,4.810120577904626e-100,2.386728133196593e-45,1.0505429313852057e-69,4.207816507058512e-38,3.333873954073159e-44,1.2078445536047517e-78,3.4434047527451044e-46,1.8064592175512444e-67,1.1490828067482838e-36,1.4137468991393224e-17,4.0804610640889885e-12,1.1196192888212704e-84,1.311632246970824e-72,9.939964967914529e-38,1.668250535553514e-10,3.2830815157133413e-24,7.926076045694448e-84,2.5650617490497567e-56,4.697696782580833e-10,3.728280112626159e-12,0.0010659167962166847,6.526982342406746e-11,5.0393547308988115e-40,2.6765211206047433e-44,9.188753395739031e-13,1.131486585985418e-08,2.558920721932781e-54,2.373114515238845e-19,6.97681528435266e-76,0.0002485882289290593,8.580225881804249e-38,7.4363231419672e-18,
0-1-0-1-0-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9398816632093724e-42,1.9051485061722486e-14,4.159347613543942e-40,3.322082105722298e-33,4.8980808135515294e-20,1.8736431775824636e-09,1.163530456451352e-107,6.816542980104269e-58,5.24083046504005e-102,2.7302702472430636e-13,7.541428396221917e-30,2.2144336262003685e-59,1.7515210483068094e-36,7.084287163794026e-45,2.5193883225990604e-41,3.432767492924738e-13,4.089777217533945e-34,4.5787323511207815e-37,5.310774885692325e-22,6.64603519103972e-14,1.7766041926927083e-113,9.410169218558077e-131,9.893220898545519e-08,3.5279193410526037e-53,9.56265422509037e-33,1.2107260244484844e-41,2.163417308091234e-68,3.757063790109267e-58,4.232788279690066e-107,4.3277043281702633e-35,3.5027383097431e-52,2.984209178841406e-47,4.8448173649414664e-89,1.2330848585209365e-111,1.069882063762014e-42,1.2248090405679363e-35,1.488087786460557e-60,1.2880245807978344e-53,6.466416096218484e-90,4.614780799691053e-18,2.948571177932859e-44,2.8861048453190576e-33,1.3588914363582664e-19,7.753190810143841e-18,7.576608350935813e-08,3.696877281583552e-30,1.7269442356125636e-41,3.2377012724235905e-65,5.4561771990894705e-24,3.3274240348504734e-88,1.228320651739883e-37,4.067772741443516e-43,4.168278684396411e-53,
0-0-1-1-0-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1391044806593641e-41,1.7379178959745096e-79,8.638383212781528e-84,3.7004616323262225e-85,1.3300417513948675e-20,3.390893139494485e-137,2.052517574050584e-93,3.814237571597284e-123,1.103111461078821e-42,1.110187700420903e-13,7.905810001234549e-32,2.8991495243360052e-25,1.1889970098456126e-35,4.35301432415263e-20,1.4341250610388046e-71,8.009617560102938e-42,1.064825626548872e-41,5.811970984098748e-83,5.412100075889633e-28,7.793904012877e-135,2.4395185438265546e-157,1.0731527314961623e-57,3.2302942876061595e-106,4.2220240757923623e-69,1.468107187603424e-72,3.780685434361661e-121,8.28647932000023e-99,5.466757853196441e-130,1.1012009175421814e-84,1.0936363678812944e-15,7.176681442445101e-26,3.0715800264614346e-131,5.298908658908979e-133,9.68046138469981e-10,3.979004226310928e-19,3.042445283449431e-20,4.433240106025661e-112,2.512494118639496e-114,6.264125571820965e-14,1.0478141602358897e-15,3.668110598357706e-37,9.089062609087921e-17,7.413989559535236e-57,1.9933496240811507e-60,4.634602086260244e-59,1.2913263686551776e-52,1.8737528544961067e-96,5.774862270930476e-10,3.0501433485179336e-136,2.5388809390436477e-40,5.861680302302899e-64,5.40458193820843e-61,
0-0-0-0-1-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.422178453613073e-38,1.6622116983552506e-29,1.3196683946037442e-47,1.0633978903107926e-16,4.957197593554448e-91,7.612508189940468e-48,3.9574935703021745e-86,6.99687465183138e-10,3.405980766752871e-21,1.9097622164421462e-43,2.639908365171615e-21,8.403740457904835e-30,1.2090346427231382e-30,2.1867631971735536e-29,2.0458320486626843e-14,7.2657095387191e-22,8.406726679396817e-26,1.0076116147689351e-06,1.2841055287983398e-98,5.900325986659523e-117,9.563966816634495e-20,1.1677810375001747e-60,1.585243080835172e-31,4.2827405200546096e-39,3.0814995320531885e-74,1.0919662426318408e-45,1.592219506756596e-90,2.0035107335587745e-27,1.3567668041688529e-41,2.8988534122241557e-31,2.0099089168916472e-82,4.98503435765444e-97,3.591371725842254e-49,2.3660574373017206e-27,3.731772051169305e-51,1.4155944461943398e-67,2.460962890605148e-75,6.294874453728872e-13,7.091184776279499e-33,2.8432988224038306e-12,5.102375994509525e-13,1.5445131258807912e-21,6.824181784905168e-14,2.43339482124281e-11,2.2160503072847826e-16,1.2283922548177593e-64,1.4808343845764263e-22,5.673286732295205e-73,7.432029530774365e-17,1.1188830909428794e-41,7.002966421165566e-33,
0-1-0-1-0-1-1-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.866960600833025e-17,4.309668094430875e-50,1.1907589144444584e-54,2.796460267907505e-30,8.49626257011952e-15,7.794186525058015e-34,9.877811173328691e-23,1.4487220641450102e-61,2.385356399060472e-63,5.325161113677534e-47,3.302803908410203e-34,3.6235123827697794e-65,2.561887608805282e-34,4.5987670759791906e-27,2.0508651921393528e-25,8.972692125892762e-27,5.170311743918564e-21,2.3293540226046695e-40,4.611386250092233e-58,6.83725821614471e-33,6.413746332529905e-24,5.756907775854592e-23,2.6020048996529683e-27,7.538835411013288e-30,1.3227507749208254e-13,4.322628286383205e-39,7.038186232680367e-18,1.186030773132813e-67,1.7552487967508129e-69,1.5136589509905387e-31,2.9154569128167454e-38,8.896404104899785e-87,1.867168069043743e-58,5.135968753031302e-77,2.2125379906655527e-34,2.99297985295036e-27,1.1269358893387993e-49,9.418372992985536e-65,1.2400178756162204e-37,7.747258482855388e-52,2.940611311739105e-30,4.893854974624916e-43,1.2096875929359759e-26,1.928693714059029e-32,1.5645126657872893e-21,1.6477799010835372e-71,2.722884796693397e-36,8.317301243257208e-33,1.7764345629481975e-37,6.406891851447915e-26,
0-1-0-0-1-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.215339026418468e-50,3.620337455148263e-55,1.4076511545770757e-70,4.99536063680913e-22,2.3690087312509923e-73,2.3249405798527135e-19,1.4471253271719477e-63,2.367714002379556e-69,3.0318215712615684e-47,9.052370218579051e-37,7.151289258343558e-73,7.255907046241776e-25,1.9970077981908482e-28,4.959513675805175e-26,2.1088393842733883e-28,1.8748711977040128e-22,4.667132592728792e-84,2.0937498655120446e-102,1.8664453684233093e-25,1.3684186374743247e-20,2.325700578354256e-07,7.403536754628983e-12,8.208790924451619e-23,1.5030358069075951e-21,3.0706883406123638e-80,8.517396867267125e-08,1.2807689090371222e-74,2.839175619884612e-76,5.43282660687014e-40,2.230604104734598e-81,2.31391831114549e-88,1.3892370913407533e-62,3.908078421423541e-83,2.955056194794787e-37,2.134883480704168e-65,2.3088118810767014e-46,3.832323717995056e-70,5.550217712720367e-38,7.8513802880063e-50,1.5083584243583643e-13,5.950783500550157e-32,6.611515681436339e-28,1.1162000584858025e-32,1.7649901352959898e-45,1.5842660921411023e-70,5.075453890742658e-51,1.6097476399519623e-40,1.087654227451208e-28,4.800018529419651e-34,
0-0-1-0-0-1--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.464737185752294e-39,3.663989544594809e-132,3.3935336948978034e-75,4.79647895791051e-129,1.1431623494528662e-31,1.933717634270889e-77,6.591517242678455e-104,3.112863158566155e-80,6.882744320029597e-85,2.7987904511723063e-85,7.573904515066828e-09,3.7211725040485243e-72,1.3309806226610065e-67,8.207165102884832e-28,2.0188756686377464e-29,2.739870396768443e-138,2.658948787863781e-148,1.2007300133275405e-10,5.031814040274243e-60,1.0337844314973107e-54,2.9315127420552535e-65,2.9514099047390946e-83,1.0886821532480893e-82,8.739954274607722e-133,1.916533782839385e-55,2.1422518648022042e-98,1.0994285564270189e-96,3.9386976667701695e-103,1.0646505125169525e-136,1.6753447164077718e-84,5.116244789476052e-81,1.3096882844347678e-105,1.334051157436037e-46,4.556594901774048e-115,2.6931874831453434e-59,2.3704635617616847e-91,1.032109929446712e-76,9.597098994274335e-59,6.624985660422159e-29,1.027108135542488e-17,1.5830676118219284e-64,3.2268414391491778e-80,7.418064475636352e-74,6.226528883064913e-69,1.8423721076409308e-106,1.1702827061057582e-81,2.2627518691664277e-69,2.2493064347300046e-82,
0-1-0-1-0-0-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.394972985503206e-109,1.1333141349105138e-71,5.180598298161392e-98,8.142387921621441e-22,1.13791280882654e-12,3.665873879114064e-43,9.604876242315612e-26,3.2304807781112186e-40,1.1494241434147763e-20,1.278027830915696e-33,4.266331602199742e-33,2.774501616883634e-37,1.836993030296611e-40,1.0344120168275241e-13,1.1404234717542336e-108,2.893807739840492e-128,1.4715290380937313e-23,2.541247990521604e-73,9.873953188162293e-49,6.288414259604678e-58,1.0339379375477535e-89,1.5425353814121148e-71,4.065525891590334e-103,2.2343261041822816e-53,8.144877235383531e-32,5.291287865470603e-25,9.075412263182355e-104,3.216448484443369e-107,7.719383186340774e-22,1.6855318854787556e-19,2.1802616413982815e-39,5.912394677417932e-73,6.552596597043167e-89,1.6220760579157414e-08,2.4861590405680988e-24,1.6449470982812743e-27,2.0525678860707428e-09,4.039899232691204e-34,2.285385967947569e-21,1.8619511051210445e-34,1.35532071887951e-40,4.84893645479166e-74,2.0258235273383707e-06,4.883015756578481e-102,7.5006523946473005e-31,1.4052156448293394e-50,1.2133833069866912e-54,
0-0-0-1-0-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97967787957864e-21,4.504645157429229e-10,1.3742921949094649e-78,1.4976655743214176e-107,2.0698329629609265e-102,6.081657838555437e-87,2.1052235727607302e-73,4.705955621530631e-100,1.5405331193040198e-111,3.356273953716899e-61,3.86247245026904e-51,3.3161047826123675e-71,8.959446667617361e-37,3.1869697495245145e-11,1.625573790860117e-21,4.872353602927166e-109,1.460934851619439e-63,3.0235600053456575e-79,7.449110343257609e-90,4.254096240868403e-72,1.1113350684353448e-26,9.462146425089114e-11,5.4993574613591775e-52,7.190089191274588e-110,3.0030581510737905e-103,3.876186503037561e-46,1.9436684194255592e-10,2.677903893208733e-144,4.0364517416035265e-99,2.6898663410882676e-120,1.4377198231168208e-80,5.356282253502569e-08,3.885959857659827e-103,3.36794092610999e-105,1.1396846702321118e-72,8.774976933756926e-105,7.991610118040814e-105,5.577399503546785e-117,2.2053888312229056e-55,7.537266641051163e-63,5.626360825204947e-09,4.246390782052385e-127,9.654196816602073e-32,9.383109330868846e-58,6.86483027392165e-90,7.868545418681839e-39,
