,0-1-0-0-0-0-1-1,0-1-1-0-0---,0-1-1-1-1---,0-1-1-0-1---,0-0-0-0-1-0-0-1,0-1-0-0-1-0-1-1,0-0-1-1-0-0-0-0,0-1-0-1-0-1-0-0,0-1-0-1-1-0-1-,0-0-0-0-0-1-1-0,0-0-1-1-0-0-0-1,0-0-0-0-1-0-1-,0-0-0-0-0-0-0-0,0-0-1-1-0-1-0-1,0-0-0-0-0-0-1-1,0-0-0-1-0-1-0-1,0-1-0-0-0-0-1-0,0-1-0-1-1-1--,0-0-0-0-1-0-0-0,0-0-1-1-0-1-1-0,0-1-0-1-0-0-1-0,0-0-0-0-1-1-0-1,0-1-0-1-0-0-0-1,0-1-0-0-1-0-0-1,0-1-0-1-0-0-1-1,0-0-0-1-0-0-1-,0-0-0-1-0-0-0-0,0-1-0-0-0-1-0-0,0-1-0-0-0-1-0-1,0-0-0-0-0-1-0-1,0-0-0-0-0-1-0-0,0-0-1-0-0-0-1-1,0-1-0-1-0-1-0-1,0-0-1-1-0-1-0-0,0-0-0-0-1-1-0-0,0-1-0-1-0-1-1-,0-1-0-0-1-1-0-1,0-0-1-0-0-1--,0-1-0-1-0-0-0-0,0-0-0-1-0-1-0-0,0-1-1-1-0-1-1-0,0-0-0-1-1-0-0-,0-0-1-0-1-0-1-1,0-0-1-0-1-1-1-0,0-0-1-0-1-0-1-0,0-0-1-1-1-0-1-0,0-0-1-0-1-1-0-0,0-0-1-0-0-0-0-1,0-0-0-0-1-1-1-1,0-0-1-1-1-1-1-1,0-0-1-0-1-0-0-0,0-0-0-0-0-1-1-1,0-1-1-1-0-1-0-,0-0-0-1-1-1--,0-0-0-1-1-0-1-1,0-0-1-1-0-0-1-1,0-1-0-0-1-0-1-0,0-1-0-0-1-0-0-0,0-1-0-1-1-0-0-,0-1-0-0-0-0-0-,0-1-0-0-1-1-0-0,0-0-0-0-0-0-1-0,0-1-0-0-1-1-1-1,0-0-1-1-1-0-0-0,0-0-1-0-0-0-0-0,0-1-0-0-1-1-1-0,0-0-0-1-0-0-0-1,0-0-1-0-0-0-1-0,0-0-1-1-1-0-1-1,0-0-1-1-1-0-0-1,0-0-0-1-0-1-1-,0-0-0-0-0-0-0-1,0-0-1-1-1-1-0-1,0-0-1-0-1-1-0-1,0-0-1-1-1-1-1-0,0-0-1-1-0-1-1-1,0-0-0-0-1-1-1-0,0-0-1-1-0-0-1-0,0-1-1-1-0-0-0-1,0-1-1-1-0-0-1-,0-1-0-0-0-1-1-,0-0-1-0-1-1-1-1,0-1-1-1-0-0-0-0,0-0-1-1-1-1-0-0,0-0-1-0-1-0-0-1,0-1-1-1-0-1-1-1,0-0-0-1-1-0-1-0
0-0-1-1-0-0-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2996293614977455e-20,1.9044099191088854e-126,3.4408723372245667e-45,1.4578099014387327e-123,4.033868678305839e-115,1.8456635394694096e-64,4.546969047566363e-19,1.2929041317261436e-92,4.524844555425377e-65,4.896874173939498e-44,7.336736138124387e-36,1.6271531629840456e-81,3.2517990925956896e-65,2.302570791229465e-29,1.6371734463114275e-114,1.2353248359489061e-113,2.651941392252234e-134,1.0559312228150959e-136,7.587481154596842e-07,1.9758691447816233e-52,1.657627522620872e-52,3.7298688300357104e-08,2.666932244973183e-61,1.0673486244176184e-28,6.675333576724837e-39,1.4232248366560111e-36,3.583638106850478e-06,5.372550822844337e-23,7.469271883103429e-113,4.1491430673865317e-60,1.845567807212243e-109,4.071173592742452e-20,2.5754416424794844e-51,9.271255186811067e-77,1.6009817522188834e-54,1.0494603114222928e-59,1.8030870650409836e-60,9.398921690270432e-06,3.878754115376379e-49,1.474272216314948e-48,5.0540503042708446e-18,9.27577854566316e-20,1.453826587832587e-119,1.4098386464717527e-131,1.4017754399629678e-05,1.5223721143826923e-49,4.084258413929896e-38,1.4339215026927224e-47,3.141219290016656e-69,3.07793694453402e-64,2.178983457367539e-113,6.856672244845211e-40,5.527650569792934e-71,2.792661297955379e-69,2.1500718720947948e-88,7.8827303710345815e-118,3.754957687372733e-60,1.037644961859663e-54,2.2639503000442184e-78,6.365190179480321e-42,1.720366325965205e-96,2.3627371255571154e-36,3.147987671040046e-64,2.3728223245225286e-52,4.497745313995296e-37,8.634507551842598e-19,3.854922611599288e-10,7.562587574035401e-44,3.0909255013363873e-57,2.336670481824613e-63,3.0122839134098575e-45,4.80693934642641e-89,5.130766864476329e-56,2.7404539822843945e-49,7.394471344504655e-63,
0-0-0-0-1-0-1-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.816522578559078e-122,1.3060048975236882e-21,2.877497432344648e-116,9.218000766758414e-112,1.0750566369941284e-55,1.432074226518468e-23,1.580242047816049e-79,6.286474796817242e-38,2.4696368948918578e-29,1.0917074959747953e-23,7.114704656357627e-59,5.719041660576919e-50,3.4006487049211743e-45,7.093086822586424e-103,5.506029283644749e-100,4.434401926116857e-134,2.985648486260093e-132,8.256191068635337e-09,4.957012579055343e-53,3.2889909391514606e-28,6.713180438217618e-14,7.1928571279736136e-37,5.36789666992258e-18,1.2056316060971595e-33,9.821127991339359e-23,1.6903517407592375e-36,6.336305446314988e-21,1.1065521022695247e-101,1.273559123976406e-50,3.451249883787158e-95,2.9274462573740404e-12,1.39308825313549e-28,1.0647617985743715e-40,2.712058052329253e-25,4.8441732112208206e-23,3.739410568192967e-41,1.3145886143411117e-19,6.766151014690836e-25,7.98987482549204e-25,9.390508709391702e-37,1.5913396618120895e-17,4.179467568407816e-107,1.918982403436696e-127,1.6638621885202228e-13,8.597104090932776e-49,1.5966106042125634e-14,6.129141661053753e-17,6.910609430801191e-57,3.333638977253302e-50,3.3624958741376894e-102,1.5084860864036056e-31,4.959648322409774e-38,1.029388531191902e-46,9.416887609493855e-82,9.094861150450884e-105,1.0974318221608556e-33,4.5058087952195776e-30,2.1957383315459265e-43,4.62416450497807e-59,4.206912687255411e-85,5.253000234698109e-16,1.507224685088502e-35,9.970499425234191e-30,3.315108854321807e-20,1.4112371699454317e-07,4.656948480225701e-21,1.9739119407329504e-31,6.0206513144169286e-33,2.0156678628318025e-63,3.6898958572239576e-28,1.3760947363631623e-88,4.787079371943766e-34,3.850112581731467e-18,1.2985320568622866e-43,
0-0-0-0-0-0-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.334014904602553e-85,3.2734717647832333e-22,1.3611077638966493e-05,2.4762148394386865e-67,5.743981933241746e-86,7.546753157600382e-39,9.866285463673815e-152,1.5912627092503227e-82,6.13093776571587e-139,3.210639517185052e-94,1.1479765440575103e-48,7.545739477939954e-71,1.857257102402137e-24,1.6027395489867741e-21,4.163012105958079e-18,7.34144810414252e-17,1.7840967090094642e-106,1.9000877439274687e-26,9.592052482315511e-102,3.942111674738558e-125,5.509300709330374e-159,9.730765249403625e-115,2.3128315203549397e-43,1.256894392673341e-83,8.390914861897632e-143,1.6325889672335546e-128,4.86034557065561e-14,4.860581265685198e-22,5.260838756175083e-27,8.663841946235562e-102,5.515813293015037e-135,8.598042076590584e-133,1.1792309171967579e-116,3.714842277847196e-101,3.1066352205173327e-126,1.121683217604846e-124,2.2093795012091074e-87,1.3237633962906842e-72,2.5284409038436846e-82,2.357806606543795e-52,1.8654358278145043e-24,4.366642662731712e-28,1.1086416333086465e-124,7.16473571242097e-65,1.8774129073585196e-96,4.581956951563663e-107,2.269980719698521e-76,2.1019966440917287e-26,8.444919000967676e-27,1.758339386868371e-65,7.1779977876971e-137,3.681588065497719e-132,5.199219117453655e-36,5.502905411822698e-24,5.779936690160806e-164,9.545111099301068e-127,5.812026717164698e-147,1.0829126863925864e-77,2.5467687023770694e-24,8.749272953784251e-129,2.725287444419199e-133,3.9747593231325875e-102,1.8227361506492626e-130,3.8564301024948794e-123,1.3646214066951266e-134,6.801309789783005e-79,1.4579369388190562e-91,2.374812283172285e-06,2.4353683279366417e-150,4.05536876528914e-29,8.106170277683995e-84,2.528119594053599e-111,1.430699881352663e-62,
0-0-1-1-0-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8876567169190678e-81,1.269104432273627e-76,3.918436557537045e-58,8.946914020438746e-25,6.3352328721478025e-31,7.458038543512837e-27,1.0058344191896709e-40,3.686145984583269e-27,3.021183799233884e-15,7.000313992872419e-17,2.985791588857165e-45,4.714259183820878e-70,4.771141394645174e-66,2.3132186411830656e-97,2.2939561436827486e-96,5.746781546784051e-28,2.70125817711792e-34,2.198338296526012e-09,2.1398008325384015e-29,1.6652700466184044e-27,1.4225259726857562e-16,4.7643522431173124e-27,5.976638463568233e-30,4.291357178131442e-68,3.4471453564223954e-26,6.094034460619388e-66,1.133549766860367e-31,2.517546102062381e-63,2.2678317294785558e-14,1.699261486484791e-16,6.776978405628917e-23,6.562419715706079e-12,2.3357824293034937e-11,4.667801736885019e-22,2.979242054415474e-46,1.6789685958867223e-07,1.1342053727901169e-10,5.926562468078823e-40,4.80810028518898e-11,5.785127662816346e-73,2.9814713326396187e-94,1.3450984004189435e-35,1.3766749822793248e-52,7.900843662229983e-28,2.690678040427015e-29,1.1034442784149372e-61,2.4092393214237414e-32,1.235810763626063e-68,1.6471886152574014e-29,5.979045428656172e-21,4.678832843151966e-23,2.820624772385871e-55,3.35899301927154e-71,7.463331631019568e-38,6.31789432178317e-18,2.794271498492359e-28,9.020276847706509e-66,9.5528061079619e-54,1.0273864455974563e-12,5.899753671147192e-19,2.6480771141060096e-09,6.734192043348531e-15,3.931226858759132e-29,4.975724938679401e-38,2.184128014726244e-14,1.49608812240567e-12,1.1402568152960726e-44,2.5184495328736393e-23,1.299842223756781e-59,5.597548489840711e-08,4.8033850902997746e-34,3.9932724850709743e-16,
0-0-0-0-0-0-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3800546466987368e-19,7.428390578970195e-82,8.321766922194951e-82,6.233134678723436e-34,1.0895627304571976e-136,5.025395777281454e-90,4.939452470844698e-132,1.9423595152094797e-81,4.397882418440107e-44,7.621859367512332e-81,2.2907897878034045e-06,1.972303869974596e-12,8.480967789146789e-34,1.0725466195529476e-07,6.116710826079105e-106,3.878353221486108e-24,1.265052848760859e-84,3.0648107730376592e-120,2.3325993012101064e-146,1.3845935405263557e-104,6.453928391086805e-47,7.908412534406798e-91,1.3040096840664719e-141,6.109455166326538e-118,2.506671336393244e-12,1.7156469742192797e-36,6.347858187849484e-11,4.4220944189606167e-94,1.623457837806139e-118,3.700390929207118e-116,3.4102425392522183e-101,6.318084193415728e-92,2.5800351521389605e-108,5.430449823538998e-124,4.5550663364666215e-76,2.9003163807601704e-68,4.834180687342617e-77,9.015967991711297e-43,4.412394803535072e-10,0.00037816381447887355,2.0038579347385444e-121,3.520571205592252e-79,9.586310041472839e-99,1.1599726753175919e-110,7.369586616060749e-92,9.42395468506454e-46,2.2982908755464513e-05,2.2733783509209152e-69,2.037768740452542e-121,1.3121340033798925e-112,9.261822449215972e-66,4.530464119333551e-12,1.0729100698273219e-151,6.901541455541318e-110,8.008331873091886e-131,3.4493874826414554e-92,5.6087967054053803e-11,2.7219467075728056e-115,1.4095836979174933e-115,2.1593004790341862e-88,2.036307164453497e-115,1.5802809263868446e-120,7.958511273628477e-130,1.236485734265382e-69,1.0188583635086181e-80,2.860565985851238e-19,1.6691346073284105e-136,7.628894179040074e-41,7.437752757570846e-73,4.740002177887204e-107,2.4495999544386105e-57,
0-0-0-1-0-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.549260560353439e-66,4.173165203607758e-81,2.106968695009315e-29,3.2345379458410866e-138,5.3783037277648885e-79,8.311103234714746e-132,1.6425094396653203e-81,1.1968920986922614e-40,8.88685231461315e-69,2.292910393573041e-21,7.856316120439975e-18,3.104549767121731e-14,1.6014157979644282e-13,1.6728731533992572e-96,2.6724160331201104e-24,4.35264913134075e-92,2.3591715928744475e-115,1.3966702097785125e-146,3.507821952378945e-106,4.229646130251191e-40,1.6651706814699266e-80,2.636554585213719e-130,7.537964588357793e-120,2.905856269453572e-09,1.0217554713814128e-23,8.390686148700599e-23,3.3073305012215443e-93,6.135065216853358e-123,1.0525168703367444e-120,1.44277887471666e-105,6.734125620118528e-92,2.4908737361814477e-116,7.642790408494425e-115,4.452201817175536e-79,2.887096354596433e-69,5.870788840274913e-78,1.593573595038527e-54,3.6576207654919217e-20,5.742626858753925e-26,1.3826126116566157e-114,5.3064291990438986e-64,1.1712796377905344e-90,6.728040187195437e-101,2.3179338290446047e-76,1.2179599871660785e-29,9.115820886281902e-23,1.8124772217816171e-62,6.040865865168681e-124,9.693507609577921e-120,4.906786396022311e-38,7.346211818922576e-20,5.731437293534538e-150,5.325325027046431e-114,6.013471838854478e-134,7.061432835815028e-75,2.9291716497497875e-19,7.677686655893381e-118,1.6575129599851634e-120,1.8300681718595075e-94,1.8471557877808027e-119,1.1656622953048443e-114,8.001442655409625e-126,5.204327032279169e-73,7.721672799402517e-84,8.599970099774088e-06,6.055977244783407e-138,8.583796316443201e-30,7.558621911739755e-75,1.2556760893149653e-101,1.5507785872270486e-56,
0-1-0-0-0-0-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47084767852321e-44,3.850962811208825e-77,5.355884226561146e-115,6.402719474930823e-08,1.2010934503578791e-79,2.127473109676515e-94,6.31367817501825e-55,6.956059262179302e-33,9.79687324158827e-73,1.447158415765739e-66,7.18438527979529e-86,6.201055538955693e-90,4.3154579166121715e-54,2.8895162124743812e-39,3.946644745980745e-74,2.8450574796703538e-64,1.075625206298118e-117,6.818497620555062e-69,2.3664724166093132e-26,6.1820891883863506e-21,8.502968996699355e-78,3.519113057913714e-85,2.0271181473600506e-63,8.98350505755924e-25,7.366653809789866e-67,4.0483837120762553e-53,7.223833200716766e-98,3.687116457023202e-98,4.0161971116016915e-80,3.2513445844128624e-64,1.0550098683570704e-97,5.54537801824431e-54,2.046890197344027e-57,1.6093567763158374e-45,5.39373296955014e-50,4.133505018314675e-36,1.1397687644142481e-74,2.1103963421143653e-91,1.3531037448026652e-60,7.994234876209792e-07,2.3006389323106695e-22,9.37802023186503e-32,0.020727034485099514,1.6751201272779186e-29,3.555603667367544e-74,8.001038973247145e-21,1.6676392259436106e-104,2.823241026865459e-105,4.52267224537613e-34,3.3830892656339824e-72,4.696173391870372e-122,1.3736808154964576e-92,2.824904157940327e-112,1.4246075481647388e-30,6.532324123721302e-65,9.737080327520862e-84,1.2405440829656564e-100,5.92866953223804e-70,3.3220039274127894e-87,1.528159617460933e-48,1.1252503058183436e-70,9.763660347850718e-60,1.0246064392066931e-66,1.5184963403155662e-33,5.9071487135154236e-108,1.523575508963227e-53,1.5758132834579472e-69,4.1353679757605146e-49,1.6927400431624048e-53,
0-1-0-1-1-1--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.441924112494331e-55,2.448548463063348e-65,4.974194856901225e-32,1.2618323297350845e-22,7.929485769355818e-56,2.2960860498619682e-29,3.302345441114147e-20,6.53711707108447e-76,2.0378486632794795e-75,2.4059343745645415e-98,4.0438787839552614e-96,1.7369016964361607e-18,4.2288638413222466e-24,2.9177657500509476e-31,2.1985886754503887e-16,9.072692051424174e-66,8.927015358794511e-13,4.339213251842233e-23,3.002947148031743e-17,3.578173593727824e-32,9.317627362120395e-32,3.5512785845222155e-70,3.4430434885461094e-29,7.805266489335453e-72,1.1707490038606377e-11,3.6700595686812686e-44,5.004111080300725e-63,3.5415184258870894e-38,3.028573665403465e-41,2.2332724914179416e-52,2.645326957874722e-16,7.795954249067205e-23,4.249831290077561e-29,2.1023330163404122e-05,1.8758240059299663e-10,3.3397228320831776e-82,1.2272450992101323e-90,7.501096233518521e-15,2.132207331266828e-34,6.285486834034406e-26,3.6658363302756097e-36,3.5443161936061267e-51,5.015834652978439e-30,1.0756522394423829e-73,2.786703231583565e-12,1.1058610219461771e-62,1.4160334856603116e-54,1.5218681062684369e-53,1.211800051917229e-80,3.654479499381468e-71,6.924015227031162e-47,5.304768846455593e-72,1.3193981858208834e-36,5.271431515936229e-61,5.844781898893232e-31,1.1385462960660211e-54,1.51484956686415e-26,4.435685793612936e-31,3.2486719985633203e-18,2.2337316996995745e-12,8.754591492874377e-14,7.142767972518562e-26,1.2419666455781318e-48,5.690469308046838e-47,7.034184377829797e-43,1.5018842063460587e-27,8.059104156869838e-43,7.279785274819903e-34,
0-0-0-0-1-0-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1648316085296687e-81,4.180833953397009e-76,5.97897997064913e-82,2.9477491332551395e-26,2.25375319236151e-10,1.5047265856097966e-61,2.9776895658263285e-31,2.7597585477788294e-29,1.2182711373925995e-41,1.2131788952629494e-38,1.254069383200515e-71,9.318323133162863e-22,1.2716214036029338e-43,1.6754807236866744e-79,2.390873579217749e-86,1.0681641385689866e-58,2.5385042013935546e-35,1.9728198611743897e-67,2.424037196312226e-114,6.076214148907563e-71,8.644215770792248e-26,2.7825413211985376e-27,7.90112167901867e-31,9.962820376005486e-57,8.562042311357579e-65,1.1796606596844504e-69,2.1066670023967323e-56,1.45392541232453e-53,1.7837926125461845e-58,1.3532107566552002e-95,6.54042280768713e-36,5.317840591121933e-37,9.058054462226491e-61,2.142372611567735e-24,3.2638671155499486e-31,9.58922616371917e-45,3.710249800688374e-86,1.9254647857269696e-72,2.0083227027353587e-74,1.1316243084464329e-79,3.85576227920386e-86,4.7230089889304275e-30,2.0815775000125646e-30,1.5224096420380444e-53,3.0607778379394264e-70,2.3226945165606314e-60,5.704818032716056e-48,8.589761240370832e-32,1.3351475534013576e-100,1.0645169327124521e-62,7.919780141803138e-82,2.6677398884574065e-82,9.568420539417829e-21,3.4690397909703185e-65,1.214801290338881e-65,1.794846123417914e-43,4.22948676126653e-65,8.169790465037958e-87,2.4013454007541154e-89,4.4368666075982134e-36,1.0836499664631981e-41,4.958776250528801e-22,1.5539253432681897e-78,8.712686268440052e-38,1.8633668829699988e-29,7.208995934887954e-84,5.351975415562384e-27,
0-0-1-1-0-1-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.997905196414141e-85,3.2162785420751726e-57,1.6660618135398345e-34,2.718513432645356e-64,3.089905135649666e-98,9.989979344778493e-121,2.1687224934776063e-120,3.7734337584561496e-162,1.764208409543131e-154,4.2464237179474987e-50,1.8465166493517657e-91,1.2434969848961289e-23,7.951737871785768e-45,7.912918740909043e-07,3.67231916163118e-41,2.9377332242368715e-79,2.5471493776799074e-83,2.035117106259681e-91,1.3213982017551279e-21,6.201746727883357e-128,9.955618351276971e-87,2.820370304650884e-113,1.2245137931101759e-42,5.937810236945221e-09,2.2475699057329316e-21,1.2354641516759847e-17,4.471711063142086e-28,1.3864572671906227e-11,1.4661044680654494e-76,2.1770833657267988e-36,1.986909063285888e-34,6.850976801016467e-83,9.01434789009302e-22,5.897890652662357e-125,4.1535247266743016e-148,6.389605034284271e-63,3.732477337336437e-105,6.7793877876538e-67,4.033124759172686e-72,3.5699750768111164e-118,2.3167798853633842e-94,7.865008624309298e-120,2.0125594465330663e-81,1.7831653909066077e-06,3.7670951856939445e-15,3.829334233238777e-128,3.307515518605017e-123,1.8609519461485946e-09,3.2008596580419673e-09,7.653554300051148e-09,4.1325176133898234e-113,1.877659610516251e-106,6.845092957523204e-13,3.583991450752943e-06,8.54946037964872e-33,1.3908519940319361e-12,4.070035950545896e-60,1.2567140023322242e-64,6.105065869065113e-55,1.6710539089904088e-47,7.406788990635006e-86,5.022254114312694e-10,1.154919856667781e-129,2.092425695044486e-34,1.5015047263605198e-57,2.2426339166405538e-54,
0-1-0-1-0-0-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3572080490528725e-56,2.1848574344486846e-79,2.8466238792726657e-48,5.751834892669789e-31,4.450740622629588e-78,2.651475252620816e-72,2.143150075283897e-100,2.029964312870787e-102,4.0925551736411716e-33,1.478582023601585e-39,5.863545690173621e-53,6.388281540388124e-42,1.6410814436084305e-87,4.862337332026535e-47,2.2215464617450747e-22,7.729071521561562e-12,1.1128411556239679e-58,1.0766276191119202e-60,1.646194357831032e-71,9.418404296405407e-29,7.218744606371916e-71,5.216600621100417e-33,6.7615069713245e-70,4.432720675372848e-71,5.389861797637553e-55,2.1711553351825403e-42,6.74181749189921e-74,1.4824853925889025e-35,1.2399644502806423e-40,1.437097510082513e-32,5.32253771032338e-41,2.746062610213526e-27,9.780214371728135e-81,5.931307453759534e-101,2.2653067207834674e-39,8.623461577449508e-11,3.4461094049141033e-07,3.037609510579144e-14,1.3334758135865802e-07,7.568421555366444e-30,7.204871374491076e-79,9.097790679850455e-16,1.2961694323490856e-76,1.027512022107189e-80,2.1126691493284838e-44,4.798692188081712e-78,2.5211729494444312e-89,2.41725203623876e-65,6.480317302586142e-83,4.931256589188022e-33,1.827586151349751e-67,3.1990646618036843e-56,3.926384997038476e-73,3.7572299805590916e-51,4.7490662180578315e-60,2.174225279060241e-26,3.1288127803018746e-49,2.7737922396646572e-46,2.704032655719245e-50,2.5239251407342632e-40,4.4727358640038355e-78,1.1158785783780453e-61,8.072602036319167e-53,1.136232712198175e-24,1.2337037713287101e-45,
0-0-0-0-1-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4062147232922025e-62,2.1893814301903778e-54,2.815524733594981e-60,5.45630918422344e-118,1.329487028793754e-116,1.4713336783027689e-152,3.134062137779748e-149,2.240520278469263e-28,2.2949774055324664e-63,1.273652205405092e-32,3.6117069600259055e-23,2.5186576606391697e-52,5.086232239729006e-10,6.861520513905504e-50,2.0994165298628078e-32,3.214880834719937e-51,7.741576985102152e-29,1.015271887037859e-116,2.1199263262813408e-62,1.976139648949996e-110,5.1313454579314145e-17,8.059527761569643e-38,8.853960258620892e-60,7.063561328591743e-36,2.4918201549093152e-42,1.2868606968009978e-52,6.638162652714865e-32,1.0295625790546255e-26,2.7255569014225374e-32,1.0013157985874074e-38,6.931999687374824e-17,1.2967818512084592e-123,2.6876328250322044e-144,1.7451053793618995e-21,4.3823390729647555e-70,2.8447663752496656e-38,6.507350297447794e-42,4.1102775996136594e-85,4.158610865215203e-60,8.948803679092773e-117,1.9214850729145427e-37,4.453899695782973e-59,6.532420925001531e-54,9.920410102729015e-96,1.9731868423383887e-121,2.943425574993538e-61,3.979322498012871e-46,5.612431525153112e-69,4.9877200427289457e-76,1.8008936836630263e-98,1.0007265969272254e-23,2.3871920248459563e-51,4.859175046680992e-24,1.951000472626815e-25,5.1773883848962914e-21,1.9083015257379135e-15,3.7599878057405614e-23,8.564125019524796e-26,1.6922559147072097e-85,4.1045906139976064e-35,3.884418186770601e-95,2.0840904110978125e-34,4.695542000064934e-54,3.050642534153006e-44,
0-1-0-1-0-0-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3375428322491746e-19,2.4316921340531224e-84,2.694187610910299e-68,1.7572964836186032e-65,9.140200939401287e-107,8.172893531385016e-97,4.8257811355621455e-61,1.0907930854918325e-50,6.46197303213e-17,2.2911828984367884e-60,1.9830304516687194e-37,4.245700478937583e-40,1.6621463405825854e-50,1.5176505696750221e-71,5.941327746027848e-108,8.488102876307413e-42,6.278248933514376e-69,3.401869879672919e-52,2.100869235992698e-62,2.780115356219211e-41,1.7491761284680236e-23,1.8493103763733547e-29,7.303270939897612e-23,1.5681296245817574e-28,5.046363386651679e-18,5.248558807589716e-89,1.2575890661553876e-20,3.838176313063438e-23,2.5819919976794526e-70,3.650683786821726e-17,8.575313952790887e-70,2.540440968292445e-96,1.6611277238221721e-75,1.9114638403235175e-89,1.982295972978447e-68,2.0168746623711233e-72,8.57765058963069e-101,8.564296738926944e-56,4.650862969795958e-67,1.691160563844064e-62,2.1791974400020159e-26,1.7024503061098563e-19,6.349902604905475e-90,7.502068158019408e-69,2.9932336850894796e-58,6.237075285886313e-24,1.003013612640924e-36,3.5400236691427324e-100,9.307406104922781e-54,6.1078905150948e-30,2.7582421797628446e-23,4.541963219261062e-19,3.278380946809514e-29,7.018748891918009e-74,3.5452075017633586e-76,2.284473246964691e-31,1.4516391170929855e-26,2.0399046842678713e-50,1.5166262967753133e-35,4.485195680112039e-83,1.4922736096310115e-13,1.0892483778278017e-69,1.0701263192707895e-21,
0-1-0-0-1-0-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.448120913388479e-48,9.964180229068504e-38,5.049633345868485e-34,4.658282490498562e-62,2.6872867264913974e-55,4.532606938756582e-48,2.4935205824082974e-14,1.069588157463929e-22,2.0386925136762546e-52,2.7706609676960866e-69,1.7650651010315128e-33,9.523727327508183e-22,6.524452266106083e-39,6.895383750549929e-89,4.213811745125647e-53,1.6994374664955064e-28,1.6272492396420059e-18,5.186952030636809e-34,2.080093085793593e-30,1.681955252363362e-44,2.1402796338575655e-49,1.476668538025486e-33,3.5465258595151397e-31,2.38112826808946e-44,3.350023491931252e-66,1.1951643812406995e-16,6.550953460833167e-20,1.798708347640413e-39,1.0043389068374127e-14,1.0398220551698605e-39,3.523448664163207e-57,1.7683685341343186e-58,4.734735367106422e-52,5.834589656974639e-44,3.549274793721077e-51,1.053482970366115e-62,5.601745400521571e-19,6.474448724579547e-36,7.746095288981064e-27,6.864363228067433e-52,2.00632904781119e-44,6.767263048837892e-47,1.1083049633330851e-38,6.836628572949449e-82,9.807994399622097e-43,3.4572798448674115e-63,9.99414908678808e-66,1.8766378306700443e-24,2.7942428489147854e-41,4.421683938327226e-47,2.2538133377200366e-21,1.971651010428716e-42,4.7388122582866024e-55,3.2888998490395187e-60,3.1889011904243358e-15,3.602361887153678e-19,1.667334080213697e-27,1.9210431091150273e-58,3.463773098632168e-33,1.5886407970559887e-12,1.8644970998020755e-54,1.061115297561979e-11,
