,binarize,graph_type,param_key,res,seed,threshold,modularity
402,True,G,LorenNietzsche,0.5,78956406,2,0.513793479117666
403,True,G,FletcherAbbott,0.5,35703008,3,0.5126613715502314
404,True,G,ElmerThelma,0.6,96826259,0,0.49498313301356156
405,True,G,LoreleiConstantine,0.6,58065929,1,0.520348498290217
406,True,G,BergenBradley,0.6,48946855,2,0.5218833004749759
407,True,G,CoventryPotts,0.6,31724767,3,0.5333447431716293
408,True,G,ClareDjakarta,0.7,62187305,0,0.5149383924688324
409,True,G,BernadineForbes,0.7,42881770,1,0.5274446206686645
410,True,G,LeydenMcDowell,0.7,86441570,2,0.5377335051955165
411,True,G,SinologyBundestag,0.7,23123112,3,0.5417519104458757
412,True,G,HernandezHungary,0.8,58792462,0,0.5149164674745398
413,True,G,ConantThorstein,0.8,98034631,1,0.5378204826092902
414,True,G,PeoriaValois,0.8,32717162,2,0.5405700162458048
415,True,G,RanierDoris,0.8,87575819,3,0.5407086947483642
416,False,G,ClaudiaGould,0.1,16175579,0,0.2969795431384928
417,False,G,PuseyBennett,0.1,36699957,1,0.3161796691243173
418,False,G,RankinFullerton,0.1,48456033,2,0.3302262980496793
419,False,G,CochraneMayfair,0.1,38224397,3,0.3401986205935267
420,False,G,TomEuridyce,0.2,89335020,0,0.43824961677588964
421,False,G,McKayHampton,0.2,93461554,1,0.4307074244661114
422,False,G,KeithCallisto,0.2,1718609,2,0.44685968123622927
423,False,G,RasmussenDomesday,0.2,87464013,3,0.4561527469994083
424,False,G,LodowickDorset,0.3,21998414,0,0.4748598028099252
425,False,G,ZionShipley,0.3,59196828,1,0.4865117754475134
426,False,G,HibbardWilmington,0.3,45734420,2,0.5013216798591651
427,False,G,WertherCupid,0.3,80248703,3,0.5177994875155566
428,False,G,VegaMcGinnis,0.4,64028557,0,0.48938917948469146
429,False,G,McConnelToledo,0.4,64559615,1,0.5079754904068432
430,False,G,BenningtonCruz,0.4,79207196,2,0.5278951445439505
431,False,G,DorisShea,0.4,96308679,3,0.5398758153274451
432,False,G,CastilloMiddlesex,0.5,54255297,0,0.5158305898891555
433,False,G,ChesapeakeNelson,0.5,26285539,1,0.532901874089202
434,False,G,RubaiyatMoresby,0.5,45416588,2,0.5406751501743406
435,False,G,PrometheanMercator,0.5,45375655,3,0.5499142886167355
436,False,G,DostoevskyBentham,0.6,89077990,0,0.5314936262863573
437,False,G,NathanOlivier,0.6,58917820,1,0.5458782544640198
438,False,G,PaleolithicYves,0.6,61097765,2,0.549174070159149
439,False,G,TantalusBrett,0.6,54440805,3,0.5676228104943345
440,False,G,MuongKnudsen,0.7,10801737,0,0.540935870790664
441,False,G,ArragonRidgway,0.7,34212920,1,0.5533534076932812
442,False,G,TektronixIsabel,0.7,54204847,2,0.5589067504875674
443,False,G,BrillouinFilipino,0.7,1429438,3,0.564572316152897
444,False,G,ConnallyBaptiste,0.8,90689340,0,0.5425868058183845
445,False,G,AdolphPawtucket,0.8,70291167,1,0.5536114433447437
446,False,G,AlgonquinDelilah,0.8,75968989,2,0.5650568944206875
447,False,G,DellaGates,0.8,79516247,3,0.5669435677661095
448,True,G,LithuaniaEdwin,0.1,12222925,0,0.25886850782882004
449,True,G,FrickMaryland,0.1,12501236,1,0.29726757639228923
450,True,G,DoreenDanny,0.1,44380507,2,0.3079653944309634
451,True,G,PoconoBuchwald,0.1,35960077,3,0.33000656254204513
452,True,G,FiskFelicia,0.2,54079257,0,0.38130906951608373
453,True,G,LaotianBenedict,0.2,2518223,1,0.40962124691454355
454,True,G,AntonioNixon,0.2,23207268,2,0.40889666944516734
455,True,G,ChelseaHispanic,0.2,49295545,3,0.41831510590688453
456,True,G,CamilleBlomberg,0.3,34705609,0,0.41670620865179764
457,True,G,IndianaKirchner,0.3,15849148,1,0.45142970607168353
458,True,G,EuropaCyprus,0.3,94533335,2,0.4654241876069985
459,True,G,BarbadosKaufman,0.3,93884317,3,0.47802977620566445
460,True,G,LeonidBalzac,0.4,50003272,0,0.4496434366810434
461,True,G,GastonBourbaki,0.4,3666900,1,0.4754996539194455
462,True,G,LetheThebes,0.4,5319339,2,0.49183951197970815
463,True,G,AmmermanBerenices,0.4,82117719,3,0.5089737404296785
464,True,G,CrispinMac,0.5,54154781,0,0.47909632915468015
465,True,G,BissauFrance,0.5,65404887,1,0.4948166278524268
466,True,G,ZeissMendelian,0.5,57817768,2,0.508161891977006
467,True,G,FrankfortHamlin,0.5,41660580,3,0.5128012273671656
468,True,G,BrownianChandigarh,0.6,63321612,0,0.503501178926539
469,True,G,DerekAnatole,0.6,45032174,1,0.5200426598801665
470,True,G,TylerSaul,0.6,38180199,2,0.519405814038947
471,True,G,LangNielsen,0.6,58083640,3,0.5347676130173974
472,True,G,AlabamaTanganyika,0.7,96915429,0,0.5070428207190069
473,True,G,JungianMillard,0.7,46921852,1,0.5277062472602505
474,True,G,TantricCrawford,0.7,70884803,2,0.5424320143991417
475,True,G,LopezBergen,0.7,12159800,3,0.5409101718428141
476,True,G,BoiseIsaiah,0.8,91874073,0,0.5097364889746163
477,True,G,ArchibaldBrainard,0.8,98907809,1,0.536312438619551
478,True,G,EthelKuhn,0.8,71881909,2,0.5430950851428624
479,True,G,LarsonScylla,0.8,30216095,3,0.5529587329250082
480,False,G,PappasYvette,0.1,42404642,0,0.291877820111937
481,False,G,JeresMoe,0.1,42269068,1,0.3119741884238825
482,False,G,BaylorHaiti,0.1,11801757,2,0.3371353659584266
483,False,G,LangleyMarlene,0.1,78990038,3,0.3463210393057896
484,False,G,McCrackenJacobsen,0.2,49974774,0,0.43805747306107
485,False,G,ParisYucatan,0.2,78651477,1,0.42561771692552264
486,False,G,HeinrichChloe,0.2,53165480,2,0.44684442139520875
487,False,G,OsakaBanach,0.2,16060801,3,0.464540671643325
488,False,G,GainesvilleGujarat,0.3,6320539,0,0.475859239538449
489,False,G,QuezonWestinghouse,0.3,16814300,1,0.48776064365182575
490,False,G,PlSeneca,0.3,17338824,2,0.5083967354458978
491,False,G,MarcHalverson,0.3,44654085,3,0.5116354158059503
492,False,G,HadrianEthan,0.4,8338910,0,0.49360058806695656
493,False,G,HobbsIke,0.4,82959454,1,0.5101756243518688
494,False,G,EkstromSolomon,0.4,33976162,2,0.5304469967834989
495,False,G,RooseveltBuddhism,0.4,96803726,3,0.5439079411229073
496,False,G,JukesGaul,0.5,71317712,0,0.516185508986216
497,False,G,HopkinsianKlein,0.5,69209937,1,0.5194776962284593
498,False,G,SriDayton,0.5,6306120,2,0.5381633007037537
499,False,G,RaytheonChesterton,0.5,72598658,3,0.5520898011366919
500,False,G,NellieMelanie,0.6,75212904,0,0.5316623284663035
501,False,G,MontrealJewell,0.6,26917754,1,0.5384498577402116
502,False,G,BessMuncie,0.6,73610127,2,0.5504668869439998
503,False,G,RastusWesleyan,0.6,92412706,3,0.5599986607526439
504,False,G,ElliottGeorgia,0.7,50712544,0,0.538057050600617
505,False,G,MoriartyBelgrade,0.7,55653137,1,0.5521260091973178
506,False,G,GalenDobbin,0.7,43565864,2,0.5624558043804583
507,False,G,RowenaGerman,0.7,40127695,3,0.5681981673659691
508,False,G,SachsHalstead,0.8,30271414,0,0.5432358303346991
509,False,G,ExxonWiggins,0.8,93027241,1,0.5572709044641684
510,False,G,AlphonseDarius,0.8,30428526,2,0.5646231276746503
511,False,G,KumarVirgil,0.8,64356363,3,0.571157187801298
512,True,G,StanfordAntigone,0.1,91440888,0,0.2624165870651675
513,True,G,CarlinElysee,0.1,39944600,1,0.3000273163190664
514,True,G,BrittanyGuenther,0.1,50793141,2,0.31691830519249786
515,True,G,BogotaOlaf,0.1,90304700,3,0.3261778869582409
516,True,G,DaedalusCromwell,0.2,18290409,0,0.36555269130187507
517,True,G,PomonaDade,0.2,63823553,1,0.40831998137559167
518,True,G,CulverAdriatic,0.2,27065948,2,0.40465082349398107
519,True,G,TorranceRaman,0.2,86442815,3,0.42144522794338024
520,True,G,LissajousNostradamus,0.3,53128699,0,0.4205188094882909
521,True,G,VesuviusWyman,0.3,85088320,1,0.4566816597354439
522,True,G,NeumannMonongahela,0.3,2378639,2,0.4702604834905395
523,True,G,BalboaDamascus,0.3,65486700,3,0.48126211462151636
524,True,G,MinervaLinus,0.4,6876247,0,0.44984429955689353
525,True,G,FreyaGhana,0.4,56668628,1,0.48368200041181164
526,True,G,HellespontAbelian,0.4,10420577,2,0.49935936170134854
527,True,G,TaipeiMarx,0.4,15113706,3,0.49873082881238817
528,True,G,NoelMcNaughton,0.5,10130715,0,0.4823549050601007
529,True,G,CorbettFalmouth,0.5,89912967,1,0.5042329636425259
530,True,G,KowalewskiAllah,0.5,35592885,2,0.5065865417197564
531,True,G,ParisSanchez,0.5,62711056,3,0.510151448627863
532,True,G,StaufferAgamemnon,0.6,32614007,0,0.5015849780583315
533,True,G,FriggaFuchsia,0.6,3771683,1,0.5232819562613147
534,True,G,SumatraMansfield,0.6,24657461,2,0.5232789846744405
535,True,G,UranusPollux,0.6,27087577,3,0.5298488190902784
536,True,G,TennysonPaulette,0.7,57361947,0,0.5074657267443347
537,True,G,SonyAndover,0.7,70968899,1,0.5321350988104147
538,True,G,ArcadiaDostoevsky,0.7,29762095,2,0.5356647993864675
539,True,G,WhittierSkye,0.7,66402657,3,0.5464665041978913
540,True,G,DeannaMcCullough,0.8,28625327,0,0.5204510254825739
541,True,G,AquinasLindberg,0.8,91648853,1,0.5337043136200358
542,True,G,HitachiJacobite,0.8,80263834,2,0.5470509029280788
543,True,G,KathyLabrador,0.8,50989718,3,0.5444835117898649
544,False,G,BilbaoOmaha,0.1,37212156,0,0.29823646008247773
545,False,G,SinologySigmund,0.1,28925330,1,0.3095120101029233
546,False,G,SepoyLynchburg,0.1,75924342,2,0.3292490290663316
547,False,G,KnoxAbel,0.1,80114412,3,0.34174413953760896
548,False,G,BentleyWisconsin,0.2,29360190,0,0.42696955218064553
549,False,G,AubreyFlagstaff,0.2,74964237,1,0.42501948669793094
550,False,G,BorneoDamon,0.2,10498570,2,0.44483743320988806
551,False,G,BurgundyJackson,0.2,13336216,3,0.4627966153655501
552,False,G,BarnabasBhutan,0.3,64418934,0,0.4695436834212636
553,False,G,EinsteinianMarin,0.3,29517098,1,0.49269288888168256
554,False,G,SiegfriedSophoclean,0.3,58272436,2,0.5027473560312786
555,False,G,BenzLourdes,0.3,4388791,3,0.5150219150689601
556,False,G,AllenEratosthenes,0.4,26337169,0,0.49507567768688093
557,False,G,MinosBoston,0.4,65033960,1,0.5141558561565933
558,False,G,SullivanCygnus,0.4,93833474,2,0.5214608510641432
559,False,G,HuntsvilleAdonis,0.4,49059601,3,0.5430423144825963
560,False,G,ArleneDewey,0.5,5644927,0,0.5158479617427308
561,False,G,SaoLindbergh,0.5,71065547,1,0.5370853951309846
562,False,G,GhanaMadrid,0.5,17861075,2,0.5404891446808342
563,False,G,FairchildIto,0.5,91282692,3,0.5494145492437003
564,False,G,GretchenAlfredo,0.6,23764509,0,0.5314312529603475
565,False,G,ClaytonPravda,0.6,78882689,1,0.543301993580124
566,False,G,KoreaHershel,0.6,32322853,2,0.5511063752124722
567,False,G,NevaJeremy,0.6,1044763,3,0.5586498915549208
568,False,G,MarinMattson,0.7,48427407,0,0.5382338559436329
569,False,G,GordonCinerama,0.7,24552397,1,0.5516221558488201
570,False,G,IfniChampaign,0.7,96417664,2,0.555702804050608
571,False,G,CamerounDortmund,0.7,98729968,3,0.5676827593650626
572,False,G,ClarkBucharest,0.8,34751185,0,0.5348018077469013
573,False,G,WinslowTexas,0.8,65838471,1,0.5555932173935377
574,False,G,BerthaBristol,0.8,2032968,2,0.5624027929017252
575,False,G,KingsleySandia,0.8,69079868,3,0.576191994029911
576,True,G,NegroesSanderson,0.1,77916010,0,0.26218180411509057
577,True,G,ChadTitan,0.1,90567163,1,0.2957322375699291
578,True,G,MattsonHobbs,0.1,74257082,2,0.31387708328104863
579,True,G,SelwynStahl,0.1,22316204,3,0.32856758679596276
580,True,G,HillcrestGothic,0.2,31319110,0,0.3777895762899071
581,True,G,NavajoClausius,0.2,89670212,1,0.3955172250239549
582,True,G,AustraliaOdin,0.2,22700120,2,0.408314373908884
583,True,G,BernhardReuben,0.2,52803980,3,0.4193276807722547
584,True,G,CaputoAndrew,0.3,33861027,0,0.41841550300592373
585,True,G,UrsulaRayleigh,0.3,44851848,1,0.44900032768930076
586,True,G,BeneluxHellespont,0.3,23258403,2,0.46975035761406425
587,True,G,AucklandThorpe,0.3,52321664,3,0.48212353535515373
588,True,G,WolcottInjun,0.4,56091607,0,0.4509793819268721
589,True,G,CaribHolm,0.4,15625766,1,0.480064997050564
590,True,G,SaigonWharton,0.4,46403370,2,0.49569625991290167
591,True,G,JudaicaFranciscan,0.4,61618164,3,0.5019968347346833
592,True,G,AvisHowe,0.5,46351148,0,0.48191600623638725
593,True,G,PrestonKrueger,0.5,51313455,1,0.5011640166139802
594,True,G,LithuaniaIrma,0.5,64951231,2,0.5136481547277015
595,True,G,BuddhismPamela,0.5,45969215,3,0.510761979570712
596,True,G,GustavusJoaquin,0.6,23071549,0,0.5050718762833475
597,True,G,FarnsworthSiemens,0.6,43340382,1,0.5144293853101659
598,True,G,AlexanderStephenson,0.6,70949332,2,0.5262491894948631
599,True,G,LaughlinStauffer,0.6,16841086,3,0.5333933109514081
600,True,G,RooseveltianDavies,0.7,16575987,0,0.5076196810621778
601,True,G,EireBattelle,0.7,67853379,1,0.5296329929320079
602,True,G,YorkJaeger,0.7,67813782,2,0.5402925083772715
603,True,G,StirlingPassover,0.7,41680408,3,0.5530047860231626
604,True,G,GinnMcBride,0.8,23752156,0,0.5156379597926511
605,True,G,AsiaticDerbyshire,0.8,92947592,1,0.5379545678679081
606,True,G,RinehartBhagavadgita,0.8,94031575,2,0.5410522593848187
607,True,G,FrazierKodachrome,0.8,55475004,3,0.5448809122732665
608,False,G,IstvanLang,0.1,25876596,0,0.2936437407533676
609,False,G,DunhamShulman,0.1,89525635,1,0.3120627484621652
610,False,G,PlainfieldAntony,0.1,89492124,2,0.3269292379918546
611,False,G,FayettevilleGodfrey,0.1,24699800,3,0.3497928429101313
612,False,G,DuquesneThracian,0.2,55694319,0,0.41977607235164305
613,False,G,HelenWinnipeg,0.2,42450259,1,0.4253430813311166
614,False,G,AdirondackWestminster,0.2,51697311,2,0.44696695440072404
615,False,G,GwenStaunton,0.2,2845886,3,0.458896932503908
616,False,G,SavannahKruger,0.3,53124214,0,0.4698590906953038
617,False,G,AdamAthens,0.3,27865241,1,0.4892398949774479
618,False,G,DracoWinston,0.3,90026484,2,0.5027795459821032
619,False,G,BalzacNorway,0.3,15049717,3,0.5182654312200567
620,False,G,SemiteLatinate,0.4,68477406,0,0.4934127601276083
621,False,G,ArgusCummins,0.4,36176603,1,0.5049111212697779
622,False,G,HannahTuttle,0.4,16546645,2,0.5175798870200718
623,False,G,AlastairCreon,0.4,25785049,3,0.5407887929286362
624,False,G,VeronicaArmageddon,0.5,28755153,0,0.5162326499373967
625,False,G,MarioPusey,0.5,9584041,1,0.532114011209018
626,False,G,RenoirMcMullen,0.5,65647978,2,0.5353505385232873
627,False,G,GaloisMissoula,0.5,27634208,3,0.5461895726410438
628,False,G,GallagherLenore,0.6,29657163,0,0.5316425824891496
629,False,G,HeineHughes,0.6,41074314,1,0.5512556728953362
630,False,G,StonehengeBlinn,0.6,56485939,2,0.5584697950337029
631,False,G,SegundoClayton,0.6,71103003,3,0.5625185565330341
632,False,G,SheaGroton,0.7,24438751,0,0.5377785862192832
633,False,G,PericlesJorgensen,0.7,88394856,1,0.5466545781727584
634,False,G,JacobusTenneco,0.7,50664488,2,0.5580105092133982
635,False,G,SegoviaLester,0.7,41351941,3,0.5634234541389127
636,False,G,NealGertrude,0.8,71399123,0,0.5422974546224592
637,False,G,HoustonGalapagos,0.8,8408566,1,0.5536135493458313
638,False,G,RomanesqueDunham,0.8,35962306,2,0.5660942795293528
639,False,G,MelbourneEvanston,0.8,63830313,3,0.5735188941305928
640,True,G,ConnallySteve,0.1,289415,0,0.26153098547650944
641,True,G,CynthiaMaynard,0.1,60256708,1,0.2982133356613365
642,True,G,LynchburgMillard,0.1,86497553,2,0.31431708707487416
643,True,G,LancashireStacy,0.1,60110804,3,0.3242603524281376
644,True,G,ClausenEgyptology,0.2,70872106,0,0.3771351053949159
645,True,G,AsuncionGuardia,0.2,56731749,1,0.4004737730372021
646,True,G,BrennerMexico,0.2,19775072,2,0.4122042026422977
647,True,G,MannHaas,0.2,13115282,3,0.4134333581233155
648,True,G,FranzNorthumberland,0.3,7431844,0,0.42261734351726393
649,True,G,ScotsmanJill,0.3,61936528,1,0.4510499151988901
650,True,G,MarioSumner,0.3,53066076,2,0.4686047412802231
651,True,G,BraggIsfahan,0.3,70078636,3,0.4755990665263052
652,True,G,MeierGaberones,0.4,1809208,0,0.45960254993653477
653,True,G,BenedictBraniff,0.4,82899597,1,0.4801084851640624
654,True,G,PasoBoise,0.4,94264871,2,0.4906729838733379
655,True,G,GoldwaterMogadiscio,0.4,88462342,3,0.5035425992892014
656,True,G,BleekerVincent,0.5,44414824,0,0.47069514444923344
657,True,G,OrkneyFitzroy,0.5,11015403,1,0.5069145883736781
658,True,G,GallupVerdi,0.5,75182780,2,0.5176237022571424
659,True,G,GiovanniHecate,0.5,92312874,3,0.5134849928164186
660,True,G,HobbsLiggett,0.6,46496618,0,0.48783109657120005
661,True,G,OgdenJew,0.6,62189734,1,0.5183294470615986
662,True,G,TuringMcDonnell,0.6,65904682,2,0.5294185667860511
663,True,G,BarnardSalesian,0.6,44475041,3,0.5341419209165016
664,True,G,CurranLars,0.7,37135594,0,0.5056769851937298
665,True,G,MedeaGideon,0.7,42135273,1,0.5273588159581944
666,True,G,SvetlanaGwyn,0.7,52199187,2,0.5409656795290079
667,True,G,ClevelandLuther,0.7,52976097,3,0.5479986518054439
668,True,G,BurttDryden,0.8,7257506,0,0.5189726982786704
669,True,G,ArragonKarol,0.8,58353132,1,0.5336482665728106
670,True,G,BerlinMarietta,0.8,28570329,2,0.5360123690157695
671,True,G,BauerFayetteville,0.8,18551950,3,0.5463217502319127
672,False,G,IsoldeBrooklyn,0.1,49944539,0,0.2997420641787532
673,False,G,BaptistHelen,0.1,29636406,1,0.3135634356962308
674,False,G,BrandonGobi,0.1,48155554,2,0.3336142719755992
675,False,G,BaltimoreFitzpatrick,0.1,63038551,3,0.343369381306596
676,False,G,RegisZoroastrian,0.2,45639036,0,0.4301899785835607
677,False,G,CeylonCelia,0.2,4133741,1,0.4389731038906485
678,False,G,KurtFaust,0.2,88772007,2,0.4429693251527181
679,False,G,LenaCanaan,0.2,71014400,3,0.45792731263108594
680,False,G,TrichinellaVladivostok,0.3,9770771,0,0.4703338182775905
681,False,G,EmerySherman,0.3,71683581,1,0.4920455304099456
682,False,G,RembrandtOslo,0.3,68360323,2,0.5094818273017566
683,False,G,PunicHutchison,0.3,77851290,3,0.5100228345098538
684,False,G,HoughtonMontague,0.4,58769583,0,0.49149958672121696
685,False,G,PiraeusBusch,0.4,55916168,1,0.5078046553509361
686,False,G,PolynesiaWendell,0.4,23838039,2,0.5285998075263126
687,False,G,ColosseumSinology,0.4,48906574,3,0.537881648659867
688,False,G,SchweitzerMonroe,0.5,41414496,0,0.5116314993963847
689,False,G,WittMadeline,0.5,85507320,1,0.5325610250069349
690,False,G,SamDoug,0.5,76725141,2,0.5402562437227617
691,False,G,AngelesLinnaeus,0.5,85680134,3,0.5562828166105984
692,False,G,HondurasBoyle,0.6,33229673,0,0.5300060881078594
693,False,G,WaiteEinstein,0.6,76315942,1,0.5336658629393088
694,False,G,TheodoreCarthage,0.6,40751359,2,0.548918875497576
695,False,G,EssenRudolph,0.6,53854467,3,0.5589139290954616
696,False,G,KruegerMacMahon,0.7,82115642,0,0.536284892359351
697,False,G,SteveGanymede,0.7,86174333,1,0.5425653261446004
698,False,G,RubaiyatHollerith,0.7,51420143,2,0.5588339970349145
699,False,G,ErikCollier,0.7,60954177,3,0.57011804567527
700,False,G,LockhartReuben,0.8,11763589,0,0.5384213377820827
701,False,G,HerschelAnn,0.8,35978897,1,0.5545839435082031
702,False,G,ScarboroughMissoula,0.8,46433135,2,0.5649782234877381
703,False,G,LabanRotarian,0.8,24392157,3,0.5740665523189037
704,True,G,AdirondackAstoria,0.1,7118532,0,0.2616865339878024
705,True,G,JeannieGifford,0.1,19828227,1,0.2997429018629348
706,True,G,McGregorLatvia,0.1,23208308,2,0.3158106043875135
707,True,G,LexingtonYates,0.1,37020251,3,0.3246186057970307
708,True,G,MarlboroIraqi,0.2,75795039,0,0.3819986783776132
709,True,G,RothschildAlton,0.2,92069988,1,0.4001162349951891
710,True,G,KentonVenetian,0.2,12912950,2,0.40324735244107024
711,True,G,WeiBridgeport,0.2,82731074,3,0.41688651923835285
712,True,G,RudolphHanukkah,0.3,90039286,0,0.4243890806279539
713,True,G,PhDPeoria,0.3,5944408,1,0.4540770323995033
714,True,G,RandGalloway,0.3,72151830,2,0.4690471916173235
715,True,G,McConnellIndies,0.3,37107027,3,0.4764348037518791
716,True,G,ShepardStewart,0.4,2389569,0,0.4563606062481662
717,True,G,ReubenLongfellow,0.4,17166437,1,0.4827139147847292
718,True,G,AmocoAerobacter,0.4,85287720,2,0.4940313967535802
719,True,G,GrossmanJohnston,0.4,70314382,3,0.5046283844763967
720,True,G,RamadaAfrikaans,0.5,31918242,0,0.4786867461233993
721,True,G,MannArkansas,0.5,69974040,1,0.4937198743165586
722,True,G,OttawaPauline,0.5,86834816,2,0.5074052586287329
723,True,G,KyleCruz,0.5,37496009,3,0.5198066832146543
724,True,G,StLeeds,0.6,70159433,0,0.49565347550424627
725,True,G,ArcturusBuckley,0.6,99532807,1,0.5217075722064849
726,True,G,MozartLatvia,0.6,58903666,2,0.5323161544424773
727,True,G,StantonCesare,0.6,2650861,3,0.5313812975634509
728,True,G,OlduvaiLind,0.7,48262391,0,0.5165071015974264
729,True,G,ZoroasterHumboldt,0.7,86772143,1,0.5287680229637258
730,True,G,AristoteleanFischer,0.7,49412056,2,0.5378547648022497
731,True,G,CelticCeres,0.7,66170516,3,0.5437841843360365
732,True,G,TomJovanovich,0.8,10864384,0,0.5153079113429282
733,True,G,ReaganNile,0.8,65244283,1,0.5286415441195295
734,True,G,SeptemberBarclay,0.8,16904424,2,0.5390962668344867
735,True,G,DanielsonKingsley,0.8,55168577,3,0.5484300722726599
736,False,G,UticaCornell,0.1,83878557,0,0.29346904406101904
737,False,G,YatesCrusoe,0.1,87352281,1,0.3150031973144264
738,False,G,MoultonNakayama,0.1,75279540,2,0.3321806263474836
739,False,G,AlasdairGuiana,0.1,48708176,3,0.34297070196404944
740,False,G,NovakFontaine,0.2,61365038,0,0.4290175681306139
741,False,G,NotreFiji,0.2,33257081,1,0.42335663657493044
742,False,G,LafayetteWendell,0.2,57713774,2,0.4460938560032291
743,False,G,HebraicBeloit,0.2,57871058,3,0.4608576779358711
744,False,G,YpsilantiJutland,0.3,36656291,0,0.4700392867563539
745,False,G,SteinbergSchnabel,0.3,11842425,1,0.485409905138353
746,False,G,GallupLebanon,0.3,86704167,2,0.5045574035036169
747,False,G,LoweMasonic,0.3,12683869,3,0.5129822703291892
748,False,G,AldenMaldive,0.4,47813516,0,0.5000347364405646
749,False,G,EugeneBrennan,0.4,16693508,1,0.512905698506779
750,False,G,BenningtonBlum,0.4,36566318,2,0.5260699648544499
751,False,G,RosenblumKennecott,0.4,4419074,3,0.5335776379009545
752,False,G,BernadineFoss,0.5,7905122,0,0.5085782088123147
753,False,G,NigeriaElinor,0.5,69118415,1,0.5336785517071051
754,False,G,CarsonRembrandt,0.5,44516649,2,0.5481033422984835
755,False,G,OttomanTom,0.5,54815797,3,0.5492224171547239
756,False,G,MilwaukeeCopenhagen,0.6,50762786,0,0.5275218951912948
757,False,G,TuscanyHelmholtz,0.6,43694170,1,0.5401402784090701
758,False,G,TrumbullMontenegrin,0.6,18330495,2,0.5572037359229712
759,False,G,MaoriAllen,0.6,6019580,3,0.5644286557188632
760,False,G,ChaunceyYankee,0.7,9620197,0,0.5358474503432931
761,False,G,PavlovDel,0.7,67397973,1,0.5532282231600386
762,False,G,ModestoNazi,0.7,58392363,2,0.5649664637573881
763,False,G,KentStauffer,0.7,4563199,3,0.569869837922021
764,False,G,QuichuaBonaparte,0.8,31873878,0,0.5413214425664861
765,False,G,ChathamLiggett,0.8,1050228,1,0.5562988872888244
766,False,G,GoodmanDeimos,0.8,51833863,2,0.567378149337197
767,False,G,TheseusSophoclean,0.8,7091792,3,0.5698251260535059
768,True,G,HomWu,0.1,64390441,0,0.26136739753792254
769,True,G,JapanKalamazoo,0.1,8651993,1,0.3014114585084553
770,True,G,BethlehemNorthumberland,0.1,40848933,2,0.31231114183443254
771,True,G,LehmanMac,0.1,99091832,3,0.3287195621742419
772,True,G,ClintonRuanda,0.2,52536644,0,0.3827147749992978
773,True,G,EzekielFelix,0.2,4727980,1,0.39723894573033636
774,True,G,OmanAndromeda,0.2,3320307,2,0.4116954074945785
775,True,G,BolshevistJesse,0.2,87779951,3,0.41905414701184224
776,True,G,GorkyTito,0.3,49311069,0,0.4225857097061522
777,True,G,StrombergHanley,0.3,27061583,1,0.4498704871128144
778,True,G,RydbergDonaldson,0.3,84147429,2,0.4753514844492506
779,True,G,SomersSicilian,0.3,37666499,3,0.48181465506105464
780,True,G,ManilaThetis,0.4,47363355,0,0.45616113012357695
781,True,G,HaitiLillian,0.4,65618127,1,0.47628034782616335
782,True,G,StaffordVance,0.4,53592125,2,0.493145822718845
783,True,G,DixieSalk,0.4,31635664,3,0.5058245033137936
784,True,G,HempsteadWatkins,0.5,79061745,0,0.483459111215987
785,True,G,DaileyAtalanta,0.5,18564971,1,0.49945991971240244
786,True,G,UruguayGibson,0.5,81893315,2,0.5172955444897793
787,True,G,ToniTexaco,0.5,94775612,3,0.5163152075520961
788,True,G,ShenandoahSousa,0.6,48392028,0,0.504699035264069
789,True,G,ShakespearianAyers,0.6,43953648,1,0.5154028293855007
790,True,G,FlynnAdlerian,0.6,75004767,2,0.530916752731729
791,True,G,CassiusEmanuel,0.6,54720896,3,0.5301383151872288
792,True,G,AquariusBlackstone,0.7,89884187,0,0.5054002121779743
793,True,G,HanoverianFaber,0.7,42856873,1,0.5267283880926684
794,True,G,SuzanneEastwood,0.7,38121674,2,0.5345579983594972
795,True,G,ScarboroughCrockett,0.7,23933738,3,0.5419538357268807
796,True,G,RichardKrebs,0.8,41636282,0,0.5167934829394508
797,True,G,HiawathaGraff,0.8,22164922,1,0.5378785785805509
798,True,G,BendixMarc,0.8,77267543,2,0.5411158307917363
799,True,G,SistineEsmark,0.8,28877393,3,0.5493060773364128
800,False,G,AsiaPyrrhic,0.1,55868698,0,0.2934273419572141
801,False,G,CruickshankBenton,0.1,78002022,1,0.3092836980143592
802,False,G,AliceGurkha,0.1,75405964,2,0.33089390837457094
803,False,G,ZoroastrianPliocene,0.1,16375567,3,0.3402184460483202
804,False,G,StephanieTempleton,0.2,87567581,0,0.43249668765108834
805,False,G,YonkersChrysler,0.2,92947024,1,0.4398273261498126
806,False,G,PenhGalveston,0.2,66704779,2,0.44377926771386966
807,False,G,SchulzGleason,0.2,45913888,3,0.45975552748465187
808,False,G,CushingBlackfoot,0.3,36089580,0,0.47738074935849467
809,False,G,PonchartrainDaphne,0.3,99580661,1,0.49017090442217615
810,False,G,AugeanKowalski,0.3,6235138,2,0.5039741937130952
811,False,G,JapaneseJohnstown,0.3,6211484,3,0.5124845242543107
812,False,G,KennedyGloucester,0.4,49971107,0,0.4894588478543707
813,False,G,SouthamptonIrvin,0.4,94501388,1,0.5107385683863946
814,False,G,NewarkLyra,0.4,22151919,2,0.5220506530699762
