,Prop. edges left,Prop. paired edges symmetric,Prop. synapses left,threshold
0,1.0,0.25599232981783315,1.0,0
1,0.47557251908396947,0.5486505681818182,0.8032807003190706,1
2,0.3103598691384951,0.7103365384615384,0.6918514276364232,2
3,0.2243184296619411,0.8139329805996472,0.6099975456107338,3
4,0.17055616139585605,0.8730538922155688,0.5445471651803976,4
5,0.1332606324972737,0.8975155279503105,0.48989609752106683,5
6,0.11101417666303162,0.9243856332703214,0.4498895524830238,6
7,0.09040348964013085,0.9369158878504673,0.40755133764215007,7
8,0.07753544165757906,0.9532967032967034,0.37805775996072977,8
9,0.06259541984732825,0.9725085910652921,0.337805775996073,9
10,0.05288985823336968,0.9795918367346939,0.30790313343696313,10
11,0.04580152671755725,0.990521327014218,0.2840955575554283,11
12,0.036205016357688115,0.9880239520958084,0.24838419373312606,12
13,0.03206106870229008,0.9864864864864865,0.2319397856500041,13
14,0.027808069792802616,0.9921875,0.21369549210504787,14
15,0.024318429661941112,0.9910714285714286,0.19766014889961547,15
16,0.02148309705561614,0.98989898989899,0.18465188578908615,16
17,0.018538713195201745,1.0,0.16906651394911232,17
18,0.01657579062159215,1.0,0.15793994927595517,18
19,0.015921483097055617,1.0,0.15470833674220733,19
20,0.01395856052344602,1.0,0.14300908124028472,20
