,HessLyon,ScotsmenSpica,PeruvianFinnegan,SophieAlec,SchweitzerYonkers,MildredBritish,BobbieEdmonton,BelaAntilles,ScotiaThomistic,CarletonSutton,BrahmsianAchaean,HolmesDeneb,ClydeBalboa,CarruthersPeruvian,InterpolSanchez
3925724,0,40.0,25.0,25.0,,44,0.0,5.0,19.0,,0,0.0,40.0,7.0,
3926438,0,,,,,6,,,,,0,,,,
3926669,5,,,,,4,,,,,15,,,,
3926904,0,40.0,25.0,25.0,,44,0.0,0.0,34.0,,0,0.0,40.0,7.0,
3928522,7,24.0,33.0,21.0,0.0,19,24.0,16.0,2.0,14.0,20,21.0,35.0,16.0,8.0
3928574,21,24.0,18.0,19.0,9.0,19,23.0,19.0,8.0,7.0,20,21.0,18.0,18.0,8.0
3928652,21,24.0,18.0,19.0,9.0,19,23.0,19.0,8.0,7.0,20,21.0,18.0,18.0,8.0
3930411,36,33.0,4.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,29.0,27.0,25.0,6.0
3931398,60,24.0,33.0,29.0,14.0,6,42.0,16.0,18.0,11.0,42,33.0,35.0,16.0,13.0
3932136,39,37.0,30.0,27.0,5.0,35,35.0,34.0,27.0,4.0,40,37.0,29.0,22.0,4.0
3944330,33,14.0,28.0,25.0,29.0,44,0.0,5.0,18.0,16.0,18,0.0,13.0,7.0,16.0
3944626,32,40.0,28.0,28.0,8.0,40,31.0,29.0,30.0,25.0,47,35.0,26.0,29.0,22.0
3945136,60,40.0,34.0,28.0,9.0,58,31.0,45.0,34.0,25.0,61,38.0,13.0,29.0,22.0
3945225,5,5.0,5.0,0.0,15.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,23.0
3945232,5,5.0,5.0,0.0,15.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,0.0
3945246,60,51.0,34.0,28.0,27.0,58,48.0,36.0,29.0,25.0,62,35.0,40.0,27.0,22.0
3945394,5,5.0,5.0,0.0,15.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,23.0
3945454,5,5.0,5.0,0.0,15.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,0.0
3945756,32,32.0,28.0,29.0,8.0,31,31.0,29.0,30.0,26.0,35,28.0,26.0,29.0,23.0
3946166,43,0.0,25.0,25.0,29.0,44,20.0,0.0,34.0,12.0,0,7.0,13.0,29.0,21.0
3946364,7,24.0,20.0,5.0,14.0,19,24.0,21.0,13.0,7.0,41,22.0,14.0,16.0,13.0
3946432,21,20.0,18.0,19.0,2.0,22,21.0,19.0,8.0,7.0,23,19.0,16.0,18.0,8.0
3946569,21,20.0,18.0,19.0,9.0,53,21.0,19.0,8.0,7.0,22,19.0,18.0,18.0,8.0
3954014,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
3958234,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
3963891,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
3966683,6,6.0,36.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
3979181,61,12.0,12.0,11.0,33.0,14,25.0,12.0,37.0,15.0,31,14.0,44.0,21.0,7.0
3980315,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
3985829,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
4017089,6,6.0,23.0,,,5,6.0,18.0,,,7,6.0,22.0,,
4017464,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
4022539,62,42.0,37.0,36.0,34.0,59,49.0,46.0,32.0,30.0,63,49.0,45.0,35.0,29.0
4023881,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
4044654,4,6.0,,,,43,6.0,,,,5,6.0,,,
4067286,42,34.0,6.0,4.0,18.0,47,16.0,7.0,4.0,20.0,50,50.0,5.0,26.0,4.0
4073353,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
4076389,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
4096703,2,,,,,2,,,,,4,,,,
4097554,6,4.0,6.0,4.0,24.0,5,6.0,4.0,4.0,20.0,7,6.0,22.0,4.0,4.0
4099900,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
4101295,36,33.0,30.0,26.0,25.0,32,32.0,31.0,27.0,22.0,36,29.0,27.0,25.0,6.0
4101621,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
4102413,36,33.0,4.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,29.0,27.0,25.0,6.0
4103336,26,25.0,22.0,22.0,20.0,26,26.0,23.0,19.0,16.0,27,23.0,21.0,20.0,16.0
4108016,50,2.0,2.0,2.0,9.0,50,2.0,19.0,2.0,7.0,53,11.0,2.0,2.0,8.0
4108720,36,37.0,30.0,26.0,24.0,35,35.0,31.0,25.0,22.0,40,29.0,27.0,25.0,6.0
4110483,8,7.0,14.0,,,7,13.0,11.0,,,8,13.0,13.0,,
4114133,31,46.0,27.0,24.0,23.0,30,30.0,28.0,24.0,19.0,34,44.0,25.0,23.0,20.0
4116174,57,45.0,39.0,33.0,31.0,51,41.0,40.0,5.0,29.0,55,43.0,41.0,13.0,26.0
4117305,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
4119387,54,47.0,40.0,34.0,31.0,37,40.0,41.0,5.0,29.0,58,51.0,39.0,32.0,28.0
4127096,46,16.0,11.0,15.0,11.0,16,13.0,11.0,23.0,10.0,8,16.0,11.0,26.0,11.0
4127707,36,33.0,4.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,4.0,27.0,25.0,6.0
4127905,9,9.0,31.0,7.0,5.0,8,10.0,8.0,6.0,4.0,9,10.0,18.0,8.0,5.0
4127911,10,8.0,31.0,,,9,10.0,8.0,,,10,9.0,27.0,,
4127926,45,36.0,19.0,6.0,26.0,45,33.0,20.0,26.0,4.0,49,31.0,31.0,24.0,19.0
4127938,9,8.0,7.0,7.0,5.0,8,9.0,8.0,6.0,4.0,9,9.0,6.0,8.0,5.0
4127944,39,37.0,31.0,27.0,9.0,35,35.0,34.0,28.0,7.0,40,37.0,30.0,22.0,5.0
4128002,38,22.0,31.0,27.0,6.0,42,34.0,27.0,28.0,5.0,38,32.0,30.0,22.0,12.0
4130960,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
4134539,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
4142619,28,28.0,42.0,11.0,10.0,28,28.0,24.0,10.0,9.0,30,25.0,9.0,12.0,10.0
4144377,28,28.0,42.0,10.0,4.0,28,28.0,24.0,37.0,6.0,30,25.0,23.0,10.0,7.0
4152020,36,33.0,4.0,26.0,35.0,32,32.0,31.0,25.0,23.0,36,4.0,27.0,37.0,28.0
4152272,28,28.0,42.0,11.0,10.0,28,50.0,15.0,10.0,9.0,30,25.0,46.0,12.0,10.0
4154421,50,2.0,2.0,2.0,9.0,50,2.0,19.0,2.0,7.0,53,11.0,2.0,2.0,8.0
4173633,28,28.0,42.0,11.0,10.0,28,28.0,24.0,10.0,9.0,30,25.0,9.0,12.0,10.0
4180774,28,28.0,42.0,10.0,4.0,28,28.0,24.0,37.0,6.0,30,25.0,23.0,10.0,7.0
4185530,28,28.0,42.0,10.0,4.0,28,28.0,24.0,37.0,6.0,30,25.0,23.0,10.0,7.0
4188290,0,0.0,0.0,22.0,20.0,44,42.0,0.0,19.0,16.0,0,0.0,0.0,7.0,16.0
4188325,28,28.0,42.0,10.0,4.0,28,28.0,24.0,37.0,6.0,30,25.0,23.0,10.0,7.0
4190567,63,50.0,22.0,35.0,29.0,60,45.0,13.0,35.0,31.0,64,52.0,47.0,34.0,10.0
4195012,48,43.0,38.0,32.0,30.0,49,3.0,39.0,33.0,28.0,52,41.0,37.0,31.0,25.0
4199033,58,52.0,43.0,37.0,36.0,60,51.0,47.0,38.0,32.0,64,53.0,48.0,36.0,30.0
4201020,63,53.0,44.0,32.0,37.0,61,50.0,48.0,39.0,28.0,65,47.0,49.0,21.0,25.0
4201555,63,50.0,43.0,35.0,20.0,60,51.0,49.0,35.0,16.0,64,54.0,50.0,34.0,16.0
4214582,62,54.0,45.0,36.0,34.0,59,49.0,46.0,40.0,30.0,63,49.0,45.0,35.0,29.0
4215611,43,0.0,25.0,22.0,12.0,44,20.0,29.0,34.0,10.0,18,7.0,13.0,7.0,12.0
4227304,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
4227544,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
4227831,63,52.0,46.0,11.0,36.0,60,51.0,47.0,38.0,32.0,63,55.0,48.0,36.0,30.0
4227880,61,12.0,46.0,37.0,36.0,62,51.0,47.0,38.0,32.0,14,55.0,48.0,36.0,30.0
4228105,61,12.0,46.0,37.0,36.0,62,51.0,47.0,38.0,32.0,31,55.0,48.0,36.0,30.0
4228119,58,52.0,43.0,37.0,36.0,60,51.0,47.0,38.0,32.0,66,53.0,48.0,36.0,30.0
4229950,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
4230061,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
4230739,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
4230749,48,43.0,38.0,32.0,30.0,49,3.0,39.0,33.0,28.0,52,41.0,37.0,31.0,25.0
4234009,64,55.0,38.0,32.0,37.0,61,52.0,50.0,33.0,28.0,65,56.0,37.0,31.0,25.0
4234016,70,53.0,44.0,32.0,37.0,61,50.0,48.0,39.0,28.0,65,47.0,49.0,21.0,25.0
4234559,65,56.0,13.0,12.0,19.0,63,53.0,13.0,38.0,32.0,67,57.0,48.0,36.0,30.0
4235139,66,52.0,46.0,37.0,36.0,64,51.0,47.0,38.0,32.0,64,53.0,48.0,36.0,30.0
4241192,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
4241237,64,55.0,47.0,31.0,30.0,65,52.0,50.0,33.0,27.0,68,56.0,36.0,30.0,24.0
4260935,50,2.0,2.0,2.0,9.0,50,2.0,19.0,2.0,7.0,53,11.0,2.0,2.0,8.0
4274518,37,57.0,48.0,38.0,12.0,66,54.0,32.0,41.0,33.0,2,58.0,28.0,29.0,9.0
4279887,22,2.0,2.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,11.0,2.0,2.0,8.0
4311241,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,67,57.0,9.0,12.0,10.0
4311586,27,27.0,49.0,4.0,35.0,67,43.0,4.0,42.0,23.0,54,6.0,22.0,4.0,28.0
4319395,59,33.0,4.0,26.0,25.0,57,32.0,31.0,25.0,22.0,29,29.0,27.0,25.0,6.0
4324479,12,11.0,10.0,8.0,19.0,11,12.0,13.0,7.0,6.0,12,12.0,20.0,10.0,7.0
4324567,12,11.0,10.0,8.0,10.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
4324898,57,47.0,39.0,33.0,31.0,55,40.0,40.0,5.0,29.0,58,45.0,41.0,32.0,26.0
4327684,54,48.0,39.0,33.0,31.0,37,40.0,40.0,5.0,29.0,58,45.0,39.0,32.0,26.0
4337398,28,28.0,42.0,11.0,10.0,28,50.0,15.0,10.0,9.0,30,25.0,46.0,12.0,10.0
4338596,3,14.0,3.0,3.0,9.0,3,15.0,3.0,3.0,7.0,15,2.0,3.0,3.0,8.0
4346154,66,52.0,46.0,37.0,5.0,64,51.0,47.0,38.0,4.0,64,53.0,48.0,36.0,26.0
4354933,50,44.0,24.0,9.0,22.0,50,39.0,6.0,21.0,18.0,53,42.0,38.0,9.0,18.0
4363883,0,0.0,,,,0,0.0,,,,5,0.0,,,
4379508,21,39.0,31.0,26.0,25.0,19,21.0,27.0,25.0,22.0,20,32.0,27.0,25.0,6.0
4379603,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
4381129,14,50.0,10.0,11.0,20.0,14,45.0,23.0,7.0,16.0,59,12.0,49.0,34.0,16.0
4381377,26,25.0,22.0,22.0,20.0,26,26.0,23.0,19.0,16.0,27,23.0,21.0,20.0,16.0
4390116,28,28.0,42.0,11.0,10.0,28,28.0,24.0,10.0,9.0,30,25.0,23.0,12.0,10.0
4391317,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
4391978,54,47.0,39.0,33.0,31.0,37,40.0,40.0,5.0,29.0,58,45.0,39.0,32.0,26.0
4393026,10,9.0,8.0,7.0,7.0,42,10.0,8.0,2.0,5.0,9,10.0,7.0,8.0,5.0
4393049,41,48.0,39.0,34.0,35.0,37,43.0,41.0,42.0,23.0,44,45.0,39.0,37.0,28.0
4393350,9,8.0,8.0,7.0,6.0,8,9.0,25.0,6.0,5.0,9,9.0,6.0,8.0,5.0
4398543,21,20.0,18.0,19.0,18.0,68,21.0,19.0,8.0,7.0,22,19.0,16.0,18.0,2.0
4400767,5,5.0,24.0,8.0,11.0,0,0.0,5.0,7.0,6.0,6,5.0,4.0,6.0,7.0
4401350,67,58.0,50.0,39.0,38.0,69,55.0,51.0,43.0,34.0,69,59.0,51.0,38.0,31.0
4408362,25,52.0,46.0,37.0,36.0,25,56.0,47.0,38.0,9.0,16,55.0,48.0,36.0,30.0
4408369,63,52.0,46.0,37.0,36.0,14,51.0,47.0,38.0,32.0,59,55.0,48.0,36.0,30.0
4408397,58,52.0,43.0,37.0,36.0,14,51.0,47.0,38.0,32.0,59,53.0,48.0,36.0,30.0
4409374,61,12.0,12.0,11.0,33.0,62,14.0,12.0,10.0,32.0,14,14.0,9.0,12.0,30.0
4411505,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
4411542,62,59.0,37.0,40.0,34.0,59,49.0,46.0,40.0,30.0,63,49.0,45.0,35.0,29.0
4411688,26,25.0,22.0,22.0,20.0,26,26.0,23.0,19.0,16.0,27,23.0,21.0,20.0,16.0
4412036,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
4412315,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
4414163,0,0.0,36.0,0.0,2.0,58,57.0,0.0,0.0,0.0,0,48.0,0.0,5.0,0.0
4414184,0,0.0,36.0,0.0,2.0,70,57.0,0.0,0.0,0.0,0,48.0,0.0,5.0,0.0
4414426,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
4415241,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
4422289,42,34.0,49.0,38.0,16.0,36,37.0,9.0,8.0,7.0,43,50.0,16.0,18.0,2.0
4433197,61,52.0,46.0,37.0,36.0,62,51.0,47.0,38.0,32.0,59,55.0,48.0,36.0,30.0
4433960,66,38.0,46.0,37.0,16.0,71,11.0,47.0,38.0,7.0,70,11.0,48.0,36.0,2.0
4444354,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
4453485,20,14.0,0.0,0.0,0.0,4,5.0,5.0,0.0,0.0,15,3.0,0.0,0.0,0.0
4473922,58,50.0,45.0,35.0,36.0,60,51.0,43.0,35.0,32.0,66,52.0,45.0,34.0,30.0
4493199,50,44.0,24.0,9.0,22.0,50,39.0,6.0,21.0,18.0,53,42.0,38.0,9.0,18.0
4506509,20,14.0,0.0,0.0,0.0,4,5.0,5.0,0.0,0.0,15,3.0,0.0,0.0,0.0
4514494,47,55.0,27.0,24.0,23.0,48,38.0,28.0,24.0,19.0,51,40.0,25.0,23.0,20.0
4515496,66,52.0,46.0,37.0,36.0,64,8.0,47.0,38.0,32.0,64,51.0,48.0,36.0,30.0
4518546,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
4523584,20,14.0,0.0,0.0,15.0,4,5.0,5.0,0.0,0.0,15,3.0,0.0,0.0,0.0
4523803,5,5.0,0.0,0.0,15.0,4,5.0,5.0,0.0,0.0,15,3.0,4.0,0.0,0.0
4541081,4,38.0,,,,0,11.0,,,,5,11.0,,,
4570270,22,2.0,2.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,11.0,2.0,2.0,8.0
4575178,58,52.0,43.0,37.0,36.0,64,51.0,47.0,38.0,32.0,64,53.0,48.0,36.0,30.0
4591713,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,26,57.0,9.0,12.0,10.0
4598109,47,42.0,47.0,31.0,30.0,48,38.0,50.0,32.0,27.0,51,40.0,36.0,30.0,24.0
4598363,64,55.0,47.0,31.0,30.0,65,52.0,50.0,33.0,27.0,68,56.0,36.0,30.0,24.0
4607160,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
4617479,68,25.0,43.0,35.0,20.0,72,26.0,49.0,35.0,16.0,27,54.0,21.0,20.0,16.0
4620453,36,33.0,4.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,4.0,27.0,25.0,6.0
4635057,22,2.0,2.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,11.0,2.0,2.0,8.0
4636432,22,20.0,18.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,19.0,16.0,2.0,8.0
4637677,22,20.0,2.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,19.0,2.0,2.0,8.0
4651929,41,48.0,40.0,34.0,35.0,37,43.0,41.0,42.0,23.0,44,45.0,39.0,37.0,28.0
4664256,69,60.0,51.0,25.0,26.0,73,58.0,45.0,34.0,10.0,71,38.0,52.0,39.0,12.0
4665186,49,2.0,49.0,38.0,16.0,20,11.0,9.0,8.0,7.0,21,11.0,16.0,18.0,2.0
4665627,61,53.0,44.0,32.0,37.0,28,50.0,48.0,39.0,28.0,30,55.0,49.0,21.0,25.0
4679139,6,48.0,39.0,33.0,31.0,55,40.0,40.0,5.0,29.0,7,45.0,41.0,32.0,26.0
4680995,49,22.0,49.0,19.0,16.0,68,21.0,9.0,8.0,7.0,43,19.0,16.0,18.0,2.0
4700078,54,47.0,40.0,34.0,31.0,37,40.0,41.0,5.0,29.0,58,51.0,39.0,32.0,28.0
4721087,25,52.0,46.0,37.0,36.0,25,8.0,47.0,38.0,32.0,4,51.0,48.0,14.0,30.0
4721538,42,34.0,35.0,38.0,18.0,15,16.0,37.0,4.0,7.0,33,50.0,5.0,18.0,2.0
4749004,14,12.0,12.0,10.0,4.0,13,14.0,12.0,37.0,6.0,14,14.0,44.0,10.0,7.0
4778745,22,2.0,2.0,2.0,9.0,53,2.0,19.0,2.0,7.0,22,11.0,2.0,2.0,8.0
4780707,22,20.0,18.0,19.0,9.0,22,21.0,19.0,8.0,7.0,23,19.0,16.0,18.0,8.0
4785242,21,20.0,18.0,19.0,2.0,22,21.0,19.0,2.0,7.0,23,19.0,16.0,18.0,8.0
4812481,46,13.0,21.0,8.0,10.0,7,59.0,32.0,4.0,6.0,72,60.0,20.0,14.0,9.0
4847079,46,13.0,21.0,14.0,4.0,28,59.0,14.0,7.0,6.0,72,60.0,20.0,14.0,11.0
4849988,28,28.0,42.0,10.0,4.0,28,28.0,24.0,37.0,6.0,30,25.0,23.0,10.0,7.0
4876704,41,26.0,40.0,4.0,31.0,37,43.0,4.0,5.0,29.0,44,45.0,39.0,4.0,28.0
4876839,8,7.0,11.0,10.0,11.0,7,13.0,11.0,9.0,8.0,8,13.0,13.0,11.0,9.0
4884579,62,42.0,45.0,40.0,34.0,59,49.0,52.0,40.0,30.0,63,49.0,45.0,28.0,29.0
4901087,60,40.0,34.0,25.0,26.0,58,33.0,45.0,34.0,10.0,61,38.0,13.0,24.0,15.0
4917442,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
4919895,1,1.0,1.0,1.0,,1,1.0,1.0,1.0,,1,1.0,1.0,4.0,
4926999,22,2.0,2.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,11.0,2.0,2.0,8.0
4966994,14,12.0,12.0,23.0,10.0,13,60.0,12.0,44.0,9.0,14,14.0,53.0,40.0,7.0
4982172,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
4983938,41,48.0,4.0,34.0,31.0,37,43.0,41.0,42.0,23.0,44,45.0,39.0,37.0,28.0
4985759,22,2.0,2.0,2.0,17.0,22,2.0,19.0,2.0,7.0,23,11.0,2.0,2.0,8.0
4991243,3,10.0,24.0,3.0,22.0,3,27.0,6.0,21.0,2.0,3,18.0,8.0,9.0,18.0
5010581,0,0.0,0.0,28.0,,44,0.0,0.0,0.0,,0,0.0,0.0,5.0,
5019924,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
5033480,23,21.0,19.0,6.0,5.0,23,22.0,20.0,26.0,4.0,24,20.0,31.0,24.0,19.0
5038920,38,29.0,19.0,20.0,5.0,42,7.0,30.0,12.0,5.0,38,7.0,17.0,15.0,21.0
5051342,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
5052370,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
5053417,51,45.0,39.0,33.0,22.0,51,41.0,40.0,5.0,29.0,55,43.0,41.0,32.0,26.0
5057916,4,,,,,3,,,,,3,,,,
5080991,34,8.0,7.0,6.0,9.0,8,9.0,2.0,2.0,7.0,45,9.0,18.0,18.0,8.0
5088293,3,3.0,3.0,3.0,16.0,3,15.0,3.0,3.0,2.0,3,2.0,3.0,3.0,4.0
5090549,3,3.0,3.0,3.0,3.0,3,3.0,3.0,3.0,2.0,3,3.0,3.0,3.0,3.0
5091874,7,39.0,32.0,5.0,29.0,19,18.0,38.0,31.0,31.0,41,7.0,33.0,41.0,21.0
5093516,3,3.0,3.0,3.0,3.0,3,3.0,3.0,3.0,2.0,3,3.0,3.0,3.0,3.0
5095269,4,,,,,3,,,,,5,,,,
5116147,3,3.0,3.0,,,3,3.0,3.0,,,3,3.0,3.0,,
5116861,4,,,,,3,,,,,5,,,,
5118060,21,39.0,31.0,27.0,6.0,68,34.0,27.0,2.0,21.0,54,32.0,33.0,18.0,19.0
5120990,4,,,,,3,,,,,5,,,,
5134110,34,36.0,7.0,6.0,6.0,38,33.0,25.0,26.0,21.0,45,31.0,31.0,24.0,19.0
5162462,15,15.0,42.0,8.0,4.0,15,59.0,22.0,7.0,6.0,16,15.0,20.0,14.0,7.0
5163599,65,56.0,21.0,12.0,19.0,25,25.0,22.0,11.0,6.0,26,25.0,20.0,14.0,11.0
5164129,28,28.0,42.0,23.0,4.0,28,28.0,24.0,44.0,6.0,30,25.0,23.0,40.0,7.0
5167842,28,28.0,42.0,10.0,4.0,28,28.0,24.0,7.0,6.0,30,25.0,20.0,10.0,7.0
5169587,58,52.0,43.0,37.0,36.0,26,51.0,47.0,38.0,32.0,59,53.0,48.0,36.0,30.0
5186443,66,52.0,46.0,37.0,36.0,71,51.0,47.0,38.0,32.0,70,53.0,48.0,36.0,30.0
5186461,3,14.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,15,2.0,3.0,3.0,3.0
5247102,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
5261424,11,10.0,24.0,9.0,22.0,10,27.0,6.0,21.0,18.0,11,18.0,8.0,9.0,18.0
5289042,22,2.0,2.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,11.0,2.0,2.0,8.0
5291791,3,3.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,3,2.0,3.0,3.0,3.0
5319633,28,28.0,42.0,14.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
5321459,66,52.0,46.0,37.0,36.0,71,51.0,47.0,38.0,32.0,70,53.0,48.0,36.0,30.0
5322337,3,3.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,3,2.0,3.0,3.0,3.0
5326407,63,53.0,44.0,32.0,37.0,61,50.0,48.0,39.0,28.0,65,59.0,49.0,21.0,25.0
5327961,3,3.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,3,2.0,3.0,3.0,3.0
5369028,30,38.0,6.0,15.0,26.0,29,36.0,35.0,28.0,21.0,33,34.0,32.0,26.0,12.0
5382876,0,,,,,0,,,,,5,,,,
5395823,67,58.0,50.0,39.0,38.0,69,55.0,51.0,43.0,34.0,69,59.0,51.0,38.0,31.0
5448622,4,,,,,43,,,,,5,,,,
5453333,49,2.0,49.0,38.0,16.0,36,11.0,9.0,8.0,7.0,43,11.0,16.0,18.0,2.0
5462159,16,16.0,15.0,30.0,13.0,75,17.0,15.0,12.0,8.0,17,16.0,12.0,11.0,12.0
5474852,56,20.0,18.0,38.0,16.0,24,21.0,9.0,8.0,7.0,25,19.0,16.0,18.0,2.0
5476653,5,5.0,5.0,0.0,15.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,0.0
5478818,51,6.0,39.0,34.0,31.0,0,41.0,40.0,5.0,29.0,5,6.0,41.0,32.0,26.0
5480553,5,5.0,5.0,0.0,15.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,0.0
5484314,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
5500958,44,35.0,30.0,26.0,25.0,34,20.0,31.0,25.0,22.0,39,37.0,27.0,25.0,6.0
5503982,69,60.0,51.0,25.0,26.0,73,58.0,45.0,34.0,10.0,71,38.0,52.0,39.0,12.0
5507096,35,33.0,4.0,26.0,24.0,57,32.0,7.0,27.0,22.0,28,4.0,29.0,33.0,4.0
5512988,29,29.0,25.0,30.0,5.0,17,7.0,30.0,12.0,8.0,32,26.0,17.0,15.0,12.0
5516552,63,53.0,44.0,11.0,37.0,61,50.0,48.0,39.0,16.0,65,55.0,49.0,21.0,16.0
5523203,10,,,,,9,,,,,10,,,,
5545085,9,9.0,7.0,7.0,5.0,8,10.0,8.0,6.0,4.0,10,10.0,6.0,8.0,5.0
5558724,4,5.0,5.0,2.0,4.0,0,0.0,5.0,0.0,3.0,5,5.0,4.0,6.0,6.0
5559657,51,5.0,5.0,0.0,15.0,0,0.0,5.0,0.0,0.0,5,5.0,4.0,6.0,0.0
5560620,5,5.0,5.0,0.0,15.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,0.0
5577650,56,38.0,9.0,19.0,9.0,53,8.0,29.0,27.0,7.0,22,8.0,18.0,18.0,8.0
5585799,10,9.0,8.0,7.0,7.0,42,10.0,8.0,6.0,5.0,9,10.0,7.0,8.0,5.0
5590611,51,45.0,39.0,33.0,23.0,51,41.0,40.0,5.0,29.0,55,43.0,41.0,32.0,20.0
