inds,id,to_class,color,mean_visit,group_mean_visit
1897,15594113,unk,#acaac8,5.970552147239264,5.073270752241384
1898,15595607,sens-MN,#366962,,
1899,15595823,sens-MN,#366962,,
1900,15595950,sens-MN,#366962,,
1901,15599768,O_dSEZ,#b1826d,7.625,4.546311427925615
1902,15601640,unk,#acaac8,4.741339491916859,5.073270752241384
1903,15605297,CX,#ffb500,5.2014098690835855,5.282804659047286
1904,15605301,unk,#acaac8,5.073260073260073,5.073270752241384
1905,15605657,sens-AN,#018700,,
1906,15605987,LHN2,#ebffd4,3.135,3.8693873092001496
1907,15606239,unk,#acaac8,3.4134134134134135,5.073270752241384
1908,15606918,sens-MN,#366962,,
1909,15607180,sens-MN,#366962,,
1910,15607335,unk,#acaac8,5.430793157076205,5.073270752241384
1911,15608355,unk,#acaac8,3.1372549019607843,5.073270752241384
1912,15608953,unk,#acaac8,4.073498964803313,5.073270752241384
1913,15609885,sens-MN,#366962,,
1914,15610774,unk,#acaac8,4.99234135667396,5.073270752241384
1915,15611791,sens-MN,#366962,,
1916,15612283,CN2,#acaa59,4.54230377166157,4.523983781794462
1917,15615042,sens-MN,#366962,,
1918,15615081,sens-MN,#366962,,
1919,15615589,sens-MN,#366962,,
1920,15615776,sens-MN,#366962,,
1921,15617305,MBON,#f9eb4d,4.119622245540398,3.932989959618922
